18:50:10.439,,5,-109,1123,10220,30590,-17290,-33,61,-415
18:50:10.458,,-47,-92,1151,17570,38850,-28140,-36,55,-426
18:50:10.477,,-70,-76,1241,19390,46550,-33460,-51,76,-426
18:50:10.496,,-113,-138,1252,17850,52850,-34510,-55,84,-436
18:50:10.515,,-152,-155,1228,24640,55720,-35070,-61,90,-439
18:50:10.533,,-180,-160,1182,35210,56280,-36470,-60,93,-432
18:50:10.552,,-199,-159,1123,39830,55580,-38780,-79,112,-445
18:50:10.571,,-212,-180,1053,39200,54320,-40250,-79,112,-447
18:50:10.590,,-229,-212,991,38360,52850,-39900,-96,127,-442
18:50:10.609,,-240,-227,958,39410,50260,-38500,-105,139,-450
18:50:10.627,,-240,-240,921,40040,47180,-36470,-103,141,-448
18:50:10.646,,-240,-266,870,38780,44170,-33880,-120,151,-447
18:50:10.665,,-249,-283,830,35350,41160,-31080,-121,148,-453
18:50:10.684,,-257,-302,806,30660,37590,-27440,-133,165,-448
18:50:10.702,,-265,-305,796,27020,33670,-22820,-130,169,-445
18:50:10.721,,-271,-295,786,24080,29540,-17850,-126,171,-451
18:50:10.740,,-275,-284,774,20860,25620,-12740,-138,169,-444
18:50:10.759,,-290,-266,766,16800,22330,-7840,-133,175,-447
18:50:10.778,,-300,-244,780,13020,19040,-3360,-138,180,-445
18:50:10.796,,-307,-219,790,9520,15470,350,-141,181,-444
18:50:10.815,,-316,-190,798,6860,12180,3710,-142,181,-448
18:50:10.834,,-323,-159,825,4410,8750,6370,-135,175,-448
18:50:10.853,,-335,-129,859,2450,5390,8190,-133,190,-451
18:50:10.872,,-341,-101,893,1820,2100,9380,-153,186,-445
18:50:10.890,,-344,-66,918,1610,0,9730,-148,184,-453
18:50:10.909,,-346,-40,942,560,-980,8890,-139,184,-450
18:50:10.928,,-348,-32,962,-1890,-1190,6580,-138,183,-453
18:50:10.947,,-347,-36,971,-4410,-1400,3850,-148,181,-447
18:50:10.966,,-346,-44,981,-5040,-1890,1680,-147,174,-447
18:50:10.984,,-342,-49,991,-4550,-2870,350,-130,178,-442
18:50:11.003,,-332,-51,1001,-3360,-3920,-490,-130,178,-442
18:50:11.022,,-320,-60,1013,-2100,-4690,-1190,-141,183,-444
18:50:11.041,,-313,-66,1013,-1400,-5250,-1960,-142,175,-447
18:50:11.059,,-307,-67,1012,-910,-5390,-2590,-138,177,-457
18:50:11.078,,-304,-72,1010,-630,-5110,-3360,-136,180,-447
18:50:11.097,,-305,-78,1014,-490,-4620,-4130,-138,190,-439
18:50:11.116,,-310,-83,1018,-210,-4410,-4550,-145,175,-456
18:50:11.135,,-311,-88,1014,560,-4200,-4690,-136,174,-447
18:50:11.153,,-311,-87,1009,1610,-3570,-4900,-136,180,-448
18:50:11.172,,-315,-90,1002,1820,-2450,-5040,-148,178,-453
18:50:11.191,,-319,-103,995,1400,-1330,-4970,-151,175,-448
18:50:11.210,,-323,-111,979,1190,-420,-4970,-127,178,-441
18:50:11.229,,-331,-116,967,1190,140,-4620,-145,175,-444
18:50:11.247,,-333,-125,963,770,-210,-3920,-150,183,-448
18:50:11.266,,-334,-131,954,-70,-770,-2730,-136,183,-444
18:50:11.285,,-341,-130,956,-490,-1540,-1190,-133,171,-439
18:50:11.304,,-345,-124,961,-1120,-2800,140,-144,174,-444
18:50:11.323,,-345,-121,964,-1260,-4200,1260,-151,169,-451
18:50:11.341,,-341,-108,971,-770,-5460,2100,-150,177,-453
18:50:11.360,,-334,-95,979,-490,-6020,2940,-135,180,-448
18:50:11.379,,-326,-86,982,-1050,-5880,3290,-141,174,-445
18:50:11.398,,-317,-82,989,-2380,-5250,3010,-145,174,-442
18:50:11.416,,-312,-87,996,-4060,-4690,2380,-139,174,-450
18:50:11.435,,-312,-94,1005,-5180,-4690,1680,-141,172,-445
18:50:11.454,,-314,-96,1017,-5110,-5320,1400,-148,175,-445
18:50:11.473,,-314,-96,1017,-5110,-5320,1400,-129,168,-436
18:50:11.492,,-310,-95,1033,-4410,-6300,1470,-136,163,-442
18:50:11.510,,-307,-88,1048,-3360,-6720,1750,-133,171,-435
18:50:11.529,,-304,-79,1059,-2450,-6440,1890,-145,165,-436
18:50:11.548,,-298,-76,1061,-1680,-5250,1610,-144,160,-447
18:50:11.567,,-295,-74,1058,-1120,-3290,1050,-136,177,-442
18:50:11.586,,-294,-80,1050,-1120,-1260,490,-141,169,-442
18:50:11.604,,-298,-91,1035,-1400,350,70,-141,166,-445
18:50:11.623,,-300,-98,1025,-1120,1120,-70,-142,163,-445
18:50:11.642,,-300,-102,1017,-560,980,140,-133,168,-442
18:50:11.661,,-295,-100,1007,420,630,560,-136,165,-447
18:50:11.680,,-292,-91,1003,1120,770,1050,-139,165,-451
18:50:11.698,,-290,-91,998,700,1190,1120,-133,159,-442
18:50:11.717,,-291,-91,997,420,1820,630,-132,163,-442
18:50:11.736,,-295,-91,988,210,2100,0,-133,162,-435
18:50:11.755,,-300,-94,984,-420,2100,-560,-139,163,-442
18:50:11.774,,-305,-95,986,-700,1750,-770,-133,160,-444
18:50:11.792,,-305,-96,987,-770,1260,-770,-133,169,-447
18:50:11.811,,-308,-90,989,-700,910,-980,-141,163,-444
18:50:11.830,,-313,-88,988,-1190,770,-1470,-139,163,-456
18:50:11.849,>gest7_left,,,,,,,,,
18:50:11.849,,-314,-95,988,-1820,280,-2030,-142,171,-445
18:50:11.867,,-319,-100,990,-1890,-560,-2310,-136,171,-444
18:50:11.886,,-320,-102,1000,-1750,-1540,-2310,-147,165,-448
18:50:11.905,,-317,-107,1009,-1400,-2450,-2170,-132,165,-441
18:50:11.924,,-314,-104,1017,-840,-2730,-2100,-133,162,-444
18:50:11.943,,-310,-106,1015,-630,-2380,-2030,-141,165,-441
18:50:11.961,,-308,-109,1015,-770,-1400,-1750,-141,165,-441
18:50:11.980,,-310,-113,1012,-980,-560,-1260,-138,163,-447
18:50:11.999,,-311,-112,1010,-910,0,-700,-132,172,-433
18:50:12.018,,-313,-108,1008,-700,0,-280,-136,162,-438
18:50:12.037,,-314,-103,1006,-560,-350,0,-136,169,-439
18:50:12.055,,-313,-96,1004,-210,-700,70,-136,168,-441
18:50:12.074,,-309,-90,1005,70,-840,0,-139,165,-439
18:50:12.093,,-307,-87,1006,70,-770,-350,-139,165,-442
18:50:12.112,,-308,-86,1004,-70,-840,-1050,-138,169,-445
18:50:12.130,,-305,-85,1002,70,-1190,-1750,-138,171,-447
18:50:12.149,,-302,-85,1001,490,-1750,-2380,-135,169,-442
18:50:12.168,,-299,-87,1002,630,-2100,-3150,-130,166,-448
18:50:12.187,,-297,-86,1004,700,-2380,-3850,-141,169,-444
18:50:12.206,,-297,-87,1005,700,-2450,-4200,-129,175,-448
18:50:12.224,,-300,-86,1008,840,-2450,-4480,-136,169,-444
18:50:12.243,,-301,-89,1004,840,-2800,-4970,-145,168,-441
18:50:12.262,,-304,-88,999,770,-3150,-5600,-145,172,-447
18:50:12.281,,-308,-92,999,420,-3640,-6020,-136,163,-441
18:50:12.300,,-311,-99,994,-70,-4200,-6580,-142,172,-447
18:50:12.318,,-322,-114,994,-560,-4690,-6930,-142,171,-445
18:50:12.337,,-351,-139,988,-1540,-5250,-7140,-147,171,-442
18:50:12.356,,-407,-190,981,-3220,-5810,-6930,-147,160,-448
18:50:12.375,,-465,-257,991,-5180,-6580,-5950,-142,160,-441
18:50:12.394,,-489,-357,988,-7350,-7000,-3080,-144,165,-444
18:50:12.412,,-494,-470,976,-10640,-5880,3080,-136,156,-444
18:50:12.431,,-477,-586,978,-15610,-4060,14910,-136,169,-448
18:50:12.450,,-454,-716,923,-21070,-3500,32410,-127,162,-453
18:50:12.469,,-433,-835,855,-22120,-5740,54740,-123,156,-448
18:50:12.488,,-397,-898,826,-19320,-11830,81620,-115,160,-445
18:50:12.506,,-337,-906,817,-14490,-21630,112910,-99,142,-442
18:50:12.525,,-279,-883,832,-15190,-32340,146090,-84,123,-439
18:50:12.544,,-192,-842,888,-21070,-43120,179550,-72,112,-442
18:50:12.563,,-98,-796,910,-19740,-52290,212800,-52,106,-433
18:50:12.581,,0,-654,938,-2800,-58450,244090,-22,85,-430
18:50:12.600,,109,-385,1043,15400,-62020,270550,-9,72,-426
18:50:12.619,,239,-126,1098,20650,-64190,290150,21,61,-420
18:50:12.638,,334,39,1050,13790,-62160,299950,46,61,-412
18:50:12.657,,444,146,1014,2940,-59010,298130,75,55,-411
18:50:12.675,,544,316,1069,-2450,-51380,283080,93,57,-406
18:50:12.694,,606,501,1111,-5880,-38430,257530,121,60,-406
18:50:12.713,,620,682,1150,-14560,-23660,223580,142,64,-397
18:50:12.732,,589,742,1208,-24710,-12390,183680,162,63,-403
18:50:12.751,,508,694,1215,-28560,-4900,139160,175,64,-403
18:50:12.769,,389,574,1158,-22680,-980,93450,192,79,-397
18:50:12.788,,272,487,1131,-5740,-350,55090,199,70,-396
18:50:12.807,,158,371,1087,8330,-140,26180,204,67,-394
18:50:12.826,,83,240,1042,9170,-210,5670,199,76,-394
18:50:12.844,,13,108,1033,2520,1120,-5740,193,78,-408
18:50:12.863,,-30,-18,1029,-4480,2030,-11340,189,69,-397
18:50:12.882,,-36,-75,1045,-3990,1680,-14070,186,82,-394
18:50:12.901,,-48,-44,1036,1540,1400,-15120,186,73,-400
18:50:12.920,,-70,20,1019,4410,1120,-15120,186,72,-393
18:50:12.938,,-61,78,1035,2590,560,-15260,186,66,-397
18:50:12.957,,-16,144,1102,1820,70,-16870,186,66,-397
18:50:12.976,,55,240,1167,4270,700,-21910,184,72,-402
18:50:12.995,,170,341,1203,8750,2310,-32760,180,70,-402
18:50:13.014,,293,426,1207,13300,6930,-49910,184,72,-403
18:50:13.032,,356,504,1171,13440,16590,-74760,165,61,-397
18:50:13.051,,314,525,1126,6650,30240,-105210,159,61,-403
18:50:13.070,,227,428,1090,-140,40880,-137550,144,67,-411
18:50:13.089,,187,281,1103,6090,43330,-167440,132,63,-405
18:50:13.108,,188,180,1121,25340,39970,-192500,114,67,-411
18:50:13.126,,141,123,1074,40950,37170,-212030,88,69,-417
18:50:13.145,,104,65,1039,43820,35210,-222950,61,69,-415
18:50:13.164,,68,-9,1026,33250,36890,-225260,37,70,-424
18:50:13.183,,-40,-106,983,14770,42070,-222040,6,81,-432
18:50:13.201,,-116,-233,981,-560,44030,-214900,-7,94,-433
