00:14:23.734,,-218,37,1010,-840,2170,210
00:14:23.753,,-222,34,1011,-1050,2100,-140
00:14:23.772,,-226,33,1008,-630,1750,-70
00:14:23.791,,-222,35,1003,-280,1050,350
00:14:23.810,,-215,34,996,-630,630,350
00:14:23.829,,-213,36,996,-910,910,0
00:14:23.848,,-217,33,997,-1120,1470,-350
00:14:23.867,,-221,32,995,-980,1680,-420
00:14:23.886,,-222,34,992,-560,1540,-350
00:14:23.904,,-213,41,991,-630,1470,-490
00:14:23.923,,-216,42,993,-1260,1750,-770
00:14:23.942,,-221,35,993,-1820,2170,-770
00:14:23.961,,-219,35,992,-1190,2310,-420
00:14:23.980,,-216,42,993,-630,2450,-70
00:14:23.999,,-214,44,995,-910,2800,-140
00:14:24.018,,-221,42,1000,-1330,3080,-350
00:14:24.037,,-224,38,1002,-1470,3010,-210
00:14:24.056,,-221,38,1001,-1400,2520,0
00:14:24.074,,-213,38,999,-1120,2170,0
00:14:24.093,,-211,43,1002,-700,2590,-140
00:14:24.112,,-219,39,1004,-980,2940,0
00:14:24.131,,-225,33,1002,-980,2660,560
00:14:24.150,,-219,33,997,-700,1960,980
00:14:24.169,,-212,32,991,-630,1750,560
00:14:24.188,,-214,34,989,-490,2100,-140
00:14:24.207,,-221,33,988,-1050,2730,-560
00:14:24.226,,-223,31,990,-1610,3150,-560
00:14:24.244,,-215,35,997,-1680,3430,-700
00:14:24.263,,-219,37,1006,-1540,3570,-1120
00:14:24.282,,-224,40,1011,-1400,3290,-1260
00:14:24.301,,-225,42,1010,-1330,2520,-910
00:14:24.320,,-222,40,1005,-1610,1680,-280
00:14:24.339,,-215,38,1003,-1750,1400,70
00:14:24.358,,-221,33,1001,-1610,1750,70
00:14:24.377,,-223,32,1002,-1120,2310,70
00:14:24.396,,-225,31,1001,-840,2310,70
00:14:24.414,,-216,33,1001,-1120,2170,-140
00:14:24.433,,-220,30,999,-1260,2030,-700
00:14:24.452,,-222,32,997,-700,2030,-980
00:14:24.471,,-220,38,994,-630,2030,-910
00:14:24.490,,-220,35,994,-1470,2100,-840
00:14:24.509,,-219,34,996,-1540,2310,-910
00:14:24.528,,-223,37,998,-1050,2520,-1050
00:14:24.547,,-221,37,998,-840,2660,-980
00:14:24.566,,-218,38,1001,-770,2730,-840
00:14:24.584,,-219,40,1006,-490,2870,-700
00:14:24.603,,-228,41,1008,-560,2730,-490
00:14:24.622,,-233,33,1003,-1190,1960,-210
00:14:24.641,,-228,29,994,-1050,1120,-70
00:14:24.660,,-214,36,989,-490,1260,-350
00:14:24.679,,-215,39,992,-840,2240,-910
00:14:24.698,,-224,34,994,-1540,2940,-1190
00:14:24.717,,-228,34,992,-1190,2800,-1190
00:14:24.736,,-222,40,990,-420,2240,-840
00:14:24.754,,-216,44,991,-770,2380,-560
00:14:24.773,,-221,40,996,-1680,3150,-560
00:14:24.792,,-228,37,1004,-1680,3710,-700
00:14:24.811,,-232,39,1006,-1050,3430,-630
00:14:24.830,,-225,42,1002,-770,2450,-280
00:14:24.862,,-217,42,1003,-700,2660,-210
00:14:24.868,,-217,42,1003,-700,2660,-210
00:14:24.887,,-227,40,1008,-840,3080,70
00:14:24.906,,-230,34,1010,-980,2800,560
00:14:24.925,,-225,32,1007,-700,1960,840
00:14:24.943,,-219,36,1006,-420,1400,560
00:14:24.962,,-226,34,1002,-1050,1330,70
00:14:24.981,,-232,25,997,-1610,1190,-210
00:14:25.000,,-221,29,991,-1190,910,-350
00:14:25.019,,-209,32,987,-910,1120,-700
00:14:25.038,,-214,31,985,-840,1750,-1050
00:14:25.057,,-225,32,984,-560,2450,-1050
00:14:25.076,,-226,35,984,-490,2730,-980
00:14:25.095,,-221,37,986,-1050,2730,-980
00:14:25.113,,-218,37,990,-1610,2940,-1260
00:14:25.132,,-227,39,997,-1470,3290,-1610
00:14:25.151,,-230,43,1002,-1120,3360,-1540
00:14:25.170,,-233,42,1000,-1470,2870,-840
00:14:25.189,,-228,36,997,-1960,2310,-140
00:14:25.208,,-220,36,998,-1680,2380,-70
00:14:25.227,,-225,38,1004,-1120,3080,-490
00:14:25.246,,-234,38,1007,-980,3500,-560
00:14:25.265,,-233,39,1010,-1120,2310,-140
00:14:25.283,,-225,42,1011,-1190,1750,-140
00:14:25.302,,-226,39,1008,-1330,1540,-70
00:14:25.321,,-229,37,1004,-1190,1400,140
00:14:25.340,,-226,37,999,-980,1120,420
00:14:25.359,,-220,34,996,-770,980,490
00:14:25.378,,-219,34,993,-420,1400,350
00:14:25.397,,-223,33,994,-420,1820,280
00:14:25.416,,-223,29,994,-770,1960,420
00:14:25.435,,-221,28,996,-700,1960,350
00:14:25.454,,-224,28,996,-630,1750,-70
00:14:25.472,,-226,27,993,-980,1540,-560
00:14:25.491,,-222,27,991,-1050,1540,-980
00:14:25.510,,-220,33,994,-770,2030,-1470
00:14:25.529,,-224,37,996,-1050,2520,-1820
00:14:25.548,,-227,39,999,-1400,2590,-1960
00:14:25.567,,-226,40,997,-1330,2310,-1750
00:14:25.586,,-222,47,1000,-840,2030,-1400
00:14:25.605,,-223,51,1002,-980,2170,-1050
00:14:25.624,,-228,45,1001,-1260,2170,-560
00:14:25.642,,-228,43,995,-910,1820,210
00:14:25.661,,-220,42,990,-840,1400,840
00:14:25.680,,-214,39,990,-1190,1750,1050
00:14:25.699,,-221,33,996,-1260,2730,840
00:14:25.718,,-227,32,1001,-560,3360,560
00:14:25.737,,-229,35,1002,-210,3010,560
00:14:25.756,,-226,32,998,-910,2030,630
00:14:25.775,,-220,28,994,-1470,1610,420
00:14:25.794,,-220,29,995,-1190,1960,-140
00:14:25.813,,-224,32,997,-770,2590,-630
00:14:25.831,,-229,32,998,-770,2730,-770
00:14:25.850,,-223,34,996,-840,2520,-700
00:14:25.869,,-220,38,996,-840,2520,-840
00:14:25.888,,-223,39,998,-980,2730,-1050
