epoch,loss,acc,val_loss,val_acc,test_loss,test_acc
0,3.1864612102508545,0.09677419066429138,2.0619170665740967,0.5,2.126174211502075,0.5
1,1.1409879922866821,0.6774193644523621,2.2377238273620605,0.5,2.2283999919891357,0.5
2,0.445928156375885,0.8709677457809448,2.3516788482666016,0.5,2.5100080966949463,0.5
3,0.10922013968229294,1.0,2.6018881797790527,0.375,2.678846597671509,0.5
4,0.12534262239933014,0.9677419066429138,2.761509895324707,0.375,2.6939549446105957,0.5
5,0.030341647565364838,1.0,2.8583567142486572,0.375,2.639193058013916,0.5
6,0.030421042814850807,1.0,2.8692610263824463,0.375,2.5495851039886475,0.5
7,0.020951056852936745,1.0,2.8366572856903076,0.375,2.414000988006592,0.5
8,0.012816840782761574,1.0,2.774040699005127,0.5,2.2574057579040527,0.5
9,0.012857295572757721,1.0,2.745891571044922,0.5,2.140502452850342,0.5
10,0.01845398172736168,1.0,2.721194267272949,0.5,2.0237276554107666,0.5
11,0.020041484385728836,1.0,2.6984331607818604,0.5,1.8880863189697266,0.5
12,0.006966788787394762,1.0,2.6779448986053467,0.5,1.7865711450576782,0.5
13,0.004887007642537355,1.0,2.6634645462036133,0.5,1.6986515522003174,0.5
14,0.007198830600827932,1.0,2.66984486579895,0.5,1.64421808719635,0.6000000238418579
15,0.0031813413370400667,1.0,2.6859145164489746,0.5,1.6093242168426514,0.6000000238418579
16,0.003141244640573859,1.0,2.690690517425537,0.5,1.5830869674682617,0.6000000238418579
17,0.00727122975513339,1.0,2.69838809967041,0.5,1.5780423879623413,0.6000000238418579
18,0.004598904401063919,1.0,2.699415445327759,0.5,1.5584875345230103,0.6000000238418579
19,0.001422375557012856,1.0,2.7026658058166504,0.5,1.5454386472702026,0.6000000238418579
20,0.0036963021848350763,1.0,2.6994681358337402,0.5,1.5300486087799072,0.6000000238418579
21,0.0021273386664688587,1.0,2.693570613861084,0.5,1.513816475868225,0.6000000238418579
22,0.0012325342977419496,1.0,2.6964573860168457,0.5,1.508865475654602,0.6000000238418579
23,0.0017725240904837847,1.0,2.6943325996398926,0.5,1.4985460042953491,0.6000000238418579
24,0.0005672795814462006,1.0,2.693040370941162,0.5,1.4879364967346191,0.6000000238418579
25,0.002288841875270009,1.0,2.695216178894043,0.5,1.4826252460479736,0.6000000238418579
26,0.0003991840349044651,1.0,2.689899444580078,0.5,1.473667025566101,0.6000000238418579
27,0.0015499904984608293,1.0,2.6825621128082275,0.5,1.4651217460632324,0.6000000238418579
28,0.0011471261968836188,1.0,2.6754631996154785,0.5,1.4558076858520508,0.6000000238418579
29,0.0008240731549449265,1.0,2.6646764278411865,0.5,1.4476211071014404,0.6000000238418579
30,0.0007951460429467261,1.0,2.660828113555908,0.5,1.4423595666885376,0.6000000238418579
31,0.002521954942494631,1.0,2.648519515991211,0.5,1.434908151626587,0.6000000238418579
32,0.0007424554787576199,1.0,2.640603542327881,0.5,1.4252126216888428,0.6000000238418579
33,0.000619246216956526,1.0,2.636913776397705,0.5,1.4219447374343872,0.6000000238418579
34,0.0009143365896306932,1.0,2.624901533126831,0.5,1.4109925031661987,0.6000000238418579
35,0.0004664404259528965,1.0,2.604210376739502,0.5,1.3936073780059814,0.6000000238418579
36,0.0006195063469931483,1.0,2.595414161682129,0.5,1.385034203529358,0.6000000238418579
37,0.00041168424650095403,1.0,2.5843505859375,0.5,1.3778051137924194,0.6000000238418579
38,0.0007237292593345046,1.0,2.570667266845703,0.5,1.3676221370697021,0.6000000238418579
39,0.0003559145552571863,1.0,2.5605556964874268,0.5,1.3598226308822632,0.6000000238418579
40,0.0005154579412192106,1.0,2.5463624000549316,0.5,1.34963858127594,0.6000000238418579
41,0.00048144106403924525,1.0,2.5339925289154053,0.5,1.3413933515548706,0.6000000238418579
42,0.0002556649560574442,1.0,2.5166006088256836,0.5,1.3336527347564697,0.6000000238418579
43,0.0004202071577310562,1.0,2.504061698913574,0.5,1.3282874822616577,0.6000000238418579
44,0.00023645942565053701,1.0,2.4886951446533203,0.5,1.3196556568145752,0.6000000238418579
45,0.0002502519346307963,1.0,2.473508358001709,0.5,1.3126146793365479,0.6000000238418579
46,0.0007850651745684445,1.0,2.45807147026062,0.5,1.3021886348724365,0.6000000238418579
47,0.00025040729087777436,1.0,2.4436583518981934,0.5,1.293450951576233,0.6000000238418579
48,0.0002825491246767342,1.0,2.43025541305542,0.5,1.2893378734588623,0.6000000238418579
49,0.00034009679802693427,1.0,2.417071580886841,0.5,1.2842389345169067,0.6000000238418579
