epoch,loss,acc,val_loss,val_acc,test_loss,test_acc
0,3.134655237197876,0.06451612710952759,4.4223432540893555,0.0,4.593110084533691,0.0
1,1.7756309509277344,0.4516128897666931,3.8952407836914062,0.0,4.079664707183838,0.0
2,0.8850848078727722,0.6774193644523621,2.683109998703003,0.25,3.1635897159576416,0.10000000149011612
3,0.38161778450012207,0.9032257795333862,2.513655662536621,0.25,3.163809299468994,0.10000000149011612
4,0.34446632862091064,0.9032257795333862,2.445413112640381,0.25,3.0623106956481934,0.10000000149011612
5,0.1755772978067398,0.9677419066429138,2.636005401611328,0.25,3.1325361728668213,0.10000000149011612
6,0.15929171442985535,0.9677419066429138,2.739621877670288,0.25,3.0950076580047607,0.10000000149011612
7,0.10482100397348404,0.9677419066429138,2.7769408226013184,0.25,2.9808292388916016,0.10000000149011612
8,0.04114513099193573,1.0,2.7437405586242676,0.25,2.8369076251983643,0.10000000149011612
9,0.05565895512700081,1.0,2.6466779708862305,0.375,2.5819947719573975,0.10000000149011612
10,0.02920476533472538,1.0,2.522827625274658,0.375,2.289518356323242,0.20000000298023224
11,0.03296944126486778,1.0,2.4107871055603027,0.375,2.0489654541015625,0.30000001192092896
12,0.017162403091788292,1.0,2.3026156425476074,0.375,1.8262325525283813,0.4000000059604645
13,0.016791732981801033,1.0,2.211559772491455,0.5,1.6654266119003296,0.4000000059604645
14,0.022150883451104164,1.0,2.044729232788086,0.5,1.4231884479522705,0.5
15,0.008791955187916756,1.0,1.9115465879440308,0.5,1.2458961009979248,0.5
16,0.012656508013606071,1.0,1.7991282939910889,0.625,1.09604811668396,0.6000000238418579
17,0.022922880947589874,1.0,1.7352616786956787,0.625,1.0218055248260498,0.6000000238418579
18,0.012928370386362076,1.0,1.70528244972229,0.625,0.988024115562439,0.6000000238418579
19,0.0069649191573262215,1.0,1.6743736267089844,0.625,0.9664605855941772,0.6000000238418579
20,0.006388017442077398,1.0,1.6565674543380737,0.625,0.9543583989143372,0.6000000238418579
21,0.016206318512558937,1.0,1.6611237525939941,0.625,0.9498611688613892,0.6000000238418579
22,0.0045268479734659195,1.0,1.6589398384094238,0.625,0.9463642835617065,0.6000000238418579
23,0.0061708311550319195,1.0,1.6690614223480225,0.625,0.9471877813339233,0.6000000238418579
24,0.005690698511898518,1.0,1.683461308479309,0.625,0.9483852386474609,0.6000000238418579
25,0.0058525968343019485,1.0,1.6870448589324951,0.625,0.949914276599884,0.6000000238418579
26,0.0068014999851584435,1.0,1.6936503648757935,0.625,0.9549943208694458,0.6000000238418579
27,0.010110925883054733,1.0,1.7136189937591553,0.625,0.9551146626472473,0.6000000238418579
28,0.0058450838550925255,1.0,1.7282487154006958,0.625,0.953953742980957,0.6000000238418579
29,0.00590273505076766,1.0,1.7412219047546387,0.625,0.9538921117782593,0.6000000238418579
30,0.003099401481449604,1.0,1.7499566078186035,0.625,0.9529927372932434,0.6000000238418579
31,0.0060012079775333405,1.0,1.7564246654510498,0.625,0.948938250541687,0.6000000238418579
32,0.0024729131255298853,1.0,1.7519404888153076,0.625,0.9437511563301086,0.6000000238418579
33,0.0045114606618881226,1.0,1.7475049495697021,0.625,0.9357172846794128,0.6000000238418579
34,0.0031591984443366528,1.0,1.7441370487213135,0.625,0.930841326713562,0.6000000238418579
35,0.0027489166241139174,1.0,1.7345528602600098,0.625,0.9233258962631226,0.6000000238418579
36,0.0018424582667648792,1.0,1.7260503768920898,0.625,0.9181333780288696,0.6000000238418579
37,0.0013747354969382286,1.0,1.7134498357772827,0.625,0.9105365872383118,0.6000000238418579
38,0.001478207646869123,1.0,1.6969361305236816,0.625,0.9023411870002747,0.6000000238418579
39,0.0015323711559176445,1.0,1.681894302368164,0.625,0.8944962620735168,0.6000000238418579
40,0.0041272914968431,1.0,1.6637473106384277,0.625,0.8847318887710571,0.6000000238418579
41,0.0013869082322344184,1.0,1.6420938968658447,0.625,0.8741477131843567,0.6000000238418579
42,0.0013552827294915915,1.0,1.621602177619934,0.625,0.8622633218765259,0.6000000238418579
43,0.001434133155271411,1.0,1.5984139442443848,0.625,0.8498371839523315,0.6000000238418579
44,0.0011643754551187158,1.0,1.576738953590393,0.625,0.8414435386657715,0.6000000238418579
45,0.0015045846812427044,1.0,1.553833246231079,0.625,0.8299716114997864,0.6000000238418579
46,0.001532808062620461,1.0,1.528507113456726,0.625,0.8182425498962402,0.6000000238418579
47,0.0024069328792393208,1.0,1.5022711753845215,0.625,0.8080193400382996,0.6000000238418579
48,0.003320825519040227,1.0,1.4792946577072144,0.625,0.8051930665969849,0.6000000238418579
49,0.001370087033137679,1.0,1.4567779302597046,0.625,0.8016480207443237,0.6000000238418579
