epoch,loss,acc,val_loss,val_acc,test_loss,test_acc
0,3.552302360534668,0.09677419066429138,2.417731523513794,0.25,2.4340224266052246,0.4000000059604645
1,0.7250389456748962,0.7096773982048035,1.7235618829727173,0.375,1.9806770086288452,0.6000000238418579
2,0.25425174832344055,0.9677419066429138,1.5287573337554932,0.625,1.9416749477386475,0.4000000059604645
3,0.10897796601057053,0.9677419066429138,1.6189610958099365,0.5,2.343186616897583,0.4000000059604645
4,0.014305920340120792,1.0,1.6993483304977417,0.5,2.8551268577575684,0.20000000298023224
5,0.015615674667060375,1.0,1.7816157341003418,0.5,3.2761459350585938,0.30000001192092896
6,0.007181889843195677,1.0,1.8485585451126099,0.5,3.6095950603485107,0.30000001192092896
7,0.025379814207553864,1.0,1.9957152605056763,0.5,3.7743449211120605,0.30000001192092896
8,0.01043003425002098,1.0,2.0208935737609863,0.5,3.860262393951416,0.30000001192092896
9,0.019754718989133835,1.0,1.8396518230438232,0.5,3.7450625896453857,0.30000001192092896
10,0.015706317499279976,1.0,1.7109153270721436,0.5,3.639559507369995,0.30000001192092896
11,0.0023404895327985287,1.0,1.5950868129730225,0.5,3.542792558670044,0.30000001192092896
12,0.010258064605295658,1.0,1.4589420557022095,0.5,3.452730894088745,0.30000001192092896
13,0.025591662153601646,0.9677419066429138,1.3576606512069702,0.5,3.231571912765503,0.4000000059604645
14,0.0018250674474984407,1.0,1.261462926864624,0.5,3.041208028793335,0.5
15,0.002685614163056016,1.0,1.1944847106933594,0.5,2.909879684448242,0.5
16,0.001312939915806055,1.0,1.1289865970611572,0.625,2.7846853733062744,0.5
17,0.0027925230097025633,1.0,1.0602364540100098,0.625,2.6614270210266113,0.5
18,0.0033550166990607977,1.0,1.0102719068527222,0.625,2.546114683151245,0.5
19,0.0022498387843370438,1.0,0.9689479470252991,0.625,2.4462485313415527,0.5
20,0.0023238491266965866,1.0,0.9323633909225464,0.625,2.3457870483398438,0.5
21,0.0053412336856126785,1.0,0.9057223796844482,0.75,2.28644061088562,0.5
22,0.0009296662174165249,1.0,0.8734570741653442,0.75,2.209122896194458,0.5
23,0.0022459460888057947,1.0,0.8161896467208862,0.75,2.101047992706299,0.6000000238418579
24,0.00041297150892205536,1.0,0.7685465216636658,0.75,2.003659248352051,0.6000000238418579
25,0.000823317386675626,1.0,0.7302044630050659,0.75,1.9021027088165283,0.6000000238418579
26,0.0013377354480326176,1.0,0.6928277611732483,0.875,1.8078809976577759,0.6000000238418579
27,0.0011921488912776113,1.0,0.6615956425666809,0.875,1.7195158004760742,0.6000000238418579
28,0.0005567724001593888,1.0,0.6362203359603882,0.875,1.6408443450927734,0.6000000238418579
29,0.002831743098795414,1.0,0.6018987894058228,0.875,1.5278451442718506,0.6000000238418579
30,0.0006366639281623065,1.0,0.570260763168335,0.875,1.4300525188446045,0.6000000238418579
31,0.0004994049668312073,1.0,0.5390525460243225,0.875,1.3382848501205444,0.699999988079071
32,0.0003298817318864167,1.0,0.5103583335876465,0.875,1.2557400465011597,0.699999988079071
33,0.005600836593657732,1.0,0.4005153179168701,0.875,1.1449018716812134,0.699999988079071
34,0.0010623564012348652,1.0,0.2983688414096832,0.875,1.0546938180923462,0.699999988079071
35,0.0004075765027664602,1.0,0.2181752473115921,0.875,0.9759477376937866,0.699999988079071
36,0.0003820205747615546,1.0,0.15933388471603394,1.0,0.9103018641471863,0.800000011920929
37,0.0002733884903136641,1.0,0.12356705218553543,1.0,0.8524976968765259,0.800000011920929
38,0.00015669592539779842,1.0,0.1037735641002655,1.0,0.799986720085144,0.8999999761581421
39,0.00022628242732025683,1.0,0.09368313103914261,1.0,0.7587569952011108,0.8999999761581421
40,0.0003971407131757587,1.0,0.0889095664024353,1.0,0.7210146188735962,0.8999999761581421
41,0.00028685611323453486,1.0,0.08775896579027176,1.0,0.6906548738479614,0.8999999761581421
42,0.00041845813393592834,1.0,0.08816847205162048,1.0,0.6618213653564453,0.8999999761581421
43,0.00043563495273701847,1.0,0.08887870609760284,1.0,0.6377461552619934,0.8999999761581421
44,0.0006360437255352736,1.0,0.0920151025056839,1.0,0.6217684149742126,0.8999999761581421
45,0.0002619083970785141,1.0,0.09483814239501953,1.0,0.6052101254463196,0.8999999761581421
46,0.00023814522137399763,1.0,0.09768703579902649,1.0,0.5906702280044556,0.8999999761581421
47,0.00065335922408849,1.0,0.10063286870718002,1.0,0.5783171653747559,0.8999999761581421
48,0.000200165988644585,1.0,0.10329943895339966,1.0,0.5664976835250854,0.8999999761581421
49,0.0020946389995515347,1.0,0.10509295016527176,1.0,0.5557849407196045,0.8999999761581421
