Sensors' Acquisition [Hz]: Acc@52.0 Gyro@52.0 Mag@52.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ, GyroX [mdps], GyroY, GyroZ, MagX [mgauss], MagY, MagZ
13:20:11.387,,-9,-29,1061,-840,-1190,-350,381,22,-124
13:20:11.406,,-7,-25,1058,-490,-1190,-280,385,16,-123
13:20:11.425,,-10,-27,1058,-630,-1050,-280,379,18,-129
13:20:11.444,,-9,-29,1054,-560,-1120,-420,369,12,-123
13:20:11.462,,-11,-26,1053,-140,-1400,-560,366,18,-126
13:20:11.481,,-8,-27,1051,140,-1890,-770,379,19,-120
13:20:11.500,,-4,-24,1051,350,-1890,-980,378,19,-117
13:20:11.519,,-3,-26,1055,-140,-1680,-1120,385,22,-121
13:20:11.538,,-5,-33,1055,-490,-1610,-1190,376,22,-120
13:20:11.556,,-5,-29,1057,350,-1820,-1330,379,16,-115
13:20:11.575,,-5,-20,1054,560,-1890,-1330,387,22,-124
13:20:11.594,,-5,-22,1054,0,-1820,-1330,376,19,-124
13:20:11.613,,-7,-21,1059,-280,-1400,-1400,376,22,-121
13:20:11.632,,-7,-27,1060,-140,-1540,-1470,378,15,-130
13:20:11.650,,-8,-27,1060,560,-1680,-1610,379,15,-117
13:20:11.669,,-8,-30,1060,560,-1960,-1470,378,12,-124
13:20:11.688,,-6,-37,1060,490,-1820,-1120,379,19,-121
13:20:11.707,,-5,-38,1061,630,-1470,-630,381,19,-127
13:20:11.726,,-6,-39,1061,350,-910,-70,378,16,-129
13:20:11.744,,-7,-42,1059,-140,-350,490,376,19,-129
13:20:11.763,,-9,-37,1054,-140,140,840,373,18,-121
13:20:11.782,,-12,-35,1049,-210,280,1120,375,13,-118
13:20:11.801,,-12,-32,1047,0,70,1330,379,12,-121
13:20:11.819,,-9,-23,1043,420,-140,1260,376,12,-129
13:20:11.838,,-10,-21,1038,-280,-70,1260,379,18,-126
13:20:11.857,,-10,-32,1037,-1470,-140,1260,381,13,-118
13:20:11.876,,-9,-38,1040,-1680,-560,1400,382,16,-130
13:20:11.895,,-9,-40,1037,-1540,-1330,1750,376,16,-126
13:20:11.913,,-7,-38,1037,-1470,-2030,2030,372,22,-123
13:20:11.932,,-5,-37,1038,-1960,-2450,2310,376,21,-121
13:20:11.951,,-7,-35,1040,-2660,-2590,2800,379,21,-130
13:20:11.970,,-9,-36,1042,-3220,-2660,3010,373,21,-126
13:20:11.989,,-12,-38,1044,-3010,-3010,3220,379,22,-123
13:20:12.007,,-12,-37,1050,-2450,-3780,3290,379,18,-115
13:20:12.026,,-10,-32,1057,-1400,-4620,3220,379,18,-115
13:20:12.045,,-4,-23,1071,-630,-5110,2940,381,19,-118
13:20:12.064,,2,-15,1077,-770,-4900,2450,381,24,-130
13:20:12.083,,10,-15,1085,-770,-4200,1960,378,18,-124
13:20:12.101,,15,-14,1090,-280,-2870,1400,384,22,-124
13:20:12.120,,16,-11,1087,140,-1470,910,376,21,-124
13:20:12.139,,14,-12,1079,-70,-210,630,381,25,-121
13:20:12.158,,9,-16,1069,-280,630,350,381,24,-126
13:20:12.177,,5,-18,1060,210,770,0,384,25,-121
13:20:12.195,,3,-18,1053,980,560,-280,379,25,-121
13:20:12.214,,2,-22,1048,1050,0,-560,372,25,-118
13:20:12.233,,2,-31,1051,1190,-560,-630,372,27,-120
13:20:12.252,,5,-31,1053,1820,-1190,-770,390,24,-117
13:20:12.271,,7,-29,1051,1610,-1190,-770,379,25,-130
13:20:12.289,,5,-35,1049,560,-700,-560,381,21,-123
13:20:12.308,,2,-40,1050,490,-350,-280,378,22,-123
13:20:12.327,,-3,-33,1047,770,-140,-140,381,18,-129
13:20:12.346,,-5,-32,1044,210,-210,140,379,25,-121
13:20:12.365,,-4,-35,1044,-210,-560,210,378,21,-120
13:20:12.383,,-2,-31,1045,140,-980,140,376,21,-123
13:20:12.402,,1,-31,1049,560,-1260,-140,373,22,-127
13:20:12.421,,2,-30,1050,560,-1190,-350,376,18,-126
13:20:12.440,,0,-30,1052,-210,-840,-140,385,21,-124
13:20:12.459,,0,-34,1052,-910,-700,210,378,24,-123
13:20:12.477,,3,-28,1053,-560,-840,490,379,27,-130
13:20:12.496,,0,-23,1051,-280,-910,490,381,19,-127
13:20:12.515,,0,-22,1052,-280,-770,140,379,21,-118
13:20:12.534,,0,-22,1050,-490,-630,-210,376,24,-127
13:20:12.553,,-2,-28,1050,-980,-700,-280,382,24,-124
13:20:12.571,,-3,-32,1049,-1120,-1260,-70,372,15,-118
13:20:12.590,,0,-32,1049,-560,-1890,280,373,25,-129
13:20:12.609,,2,-28,1055,140,-2450,420,378,21,-118
13:20:12.628,,5,-25,1057,210,-2450,350,384,22,-124
13:20:12.647,,7,-26,1058,-350,-2030,350,378,21,-120
13:20:12.665,,8,-31,1057,-910,-1470,350,370,16,-123
13:20:12.684,,8,-33,1053,-980,-1050,350,378,36,-123
13:20:12.703,,6,-33,1053,-910,-840,560,378,22,-124
13:20:12.722,,5,-33,1052,-560,-980,770,385,22,-129
13:20:12.741,,6,-23,1050,-140,-1190,630,376,22,-121
13:20:12.759,,7,-22,1050,-490,-1190,560,378,28,-124
13:20:12.778,,8,-29,1054,-700,-1120,420,370,31,-121
13:20:12.797,,7,-26,1054,-560,-980,350,375,27,-123
13:20:12.816,,7,-27,1055,-770,-910,350,379,27,-129
13:20:12.835,,5,-31,1055,-770,-910,490,378,21,-124
13:20:12.853,,5,-31,1055,-210,-980,490,381,22,-117
13:20:12.872,,5,-29,1059,140,-910,560,384,30,-124
13:20:12.891,,3,-26,1057,-280,-840,630,382,21,-121
13:20:12.910,,2,-29,1059,-700,-770,700,376,19,-130
13:20:12.929,,2,-27,1058,-280,-770,630,372,25,-124
13:20:12.947,,4,-25,1057,70,-560,560,373,22,-126
13:20:12.966,,4,-24,1060,-140,-350,630,373,30,-130
13:20:12.985,,1,-29,1059,-560,-210,630,375,27,-121
13:20:13.004,,2,-27,1059,-350,-140,770,381,27,-129
13:20:13.023,,3,-26,1057,-560,140,1050,370,19,-121
13:20:13.041,,4,-31,1052,-770,350,1050,370,19,-121
13:20:13.060,,2,-32,1050,-140,490,910,378,19,-126
13:20:13.079,,0,-31,1043,210,560,770,378,25,-127
13:20:13.098,,0,-32,1041,-140,280,840,369,25,-126
13:20:13.117,,0,-33,1042,-560,-140,1050,373,25,-124
13:20:13.135,,3,-30,1040,-700,-630,980,376,27,-121
13:20:13.154,,3,-27,1038,-700,-980,700,379,27,-123
13:20:13.173,,3,-25,1039,-770,-1260,350,378,28,-129
13:20:13.192,,3,-25,1039,-770,-1260,350,379,28,-123
13:20:13.211,,4,-23,1038,-1120,-1540,70,385,30,-127
13:20:13.229,,6,-21,1040,-1540,-1750,-140,387,27,-126
13:20:13.248,,4,-19,1044,-2030,-1890,-280,375,22,-115
13:20:13.267,,4,-24,1047,-2310,-2240,-630,382,24,-124
13:20:13.286,,5,-23,1049,-1750,-2730,-1120,381,30,-133
13:20:13.305,,7,-25,1055,-1540,-3080,-1330,381,31,-121
13:20:13.323,,8,-32,1062,-1680,-3290,-1400,370,25,-127
13:20:13.342,,7,-32,1062,-1400,-3360,-1330,388,21,-120
13:20:13.361,,8,-32,1068,-910,-3360,-1330,379,31,-127
13:20:13.380,,11,-30,1070,-700,-3010,-1330,382,22,-126
13:20:13.398,,14,-33,1068,-980,-2310,-1260,378,22,-132
13:20:13.417,,16,-36,1067,-980,-1400,-1190,379,27,-126
13:20:13.436,,12,-37,1062,-1190,-630,-980,378,25,-121
13:20:13.455,,10,-40,1059,-1260,-350,-560,376,25,-120
13:20:13.474,,8,-35,1055,-840,-420,-280,381,22,-120
13:20:13.493,,10,-31,1051,-420,-700,-280,375,25,-126
13:20:13.511,,12,-30,1052,-140,-770,-420,378,24,-126
13:20:13.530,,11,-29,1049,-280,-700,-700,381,27,-120
13:20:13.549,,11,-33,1046,-840,-700,-840,382,25,-120
13:20:13.568,,12,-38,1048,-1190,-910,-770,373,22,-129
13:20:13.586,,13,-38,1048,-1120,-1050,-770,378,21,-126
13:20:13.605,,14,-37,1049,-1190,-1050,-770,378,19,-124
13:20:13.624,,12,-38,1053,-1470,-840,-490,381,19,-127
13:20:13.643,,9,-37,1054,-1610,-770,-420,369,18,-118
13:20:13.662,,7,-35,1056,-1680,-770,-420,378,22,-114
13:20:13.680,,7,-35,1056,-1610,-1050,-490,382,24,-117
13:20:13.699,,7,-33,1055,-1120,-1260,-700,382,27,-115
13:20:13.718,,9,-33,1057,-910,-1400,-910,379,24,-120
13:20:13.737,,11,-38,1059,-1050,-1190,-980,378,28,-123
13:20:13.756,,12,-39,1059,-1120,-910,-980,381,22,-120
13:20:13.774,,12,-40,1058,-1260,-630,-840,378,27,-123
13:20:13.793,,11,-40,1054,-1330,-490,-630,373,22,-123
13:20:13.812,,11,-36,1056,-1190,-560,-490,378,30,-121
13:20:13.831,,9,-35,1055,-980,-560,-490,376,27,-124
13:20:13.850,,7,-36,1056,-700,-700,-630,379,19,-121
13:20:13.868,,7,-37,1055,-420,-980,-770,373,25,-126
13:20:13.887,,9,-38,1056,-140,-1190,-910,370,25,-126
13:20:13.906,,10,-38,1056,-280,-980,-910,379,25,-124
13:20:13.925,,8,-41,1055,-420,-910,-770,373,25,-114
13:20:13.944,,10,-42,1057,-280,-980,-770,381,25,-118
13:20:13.962,,10,-40,1057,70,-1120,-630,370,27,-124
13:20:13.981,,10,-39,1059,140,-1050,-490,381,27,-121
13:20:14.000,,12,-39,1056,-70,-700,-350,388,21,-120
13:20:14.019,,14,-38,1054,-140,-280,-350,378,24,-112
13:20:14.038,,14,-38,1054,-420,210,-350,376,19,-118
13:20:14.056,,13,-43,1051,-840,490,-420,376,19,-118
13:20:14.075,,14,-41,1048,-770,420,-280,375,21,-121
13:20:14.094,,13,-39,1049,-630,210,-70,381,19,-121
13:20:14.113,,12,-41,1050,-770,-210,70,375,21,-123
13:20:14.132,,10,-39,1048,-350,-770,0,373,27,-121
13:20:14.150,,12,-36,1048,70,-1190,-70,373,21,-126
13:20:14.169,,13,-36,1050,70,-1330,-210,375,25,-124
13:20:14.188,,11,-37,1049,-70,-1260,-280,376,27,-115
13:20:14.207,,9,-38,1049,-350,-1260,-280,375,24,-123
13:20:14.226,,9,-41,1049,-560,-1260,-280,376,19,-117
13:20:14.244,,9,-41,1053,-630,-1260,-140,378,18,-117
13:20:14.263,,9,-43,1055,-980,-1120,0,396,25,-120
13:20:14.282,,6,-43,1056,-980,-910,210,375,21,-120
13:20:14.301,,6,-42,1057,-1050,-840,420,379,22,-124
13:20:14.320,,5,-44,1057,-1120,-910,700,384,19,-121
13:20:14.338,,8,-45,1062,-910,-980,840,376,30,-123
13:20:14.357,,9,-43,1061,-490,-840,980,375,25,-121
13:20:14.376,,14,-43,1061,-140,-560,1120,373,25,-117
13:20:14.393,>gest5_cross_left,,,,,,,,,
13:20:14.395,,14,-43,1059,-210,-70,1330,382,27,-121
13:20:14.414,,14,-45,1052,-630,280,1470,387,25,-124
13:20:14.432,,10,-49,1048,-1120,350,1750,384,31,-121
13:20:14.451,,9,-56,1046,-1120,0,2100,382,30,-115
13:20:14.470,,9,-56,1043,-700,-630,2450,375,30,-111
13:20:14.489,,11,-55,1041,-350,-1260,2800,376,24,-117
13:20:14.508,,10,-50,1040,-140,-1820,3220,379,21,-132
13:20:14.526,,9,-45,1037,-490,-2030,3360,382,27,-115
13:20:14.545,,7,-44,1032,-1190,-2450,3430,372,33,-117
13:20:14.564,,6,-44,1032,-1260,-3010,3500,375,28,-123
13:20:14.583,,9,-39,1031,-980,-3780,3360,381,27,-123
13:20:14.602,,14,-35,1039,-840,-4340,3080,382,24,-114
13:20:14.620,,16,-33,1044,-1400,-4620,2730,375,22,-123
13:20:14.639,,18,-37,1045,-1960,-4830,2450,388,28,-123
