Sensors' Acquisition [Hz]: Acc@52.0 Gyro@52.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ, GyroX [mdps], GyroY, GyroZ
00:01:04.018,,-91,195,997,-1820,1820,140
00:01:04.037,,-92,198,997,-1470,2030,70
00:01:04.056,,-96,202,997,-1540,2100,140
00:01:04.075,,-96,199,998,-1890,2100,350
00:01:04.094,,-94,196,999,-1960,2030,630
00:01:04.113,,-92,192,997,-1680,1820,770
00:01:04.132,,-92,191,995,-1330,1610,770
00:01:04.151,,-92,191,995,-1470,1610,420
00:01:04.169,,-92,195,995,-1330,1960,350
00:01:04.188,,-95,192,995,-1400,2240,490
00:01:04.207,,-92,187,994,-1400,2170,490
00:01:04.226,,-94,187,997,-1470,2030,280
00:01:04.245,,-91,185,993,-1400,2030,0
00:01:04.264,,-89,188,993,-840,2170,-70
00:01:04.283,,-90,190,996,-770,2380,-210
00:01:04.302,,-94,190,998,-1050,2590,-630
00:01:04.321,,-97,191,1002,-910,2660,-700
00:01:04.340,,-93,195,1001,-490,2380,-420
00:01:04.358,,-94,196,1003,-630,2240,-350
00:01:04.377,,-91,190,999,-1190,2100,-490
00:01:04.396,,-90,192,1000,-980,2170,-420
00:01:04.415,,-92,193,1002,-1050,2310,-350
00:01:04.434,,-94,191,1001,-1260,2170,-350
00:01:04.453,,-94,189,1000,-1050,1820,-280
00:01:04.472,,-95,193,1000,-560,1750,-280
00:01:04.491,,-93,196,997,-490,1750,-350
00:01:04.509,,-93,197,999,-1050,1750,-350
00:01:04.528,,-96,195,998,-1400,1820,-210
00:01:04.547,,-96,191,997,-1330,1820,-140
00:01:04.566,,-91,194,996,-840,1610,0
00:01:04.585,,-88,196,999,-910,1610,70
00:01:04.604,,-91,193,999,-1330,1680,-70
00:01:04.623,,-93,190,999,-1190,1610,-350
00:01:04.642,,-94,198,998,-210,1470,-420
00:01:04.661,,-93,203,998,-350,1400,-280
00:01:04.679,,-91,200,999,-1190,1680,-70
00:01:04.698,,-93,194,999,-1470,1890,280
00:01:04.717,,-92,189,999,-1470,1680,350
00:01:04.736,,-89,190,997,-1260,1470,0
00:01:04.755,,-88,194,995,-1050,1470,-140
00:01:04.774,,-92,196,996,-1190,1680,0
00:01:04.793,,-95,192,994,-1330,1750,140
00:01:04.812,,-91,194,995,-1120,1680,0
00:01:04.831,,-91,197,993,-1120,1890,-140
00:01:04.849,,-91,196,995,-1400,2100,70
00:01:04.868,,-87,188,992,-1400,2170,280
00:01:04.887,,-84,186,993,-1120,2240,350
00:01:04.906,,-86,190,997,-1120,2450,-140
00:01:04.925,,-93,194,995,-1680,2590,-560
00:01:04.944,,-96,192,998,-1610,2730,-350
00:01:04.963,,-92,193,999,-840,2660,70
00:01:04.982,,-91,192,998,-1050,2520,-70
00:01:05.001,,-89,187,1000,-1400,2380,-280
00:01:05.019,,-92,187,1000,-840,2310,-350
00:01:05.038,,-92,191,996,-630,2240,-420
00:01:05.057,,-91,193,995,-1120,2100,-490
00:01:05.076,,-89,191,994,-1330,2240,-490
00:01:05.095,,-89,191,996,-980,2660,-350
00:01:05.114,,-90,185,998,-770,2800,-560
00:01:05.133,,-93,193,999,-560,2730,-700
00:01:05.152,,-94,194,1003,-1400,2520,-630
00:01:05.170,,-93,188,1002,-1890,2310,-490
00:01:05.189,,-91,187,1002,-1120,2240,-210
00:01:05.208,,-90,189,998,-840,2170,-140
00:01:05.227,,-89,186,998,-1190,2030,-420
00:01:05.246,,-88,191,997,-1330,2170,-560
00:01:05.265,,-93,192,997,-1400,2310,-630
00:01:05.284,,-95,192,1000,-1330,2240,-490
00:01:05.303,,-93,191,1001,-1050,2170,-350
00:01:05.322,,-88,189,998,-980,2030,-350
00:01:05.340,,-88,191,999,-910,2030,-350
00:01:05.359,,-91,191,999,-1190,1890,-350
00:01:05.378,,-92,190,999,-1400,1680,-490
00:01:05.397,,-92,190,996,-840,1610,-490
00:01:05.416,,-91,192,994,-420,1680,-490
00:01:05.418,>gest2_circle_ccw,,,,,,
00:01:05.435,,-90,193,994,-490,2030,-420
00:01:05.454,,-92,193,997,-980,2240,-280
00:01:05.473,,-91,189,1000,-1330,2170,-350
00:01:05.492,,-87,188,1000,-1050,1890,-350
00:01:05.510,,-90,192,998,-560,1750,-350
00:01:05.529,,-89,192,997,-490,1680,-490
00:01:05.548,,-90,199,996,-560,1680,-210
00:01:05.567,,-91,197,997,-1190,1820,-70
00:01:05.586,,-93,189,995,-1330,1820,-70
00:01:05.605,,-88,196,997,-560,1750,0
00:01:05.624,,-87,199,1000,-630,1960,140
00:01:05.643,,-91,196,1000,-1330,1960,420
00:01:05.662,,-92,187,1001,-1820,1680,420
00:01:05.680,,-88,186,998,-1260,1470,350
00:01:05.699,,-86,189,998,-630,1680,140
00:01:05.718,,-86,193,997,-840,1890,0
00:01:05.737,,-90,192,1002,-1610,2030,-70
00:01:05.756,,-92,186,1003,-1890,1680,-140
00:01:05.775,,-90,188,1001,-840,1400,-70
00:01:05.794,,-88,195,996,-280,1120,-210
00:01:05.813,,-86,198,988,-700,1050,-280
00:01:05.832,,-84,193,985,-840,1330,-70
00:01:05.850,,-85,193,984,-420,1960,0
00:01:05.869,,-89,190,982,-420,2380,0
00:01:05.888,,-85,182,979,-140,2450,70
00:01:05.907,,-79,177,974,700,2870,0
00:01:05.926,,-78,178,977,1190,3710,-490
00:01:05.945,,-89,189,982,770,4690,-1260
00:01:05.964,,-97,192,993,-210,5250,-1190
00:01:05.983,,-100,185,1003,1330,4760,-420
00:01:06.002,,-90,178,1001,1820,4620,-700
00:01:06.020,,-82,170,998,490,5320,-1050
00:01:06.039,,-90,155,1001,-3080,7000,-1400
00:01:06.058,,-101,107,1010,-7560,8960,-2030
00:01:06.077,,-112,53,1024,-10710,11200,-3290
00:01:06.096,,-141,-34,1055,-13370,13790,-5180
00:01:06.115,,-163,-132,1097,-10500,14840,-7980
00:01:06.134,,-175,-187,1146,-140,15680,-14490
00:01:06.153,,-170,-165,1212,7490,14770,-24080
00:01:06.172,,-148,-150,1283,7560,10220,-37380
00:01:06.190,,-118,-68,1340,5670,3430,-51520
00:01:06.209,,-119,31,1384,560,-3570,-62090
00:01:06.228,,-143,162,1408,-5600,-11620,-68040
