Sensors' Acquisition [Hz]: Acc@52.0 Gyro@52.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ, GyroX [mdps], GyroY, GyroZ
00:03:26.167,,-49,130,1013,-980,2380,-70
00:03:26.186,,-44,125,1013,-1190,2170,0
00:03:26.204,,-44,126,1010,-1120,2380,-280
00:03:26.223,,-49,131,1011,-1260,2590,-420
00:03:26.242,,-49,126,1015,-1610,2380,-280
00:03:26.261,,-47,123,1013,-1260,2240,-140
00:03:26.280,,-44,125,1013,-980,2100,-420
00:03:26.299,,-46,128,1012,-980,2100,-910
00:03:26.318,,-47,126,1012,-980,2100,-980
00:03:26.337,,-49,129,1015,-560,2310,-700
00:03:26.356,,-49,129,1015,-700,2380,-560
00:03:26.374,,-44,127,1013,-1330,2380,-700
00:03:26.393,,-48,128,1014,-1260,2240,-700
00:03:26.412,,-48,131,1013,-1190,2100,-770
00:03:26.431,,-48,130,1013,-1330,2100,-700
00:03:26.450,,-51,129,1014,-770,1890,-420
00:03:26.469,,-52,129,1013,-490,1680,-350
00:03:26.488,,-47,123,1008,-490,1610,-420
00:03:26.507,,-42,123,1006,-280,1750,-560
00:03:26.525,,-42,127,1009,-350,2100,-700
00:03:26.544,,-46,129,1010,-910,2380,-910
00:03:26.563,,-51,131,1010,-1050,2240,-840
00:03:26.582,,-50,133,1011,-770,2100,-770
00:03:26.601,,-48,132,1010,-280,2100,-700
00:03:26.620,,-44,138,1010,280,2240,-420
00:03:26.639,,-47,135,1014,-560,2310,-350
00:03:26.658,,-51,124,1014,-1120,2100,-280
00:03:26.677,,-46,121,1011,-210,1680,-350
00:03:26.695,,-41,126,1011,630,1400,-630
00:03:26.714,,-43,135,1012,350,1540,-910
00:03:26.733,,-46,134,1011,-350,1680,-910
00:03:26.752,,-48,134,1012,-490,1750,-700
00:03:26.771,,-45,133,1012,-420,1750,-490
00:03:26.790,,-44,133,1013,-700,1750,-420
00:03:26.809,,-42,128,1013,-840,1750,-630
00:03:26.828,,-44,135,1011,-700,1750,-700
00:03:26.846,,-45,137,1011,-840,1820,-770
00:03:26.865,,-42,137,1007,-630,1960,-560
00:03:26.884,,-47,137,1008,-350,2030,-280
00:03:26.903,,-46,133,1007,-630,1890,-210
00:03:26.922,,-42,130,1003,-630,1960,-210
00:03:26.941,,-42,132,1007,-490,2240,-490
00:03:26.960,,-47,138,1009,-770,2520,-840
00:03:26.979,,-51,139,1009,-980,2590,-700
00:03:26.998,,-50,137,1010,-840,2310,-350
00:03:27.016,,-44,135,1008,-630,2240,-140
00:03:27.035,,-43,129,1008,-630,2310,-350
00:03:27.054,,-43,130,1009,-140,2450,-700
00:03:27.073,,-47,138,1008,-210,2520,-980
00:03:27.092,,-44,136,1008,-1260,2450,-910
00:03:27.111,,-41,135,1010,-980,2800,-630
00:03:27.130,,-43,138,1014,-700,3290,-560
00:03:27.149,,-48,142,1018,-980,3290,-770
00:03:27.167,,-49,141,1018,-1260,2660,-560
00:03:27.186,,-45,139,1019,-1400,2170,0
00:03:27.205,,-46,133,1015,-1330,1960,140
00:03:27.224,,-45,134,1011,-700,1820,0
00:03:27.243,,-48,140,1009,-280,1680,-140
00:03:27.262,,-49,144,1007,-840,1680,-70
00:03:27.281,,-47,135,1007,-1680,1890,280
00:03:27.300,,-43,130,1005,-1260,2030,700
00:03:27.319,,-44,126,1006,-840,2170,560
00:03:27.337,,-45,127,1004,-840,2240,0
00:03:27.356,,-48,132,1007,-1330,2450,-420
00:03:27.375,,-52,131,1008,-1610,2660,-420
00:03:27.394,,-52,129,1010,-1050,2730,-280
00:03:27.413,,-49,129,1010,-560,2590,-280
00:03:27.432,,-46,129,1012,-700,2520,-700
00:03:27.451,,-48,132,1013,-840,2450,-1050
00:03:27.470,,-53,133,1012,-910,2380,-1120
00:03:27.488,,-49,137,1012,-980,2310,-910
00:03:27.507,,-47,136,1013,-1260,2310,-770
00:03:27.526,,-47,130,1012,-1610,2520,-770
00:03:27.545,,-48,133,1014,-1750,2590,-770
00:03:27.564,,-49,132,1015,-1890,2380,-770
00:03:27.583,,-47,131,1014,-1820,2170,-840
00:03:27.602,,-43,130,1009,-1470,2100,-770
00:03:27.621,,-45,133,1008,-1400,2170,-770
00:03:27.639,,-48,134,1010,-1890,2240,-910
00:03:27.658,,-48,134,1011,-1890,2240,-770
00:03:27.677,,-47,139,1010,-1540,2100,-630
00:03:27.696,,-43,140,1011,-1820,1820,-350
00:03:27.715,,-45,135,1011,-1820,1960,-70
00:03:27.734,,-43,132,1009,-1400,2030,70
00:03:27.753,,-46,129,1011,-1050,2030,0
00:03:27.772,,-49,133,1012,-1050,1960,-140
00:03:27.791,,-50,134,1013,-1540,1750,70
00:03:27.809,,-47,128,1014,-1890,1400,350
00:03:27.828,,-44,125,1010,-1400,1400,280
00:03:27.847,,-47,124,1011,-700,1470,-70
00:03:27.866,,-49,135,1012,-630,1260,-350
00:03:27.885,,-55,133,1013,-1750,910,-350
00:03:27.904,,-48,126,1011,-1540,980,-140
00:03:27.923,,-43,124,1012,-490,1540,70
00:03:27.942,,-40,125,1013,-700,1680,-210
00:03:27.960,,-43,125,1015,-1960,1330,-840
00:03:27.979,,-43,124,1013,-2100,1120,-1120
00:03:27.998,,-49,131,1014,-1120,1050,-1050
00:03:28.017,,-51,131,1014,-910,1050,-700
00:03:28.036,,-47,117,1010,-1330,840,-630
00:03:28.055,,-44,114,1010,-1260,910,-980
00:03:28.074,,-44,123,1013,-840,1680,-1470
00:03:28.093,,-47,118,1016,-1890,2310,-1260
00:03:28.112,,-40,109,1014,-3290,2380,-1260
00:03:28.130,,-35,109,1015,-3430,2240,-2030
00:03:28.149,,-42,121,1016,-2450,2310,-3080
00:03:28.168,,-53,139,1015,-1680,2240,-3500
00:03:28.187,,-59,146,1013,-2100,1470,-3010
00:03:28.206,,-56,142,1008,-2380,420,-2520
00:03:28.225,,-43,145,1006,-1330,-140,-1960
00:03:28.244,,-37,147,1005,-420,0,-1540
00:03:28.263,,-38,141,1010,-770,280,-1120
00:03:28.281,,-38,127,1014,-1330,420,-630
00:03:28.300,,-36,119,1019,-1750,280,-420
00:03:28.319,,-36,113,1022,-1820,-210,-980
00:03:28.338,,-38,112,1023,-1190,-560,-1890
00:03:28.357,,-39,122,1024,-420,-630,-2240
00:03:28.376,,-37,131,1022,-1120,-980,-2240
00:03:28.395,,-29,129,1023,-2590,-1470,-2170
00:03:28.414,,-33,130,1021,-2590,-1470,-1890
00:03:28.416,>gest7_left,,,,,,
00:03:28.432,,-30,130,1017,-2170,-1470,-1610
00:03:28.451,,-34,131,1014,-2450,-1680,-1190
00:03:28.470,,-23,129,1007,-3010,-2030,-980
00:03:28.489,,-24,129,1004,-2800,-1890,-910
00:03:28.508,,-23,132,1000,-2030,-1330,-630
00:03:28.527,,-31,136,999,-1890,-770,-210
00:03:28.546,,-29,134,995,-2590,-630,210
