Sensors' Acquisition [Hz]: Acc@52.0 Gyro@52.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ, GyroX [mdps], GyroY, GyroZ
00:12:26.615,,-237,-44,993,-980,1680,-420
00:12:26.634,,-232,-43,991,-910,1680,-280
00:12:26.653,,-229,-42,992,-910,2030,-420
00:12:26.671,,-235,-40,994,-770,2450,-630
00:12:26.690,,-237,-42,993,-1120,2310,-630
00:12:26.709,,-232,-45,991,-1260,2100,-280
00:12:26.728,,-227,-43,995,-840,2380,-70
00:12:26.747,,-237,-39,1000,-420,2800,-140
00:12:26.766,,-241,-40,1000,-980,2590,70
00:12:26.785,,-236,-49,996,-1680,1890,210
00:12:26.804,,-234,-51,991,-1260,1470,140
00:12:26.822,,-232,-42,991,-490,1750,-140
00:12:26.841,,-233,-41,990,-1260,2310,-420
00:12:26.860,,-231,-51,988,-1960,2590,-420
00:12:26.879,,-229,-53,992,-910,2870,-280
00:12:26.898,,-235,-41,999,350,3290,-420
00:12:26.917,,-242,-37,1001,-560,3290,-560
00:12:26.936,,-242,-45,999,-1960,2520,-560
00:12:26.955,,-236,-50,998,-1820,1680,-280
00:12:26.974,,-235,-45,995,-770,1470,-280
00:12:26.992,,-239,-43,989,-1190,1540,-280
00:12:27.011,,-236,-46,988,-2380,1890,-280
00:12:27.030,,-231,-51,991,-2450,2660,-350
00:12:27.049,,-239,-50,996,-1120,3150,-630
00:12:27.068,,-243,-42,996,-350,3010,-560
00:12:27.087,,-238,-39,996,-1120,2660,-350
00:12:27.106,,-231,-46,997,-2310,2590,-140
00:12:27.125,,-233,-49,999,-1610,2800,-280
00:12:27.144,,-238,-43,998,-280,2800,-210
00:12:27.162,,-235,-37,996,-630,2450,210
00:12:27.181,,-233,-48,995,-2170,2240,560
00:12:27.200,,-232,-57,997,-1750,2590,350
00:12:27.219,,-241,-52,999,0,2870,0
00:12:27.238,,-239,-45,998,70,2730,0
00:12:27.257,,-238,-50,994,-1680,2240,70
00:12:27.276,,-232,-60,990,-2870,2030,-140
00:12:27.295,,-234,-66,988,-2590,2100,-560
00:12:27.314,,-233,-59,988,-2170,2310,-980
00:12:27.332,,-229,-55,996,-3430,2590,-1330
00:12:27.351,,-213,-86,1027,-5460,3150,-1680
00:12:27.370,,-168,-131,1119,-3920,5040,-1260
00:12:27.389,,-155,-67,1295,-350,7630,-1680
00:12:27.408,,-230,0,1518,-12600,6230,-4620
00:12:27.427,,-326,-227,1703,-31640,-4340,-6510
00:12:27.446,,-329,-334,1823,-8750,-25060,-10010
00:12:27.465,,-355,-142,1835,32550,-51870,-15470
00:12:27.484,,-346,62,1714,36260,-78260,-18130
00:12:27.502,,-300,11,1470,8330,-98770,-15470
00:12:27.521,,-265,-83,1216,1330,-110740,-9870
00:12:27.540,,-263,-54,1006,21980,-115920,-3920
00:12:27.559,,-255,20,831,39060,-117250,910
00:12:27.578,,-216,65,665,37800,-115780,3640
00:12:27.597,,-144,76,528,25830,-111020,3850
00:12:27.616,,-75,66,425,16380,-100450,630
00:12:27.635,,-95,76,342,17360,-86030,-4900
00:12:27.654,,-87,149,294,24080,-71400,-9870
00:12:27.672,,-5,245,265,17010,-36400,-10710
00:12:27.691,,24,299,213,10500,-16520,-3150
00:12:27.710,,73,348,232,4060,5110,9520
00:12:27.729,,94,341,262,-6860,29050,24640
00:12:27.748,,76,301,294,-14630,55160,40460
00:12:27.767,,0,291,343,-15820,80500,56420
00:12:27.786,,-63,287,439,-18760,102900,70630
00:12:27.805,,-71,222,570,-21140,125860,79940
00:12:27.824,,-131,205,732,-12250,149030,85960
00:12:27.842,,-343,204,927,630,165480,94150
00:12:27.861,,-535,228,1159,5810,166110,106330
00:12:27.880,,-549,150,1378,-9170,148820,119350
00:12:27.899,,-443,-115,1504,-31220,125090,126980
00:12:27.918,,-414,-320,1560,-33880,104650,126350
00:12:27.937,,-470,-376,1592,-30730,86450,117810
00:12:27.956,,-465,-442,1586,-44170,65800,100730
00:12:27.975,,-388,-514,1461,-60060,42560,72730
00:12:27.994,,-288,-490,1293,-56420,24290,42210
00:12:28.012,,-154,-380,1270,-36050,20090,21770
00:12:28.031,,-165,-300,1429,-20790,24710,12460
00:12:28.050,,-212,-332,1646,-13510,25760,9170
00:12:28.069,,-277,-300,1865,4760,17500,8960
00:12:28.088,,-372,-127,1998,23030,-2240,9380
00:12:28.107,,-481,-100,1998,12880,-36680,10570
00:12:28.126,,-528,-263,1998,-7000,-80780,10710
00:12:28.145,,-473,-305,1842,-1890,-119770,7000
00:12:28.164,,-434,-205,1527,12670,-142940,1750
00:12:28.182,,-417,-164,1238,15050,-153580,-2170
00:12:28.201,,-375,-182,997,14910,-157290,-4550
00:12:28.220,,-293,-167,789,24710,-156170,-7350
00:12:28.239,,-258,-81,623,36260,-151550,-9170
00:12:28.258,,-222,-52,479,35280,-144760,-9170
00:12:28.277,,-132,-81,352,28840,-136080,-9240
00:12:28.296,,-8,-154,228,28490,-124740,-10710
00:12:28.315,,86,-194,124,42070,-109900,-13860
00:12:28.334,,136,-99,66,59640,-91070,-17850
00:12:28.352,,199,2,68,52640,-67760,-21840
00:12:28.371,,286,-10,73,19180,-40110,-27720
00:12:28.390,,328,-132,60,-13860,-9450,-36820
00:12:28.409,,275,-175,85,-24010,21630,-46270
00:12:28.428,,235,-140,156,-26390,51170,-52500
00:12:28.447,,224,-203,247,-38500,78750,-53970
00:12:28.466,,224,-272,362,-44030,107800,-55440
00:12:28.485,,111,-248,520,-39130,135800,-63070
00:12:28.504,,-114,-194,734,-44450,151550,-76790
00:12:28.522,,-256,-255,934,-64330,148680,-92680
00:12:28.541,,-262,-320,1036,-65240,134260,-107100
00:12:28.560,,-326,-123,1126,-40180,115290,-116270
00:12:28.579,,-352,119,1216,-38220,97370,-117040
00:12:28.598,,-304,107,1245,-68670,85750,-111090
00:12:28.617,,-315,-10,1217,-84700,79940,-101570
00:12:28.636,,-376,45,1253,-68110,78540,-89390
00:12:28.655,,-453,104,1371,-51870,80080,-75600
00:12:28.674,,-461,36,1496,-42980,80920,-61950
00:12:28.692,,-501,16,1560,-21210,73990,-52080
00:12:28.711,,-537,180,1572,-1540,57260,-44450
00:12:28.730,,-532,200,1506,-15820,36190,-35770
00:12:28.749,,-460,-21,1359,-37450,17080,-26740
00:12:28.768,,-407,-146,1207,-24500,5390,-18900
00:12:28.787,,-350,-58,1099,2450,2030,-12460
00:12:28.806,,-319,35,1059,5320,5180,-8330
00:12:28.825,,-314,-70,1024,-10080,10220,-6300
00:12:28.844,,-347,-186,989,-7700,12810,-4340
00:12:28.862,,-351,-152,971,13580,12530,-1610
00:12:28.881,,-322,0,1003,22890,12320,-210
00:12:28.900,,-321,-29,1017,5600,13020,-700
00:12:28.919,,-356,-138,1011,-5110,12180,-350
00:12:28.938,,-350,-154,1001,5040,8680,3080
00:12:28.957,,-314,-75,1013,14770,5390,7980
00:12:28.976,,-302,-71,1015,6650,3780,11200
00:12:28.995,,-310,-151,989,-4060,2800,12180
00:12:29.014,,-316,-194,962,-1470,1750,12810
00:12:29.032,,-303,-159,962,5950,1470,13440
00:12:29.051,,-293,-136,971,3570,2590,12740
00:12:29.070,,-309,-187,961,-3430,3570,10500
00:12:29.089,,-311,-219,953,-630,3920,8260
00:12:29.108,,-295,-184,970,7560,4410,7420
00:12:29.127,,-293,-138,997,7210,5040,6510
00:12:29.146,,-316,-166,1000,-1470,4060,4970
00:12:29.165,,-317,-196,983,-4130,1400,3500
00:12:29.184,,-303,-181,977,630,-490,2520
00:12:29.202,,-285,-144,987,3780,-280,1750
00:12:29.221,,-297,-130,994,770,420,700
00:12:29.240,,-311,-145,988,-3640,-420,490
00:12:29.259,,-302,-163,975,-3500,-2170,1470
00:12:29.278,,-287,-158,971,840,-2940,2660
00:12:29.297,,-287,-134,975,3990,-2450,3010
00:12:29.316,,-301,-125,973,1260,-2240,2520
00:12:29.335,,-300,-156,961,-3640,-2870,2310
00:12:29.354,,-280,-183,955,-2730,-3080,2520
00:12:29.372,,-281,-158,965,2660,-2240,2310
00:12:29.391,,-293,-133,973,3080,-1750,1330
00:12:29.410,,-301,-141,968,-1890,-2170,560
00:12:29.429,,-290,-164,963,-4550,-2380,630
00:12:29.448,,-283,-159,965,-1260,-2100,770
00:12:29.467,,-293,-135,967,1750,-2100,560
00:12:29.486,,-291,-125,959,-560,-2590,280
00:12:29.505,,-276,-142,953,-4620,-2520,280
00:12:29.524,,-277,-163,954,-3780,-1120,420
00:12:29.543,<gest4_cross_right,,,,,,
00:12:29.542,,-288,-149,964,1260,70,770
00:12:29.561,,-289,-119,975,2520,210,910
00:12:29.580,,-280,-126,979,-2100,-350,700
00:12:29.599,,-278,-148,973,-4550,-840,630
00:12:29.618,,-286,-153,967,-1540,-1330,1330
00:12:29.637,,-280,-131,966,1190,-1610,2590
00:12:29.656,,-272,-125,969,-1540,-1190,2940
00:12:29.675,,-271,-149,970,-5320,-350,2170
00:12:29.694,,-276,-166,973,-3010,630,1470
00:12:29.712,,-283,-149,978,2730,980,1610
00:12:29.731,,-284,-118,980,3710,350,2030
00:12:29.750,,-269,-126,979,-1960,-140,2100
00:12:29.769,,-260,-160,974,-5040,70,1610
00:12:29.788,,-271,-160,977,-630,630,1400
00:12:29.807,,-275,-135,981,3430,630,1820
00:12:29.826,,-271,-125,982,1260,210,2100
00:12:29.845,,-262,-148,976,-2730,0,1680
00:12:29.864,,-269,-163,972,-1680,210,1120
00:12:29.882,,-274,-146,976,2380,630,1190
00:12:29.901,,-277,-122,982,1960,630,1190
00:12:29.920,,-270,-140,976,-2800,140,700
00:12:29.939,,-257,-157,967,-3360,-210,0
00:12:29.958,,-263,-147,964,630,210,-140
00:12:29.977,,-268,-125,968,2590,1190,420
00:12:29.996,,-266,-123,974,-420,1750,840
00:12:30.015,,-261,-145,978,-3570,1960,490
00:12:30.034,,-269,-148,978,-1610,1890,-70
00:12:30.052,,-276,-132,976,1610,1470,70
00:12:30.071,,-265,-119,979,1120,1190,770
00:12:30.090,,-261,-131,983,-2030,1470,910
00:12:30.109,,-274,-142,984,-2520,1820,350
00:12:30.128,,-277,-136,984,70,1610,70
00:12:30.147,,-268,-121,988,1540,1260,630
00:12:30.166,,-261,-119,993,-70,1260,1120
00:12:30.185,,-273,-135,992,-1960,1050,1050
00:12:30.204,,-276,-140,982,-770,210,980
00:12:30.222,,-265,-131,974,1050,-490,1400
00:12:30.241,,-254,-121,975,910,0,1750
00:12:30.260,,-269,-126,979,-2170,1120,840
00:12:30.279,,-264,-136,976,-770,980,560
00:12:30.298,,-255,-121,981,1330,1190,700
00:12:30.317,,-262,-117,987,1400,1680,1050
00:12:30.336,,-273,-122,987,350,1680,1470
00:12:30.355,,-267,-125,985,0,910,1750
00:12:30.374,,-255,-119,989,770,560,1820
00:12:30.392,,-265,-115,996,1190,700,1750
00:12:30.411,,-281,-113,999,840,350,2100
00:12:30.430,,-278,-113,994,-700,-980,2730
00:12:30.449,,-259,-119,988,-2380,-2100,3290
00:12:30.468,,-258,-129,982,-2520,-2240,3430
00:12:30.487,,-264,-134,976,-1050,-1890,3640
00:12:30.506,,-263,-129,971,-70,-1470,3850
00:12:30.525,,-252,-125,970,-980,-1050,3430
00:12:30.544,,-249,-128,974,-2310,-210,2380
00:12:30.562,,-262,-137,976,-1820,420,1750
00:12:30.581,,-263,-125,975,210,420,1960
