Sensors' Acquisition [Hz]: Acc@52.0 Gyro@52.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ, GyroX [mdps], GyroY, GyroZ
00:12:46.663,,-276,-64,973,-280,700,-350
00:12:46.682,,-276,-58,973,210,1400,-630
00:12:46.701,,-283,-59,975,-630,2520,-700
00:12:46.720,,-282,-65,977,-1260,3080,-700
00:12:46.739,,-278,-63,982,-770,3150,-1050
00:12:46.758,,-274,-55,988,280,3290,-1540
00:12:46.777,,-285,-48,992,420,3360,-1680
00:12:46.795,,-287,-52,989,-350,3010,-1330
00:12:46.814,,-278,-55,987,-280,2380,-770
00:12:46.833,,-275,-47,990,630,2310,-420
00:12:46.852,,-286,-45,995,210,2660,-280
00:12:46.871,,-289,-55,993,-840,2450,-70
00:12:46.890,,-285,-60,989,-560,1680,0
00:12:46.909,,-276,-55,984,700,1330,-140
00:12:46.928,,-283,-47,984,980,1680,-210
00:12:46.947,,-287,-51,981,-350,1890,-140
00:12:46.965,,-284,-60,977,-1120,1680,-210
00:12:46.984,,-275,-60,973,-70,1540,-490
00:12:47.003,,-278,-48,974,1190,2030,-840
00:12:47.022,,-282,-45,976,280,2730,-980
00:12:47.041,,-283,-52,976,-840,3010,-840
00:12:47.060,,-280,-54,977,-420,2870,-630
00:12:47.079,,-281,-45,981,420,2870,-630
00:12:47.098,,-283,-46,985,-140,3150,-770
00:12:47.117,,-287,-50,984,-840,3080,-770
00:12:47.135,,-280,-48,985,-630,2730,-700
00:12:47.154,,-282,-45,989,-490,2800,-560
00:12:47.173,,-289,-47,992,-840,2800,-490
00:12:47.192,,-288,-50,991,-1050,2450,-420
00:12:47.211,,-283,-50,986,-490,1750,-560
00:12:47.230,,-283,-47,982,-70,1610,-490
00:12:47.249,,-281,-44,982,-280,1960,-350
00:12:47.268,,-282,-51,985,-910,2380,-280
00:12:47.287,,-291,-53,983,-560,2240,-280
00:12:47.305,,-286,-47,981,-70,1750,-350
00:12:47.324,,-278,-46,977,-560,1400,-560
00:12:47.343,,-279,-50,974,-980,1540,-700
00:12:47.362,,-285,-51,971,-630,1960,-630
00:12:47.381,,-285,-48,971,-420,2380,-420
00:12:47.400,,-281,-46,974,-630,2800,-350
00:12:47.419,,-283,-46,979,-1050,2940,-420
00:12:47.438,,-285,-49,985,-1330,2800,-420
00:12:47.457,,-290,-49,985,-1260,2380,-420
00:12:47.475,,-287,-48,983,-1470,1890,-350
00:12:47.494,,-280,-52,980,-1750,1890,-210
00:12:47.513,,-282,-53,980,-1190,2310,-140
00:12:47.532,,-286,-50,982,-840,2800,0
00:12:47.551,,-284,-53,986,-1330,2940,0
00:12:47.570,,-278,-56,989,-1330,2940,-350
00:12:47.589,,-285,-54,990,-420,2730,-700
00:12:47.608,,-286,-46,990,0,2450,-630
00:12:47.627,,-284,-47,988,-1050,2030,-560
00:12:47.646,,-282,-55,983,-1680,1680,-630
00:12:47.664,,-282,-52,980,-700,1680,-630
00:12:47.683,,-282,-48,978,70,2030,-490
00:12:47.702,,-282,-49,977,-210,2520,-280
00:12:47.721,,-282,-50,981,-490,2870,-350
00:12:47.740,,-288,-50,982,-420,2870,-560
00:12:47.759,,-287,-52,981,-350,2520,-910
00:12:47.778,,-286,-49,977,0,2380,-980
00:12:47.797,,-283,-47,976,70,2450,-980
00:12:47.816,,-281,-45,979,-140,3010,-1050
00:12:47.834,,-284,-44,985,-420,3570,-980
00:12:47.853,,-292,-46,988,-560,3570,-840
00:12:47.872,,-290,-43,990,-630,2870,-630
00:12:47.891,,-285,-45,988,-980,2170,-630
00:12:47.910,,-286,-47,985,-910,1960,-630
00:12:47.929,,-287,-45,983,-490,2030,-560
00:12:47.948,,-289,-45,982,-560,2100,-420
00:12:47.967,,-284,-47,981,-840,2170,-420
00:12:47.986,,-285,-45,985,-770,2310,-840
00:12:48.004,,-290,-43,986,-910,2100,-840
