Sensors' Acquisition [Hz]: Acc@52.0 Gyro@52.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ, GyroX [mdps], GyroY, GyroZ
00:01:45.023,,-91,159,1000,-840,2310,-1050
00:01:45.042,,-93,157,1001,-1050,2450,-1190
00:01:45.061,,-90,157,999,-630,2590,-1050
00:01:45.080,,-91,163,1002,-630,2730,-910
00:01:45.099,,-89,162,1004,-1400,2870,-910
00:01:45.118,,-86,155,1006,-1750,2940,-910
00:01:45.136,,-87,157,1008,-1120,2870,-1050
00:01:45.155,,-87,164,1007,-630,2870,-1190
00:01:45.174,,-91,168,1008,-1120,2870,-1120
00:01:45.193,,-91,164,1011,-1890,2730,-700
00:01:45.212,,-90,158,1011,-1540,2590,-350
00:01:45.231,,-87,161,1010,-1190,2380,-350
00:01:45.250,,-89,160,1012,-1400,2170,-490
00:01:45.269,,-91,161,1007,-1470,1890,-420
00:01:45.288,,-91,158,1008,-1260,1680,-140
00:01:45.306,,-86,154,1003,-980,1540,70
00:01:45.325,,-91,152,1003,-840,1610,-210
00:01:45.344,,-89,154,999,-490,1470,-630
00:01:45.363,,-92,160,999,-350,1680,-770
00:01:45.382,,-90,158,997,-770,1890,-560
00:01:45.401,,-87,157,998,-840,2380,-350
00:01:45.420,,-89,159,1001,-840,2730,-700
00:01:45.439,,-94,162,1003,-1050,2800,-840
00:01:45.457,,-95,165,1003,-1050,2730,-560
00:01:45.476,,-91,162,1004,-910,2520,-70
00:01:45.495,,-90,158,1004,-840,2380,0
00:01:45.514,,-93,157,1007,-700,2450,-210
00:01:45.533,,-91,156,1006,-350,2310,-350
00:01:45.552,,-88,156,1006,-140,2170,-350
00:01:45.571,,-89,154,1005,-420,2240,-350
00:01:45.590,,-88,156,1003,-490,2380,-630
00:01:45.608,,-91,162,1005,-770,2450,-700
00:01:45.627,,-94,161,1009,-1470,2310,-700
00:01:45.646,,-93,160,1007,-1120,2170,-700
00:01:45.665,,-94,162,1006,-420,2030,-490
00:01:45.684,,-91,165,1005,-700,1820,-350
00:01:45.703,,-88,156,1007,-1330,1750,-420
00:01:45.722,,-89,155,1007,-980,1750,-560
00:01:45.741,,-91,162,1008,-490,1680,-770
00:01:45.760,,-93,165,1003,-560,1470,-770
00:01:45.778,,-91,166,1001,-910,1400,-560
00:01:45.797,,-89,160,1001,-980,1610,-280
00:01:45.816,,-88,157,999,-840,1890,-280
00:01:45.835,,-86,156,999,-910,1960,-560
00:01:45.854,,-90,162,1003,-910,2100,-770
00:01:45.873,,-94,162,1003,-1260,2170,-700
00:01:45.892,,-92,160,1005,-1120,2030,-350
00:01:45.911,,-88,159,1003,-630,1890,-140
00:01:45.929,,-86,158,999,-700,2030,-490
00:01:45.948,,-86,161,1001,-910,2240,-840
00:01:45.967,,-90,165,1004,-1190,2450,-770
00:01:45.986,,-93,164,1008,-1470,2450,-560
00:01:46.005,,-95,161,1008,-1260,2100,-210
00:01:46.024,,-91,158,1004,-1120,1680,-280
00:01:46.043,,-84,156,1002,-840,1610,-560
00:01:46.062,,-86,162,1001,-490,2030,-630
00:01:46.080,,-93,166,1004,-1050,2170,-630
00:01:46.099,,-94,160,1004,-1610,1890,-560
00:01:46.118,,-88,154,999,-1190,1610,-420
00:01:46.137,,-85,153,999,-490,1890,-700
00:01:46.156,,-85,158,999,-210,2450,-980
00:01:46.175,,-91,161,1002,-910,2800,-1120
00:01:46.194,,-92,158,1005,-1680,2660,-1120
00:01:46.213,,-91,160,1007,-1190,2520,-1050
00:01:46.232,,-93,164,1006,-490,2450,-980
00:01:46.250,,-94,168,1003,-490,2170,-700
00:01:46.269,,-92,166,1002,-1050,1890,-350
00:01:46.288,,-86,161,1000,-1260,1890,-140
00:01:46.307,,-88,158,1001,-1050,2240,-210
00:01:46.326,,-90,160,1003,-700,2450,-280
00:01:46.345,,-87,157,1003,-630,2310,-350
00:01:46.364,,-89,158,1001,-840,2170,-490
00:01:46.383,,-91,162,1004,-1120,2380,-630
00:01:46.401,,-92,163,1007,-1120,2590,-490
00:01:46.420,,-93,159,1009,-980,2520,-350
00:01:46.439,,-91,155,1009,-840,2170,-630
00:01:46.458,,-91,161,1008,-420,1890,-770
00:01:46.477,,-90,166,1007,-560,1610,-630
00:01:46.496,,-90,163,1007,-980,1470,-490
00:01:46.515,,-89,159,1005,-840,1470,-350
00:01:46.534,,-90,159,1002,-420,1400,-420
00:01:46.553,,-90,159,998,-630,1470,-630
00:01:46.571,,-90,159,997,-1050,1820,-770
00:01:46.590,,-92,158,999,-1260,2030,-700
00:01:46.609,,-92,157,1001,-980,2170,-770
00:01:46.628,,-91,156,999,-770,2170,-1050
00:01:46.647,,-87,160,999,-560,2170,-1190
00:01:46.666,,-89,165,1002,-490,2310,-1050
00:01:46.685,,-91,161,1002,-1120,2450,-1050
00:01:46.704,,-89,161,1002,-1260,2450,-840
00:01:46.722,,-86,160,1005,-910,2380,-770
00:01:46.741,,-89,164,1007,-770,2380,-980
00:01:46.760,,-93,168,1011,-840,2520,-840
00:01:46.779,,-92,164,1010,-1050,2170,-420
00:01:46.798,,-89,159,1008,-1050,1750,-280
00:01:46.817,,-83,159,1003,-840,1610,-490
00:01:46.836,,-87,163,1004,-840,1820,-560
00:01:46.855,,-89,162,1005,-1260,1960,-560
00:01:46.874,,-92,160,1002,-1470,1750,-490
00:01:46.892,,-93,158,1003,-1330,2100,-630
00:01:46.911,,-92,156,999,-420,2240,-630
00:01:46.930,,-86,167,994,-70,2450,-630
00:01:46.949,,-87,157,1005,-1610,2730,-560
00:01:46.968,,-90,155,1006,-1820,2590,-840
00:01:46.987,,-91,158,1007,-1260,2310,-1050
00:01:47.006,,-91,166,1003,-980,2100,-1050
00:01:47.025,,-91,171,1003,-840,2170,-630
00:01:47.043,,-91,167,1002,-1400,2170,-350
00:01:47.062,,-92,162,1002,-1400,2240,-280
00:01:47.081,,-91,164,1002,-1050,2240,-280
00:01:47.100,,-88,164,1003,-1120,2310,-140
00:01:47.119,,-87,165,1000,-1400,2380,0
00:01:47.138,,-94,160,1002,-1680,2170,-280
00:01:47.157,,-94,165,1001,-490,2170,-280
00:01:47.176,,-94,160,1005,-770,2100,-210
00:01:47.195,,-90,154,1002,-1190,1960,-210
00:01:47.213,,-88,151,1004,-1050,1960,-280
00:01:47.232,,-89,151,1005,-980,2030,-770
00:01:47.251,,-93,160,1004,-910,2030,-1190
00:01:47.270,,-94,166,1004,-1050,1890,-1120
00:01:47.289,,-94,166,1004,-1050,1960,-770
00:01:47.308,,-90,161,1004,-1120,2030,-560
00:01:47.327,,-90,158,1006,-1120,1960,-630
00:01:47.346,,-90,160,1005,-1260,1890,-700
00:01:47.364,,-89,158,1005,-1470,1820,-630
00:01:47.383,,-87,155,1003,-1400,1890,-560
00:01:47.402,,-86,159,1004,-1400,2030,-700
00:01:47.421,,-87,159,1005,-1610,2030,-840
00:01:47.440,,-91,163,1004,-1470,2030,-770
00:01:47.459,,-91,162,1004,-1540,1750,-560
00:01:47.478,,-90,161,1002,-1470,1610,-280
00:01:47.497,,-88,156,999,-1190,1610,-350
00:01:47.516,,-87,156,997,-630,1750,-560
00:01:47.534,,-87,159,997,-280,1890,-700
00:01:47.553,,-90,164,994,-630,1960,-770
00:01:47.572,,-93,162,995,-1400,2030,-560
00:01:47.591,,-89,158,993,-1120,2240,-140
00:01:47.610,,-87,155,995,-630,2590,-350
00:01:47.629,,-87,154,996,-420,2730,-980
00:01:47.648,,-89,158,998,-70,3010,-1400
00:01:47.667,,-94,165,1005,0,3430,-1190
00:01:47.685,,-94,161,1009,-560,3570,-630
00:01:47.704,,-86,156,1011,-840,3220,-350
00:01:47.723,,-85,154,1015,-1190,2800,-630
00:01:47.742,,-86,159,1015,-1190,2730,-1190
00:01:47.761,,-95,168,1017,-770,2660,-1050
00:01:47.780,,-98,171,1019,-840,2240,-490
00:01:47.799,,-95,166,1015,-1400,1680,70
00:01:47.818,,-94,157,1009,-1680,1260,210
00:01:47.837,,-86,153,1005,-1330,1120,70
00:01:47.855,,-84,156,999,-1050,1190,-140
00:01:47.874,,-89,157,1000,-1330,1330,-420
00:01:47.893,,-95,159,996,-1610,1330,-700
00:01:47.912,,-97,160,993,-1330,1400,-700
00:01:47.931,,-94,162,991,-700,1540,-420
00:01:47.950,,-90,159,990,-700,1960,-350
00:01:47.969,,-89,152,992,-980,2310,-560
00:01:47.988,,-88,149,993,-770,2450,-980
00:01:48.006,,-92,157,997,-140,2520,-1260
00:01:48.025,,-92,164,1000,140,2660,-1330
00:01:48.044,,-91,166,1002,70,2730,-1120
00:01:48.063,,-90,168,1004,-280,2800,-980
00:01:48.082,,-93,168,1009,-700,2870,-770
00:01:48.101,,-91,163,1012,-770,2730,-420
00:01:48.120,,-89,164,1015,-630,2450,-210
00:01:48.139,,-88,160,1014,-980,2100,-280
00:01:48.158,,-87,157,1014,-840,1960,-350
00:01:48.176,,-87,160,1011,-630,1820,-350
00:01:48.195,,-89,161,1013,-910,1610,-280
00:01:48.214,,-90,161,1007,-1260,1470,-140
00:01:48.233,,-89,159,1004,-1470,1400,-210
00:01:48.252,,-91,162,1002,-1540,1470,-140
00:01:48.271,,-91,159,1002,-1680,1470,-210
00:01:48.290,,-89,161,1000,-1260,1540,-280
00:01:48.309,,-89,159,999,-1120,1540,-280
00:01:48.327,,-91,156,995,-1050,1470,-350
00:01:48.346,,-91,159,992,-770,1680,-490
00:01:48.365,,-89,160,990,-840,1960,-560
00:01:48.384,,-89,155,992,-1050,2240,-770
00:01:48.403,,-91,157,993,-490,2520,-1120
00:01:48.422,,-94,161,996,0,2590,-1260
00:01:48.441,,-92,162,997,-140,2730,-1050
00:01:48.460,,-90,160,1001,-490,3150,-770
00:01:48.479,,-91,151,1005,-1120,3290,-1050
00:01:48.497,,-90,152,1007,-420,3220,-1470
00:01:48.516,,-91,164,1009,350,3010,-1470
00:01:48.535,,-91,169,1008,-350,2730,-1400
00:01:48.554,,-93,168,1010,-980,2590,-1050
00:01:48.573,,-91,167,1010,-840,2520,-560
00:01:48.592,,-92,161,1010,-560,2450,-560
00:01:48.611,,-90,160,1008,-350,2170,-770
00:01:48.630,,-88,164,1008,-490,2170,-700
00:01:48.649,,-91,161,1006,-1260,2100,-560
00:01:48.667,,-94,158,1005,-1470,1960,-630
00:01:48.669,>gest3_circle_cw,,,,,,
00:01:48.686,,-93,160,1001,-770,1890,-700
00:01:48.705,,-94,164,999,-140,1890,-840
00:01:48.724,,-95,172,1000,-560,2030,-770
00:01:48.743,,-93,167,1004,-1610,2170,-490
00:01:48.762,,-95,157,1006,-1680,2240,-280
00:01:48.781,,-94,154,1007,-840,1820,-350
00:01:48.800,,-87,157,1005,-420,1470,-840
00:01:48.818,,-86,163,1005,-560,1610,-1190
00:01:48.837,,-91,170,1006,-980,1960,-1120
00:01:48.856,,-95,168,1010,-1610,2030,-980
00:01:48.875,,-95,163,1009,-1470,1750,-770
00:01:48.894,,-91,163,1007,-910,1400,-770
00:01:48.913,,-88,172,1002,-630,1260,-770
00:01:48.932,,-92,172,1002,-1540,1330,-560
00:01:48.951,,-91,160,1001,-2100,1470,-280
00:01:48.970,,-91,152,1002,-1120,1610,-70
00:01:48.988,,-89,156,1002,-630,1470,-420
00:01:49.007,,-86,162,1001,-1190,1400,-840
00:01:49.026,,-89,165,1005,-1680,1540,-910
00:01:49.045,,-94,165,1006,-1610,1820,-700
00:01:49.064,,-96,163,1008,-1330,1610,-420
00:01:49.083,,-88,163,1008,-1470,1260,-350
00:01:49.102,,-86,160,1007,-1820,1120,-630
00:01:49.121,,-88,161,1005,-1750,1260,-770
00:01:49.139,,-91,161,1007,-1330,1190,-350
00:01:49.158,,-88,157,1004,-1470,770,-70
00:01:49.177,,-82,153,1004,-1680,490,-350
00:01:49.196,,-86,154,1003,-1400,630,-1050
00:01:49.215,,-92,159,1001,-840,980,-1330
00:01:49.234,,-90,156,1004,-910,1120,-910
00:01:49.253,,-82,152,1005,-1260,1260,-840
00:01:49.272,,-82,152,1006,-1680,1330,-1330
00:01:49.291,,-85,155,1008,-1680,1260,-1540
00:01:49.309,,-86,159,1006,-1470,1050,-1400
00:01:49.328,,-80,158,1006,-1750,770,-1330
00:01:49.347,,-82,154,1006,-1540,840,-1540
00:01:49.366,,-86,163,1006,-490,1050,-1680
00:01:49.385,,-87,170,1005,-770,910,-1330
00:01:49.404,,-81,165,1005,-1820,700,-980
00:01:49.423,,-79,158,1003,-1820,910,-770
00:01:49.442,,-84,151,1000,-1050,1050,-630
00:01:49.461,,-84,155,997,-770,840,-840
00:01:49.479,,-79,157,995,-1680,910,-1120
00:01:49.498,,-80,154,1000,-2100,1400,-1330
00:01:49.517,,-90,152,1003,-1330,1820,-1470
00:01:49.536,,-94,152,1007,-770,1540,-1610
00:01:49.555,,-83,154,1005,-770,840,-1470
00:01:49.574,,-75,152,1004,-1400,630,-1750
00:01:49.593,,-77,153,1006,-1120,1260,-2240
00:01:49.612,,-81,160,1009,-560,1890,-2380
00:01:49.630,,-86,162,1012,-980,1960,-2030
00:01:49.649,,-80,155,1014,-2170,1680,-1820
00:01:49.668,,-74,146,1013,-2660,1470,-1890
00:01:49.687,,-67,148,1013,-2170,1470,-2240
00:01:49.706,,-74,157,1012,-1890,1470,-2660
00:01:49.725,,-83,160,1005,-2100,1120,-2940
00:01:49.744,,-87,166,1000,-1330,630,-1750
00:01:49.763,,-73,154,989,-1890,770,-1330
00:01:49.782,,-67,144,979,-1540,1260,-1680
00:01:49.800,,-69,149,974,-560,1890,-2240
00:01:49.819,,-69,153,968,-140,2730,-2590
00:01:49.838,,-62,160,959,140,3570,-2730
00:01:49.857,,-64,167,957,770,4760,-2660
00:01:49.876,,-60,179,948,1050,6020,-2870
00:01:49.895,,-34,199,933,1540,7280,-2660
00:01:49.914,,14,250,908,2450,9030,-1190
00:01:49.933,,50,317,893,2800,12390,1120
00:01:49.951,,35,385,903,3710,17500,4340
00:01:49.970,,2,454,918,5810,22400,9940
00:01:49.989,,6,473,896,8050,26810,17220
00:01:50.008,,111,567,956,9730,29190,28210
00:01:50.027,,119,596,1135,6510,36400,39760
00:01:50.046,,-9,586,1293,-2590,44800,49630
00:01:50.065,,-166,533,1416,-15120,42280,58590
00:01:50.084,,-293,401,1493,-24290,28140,67900
00:01:50.102,,-332,308,1500,-18060,8960,79240
00:01:50.121,,-355,254,1483,-4690,-9170,90790
00:01:50.140,,-359,139,1457,1890,-24010,99680
00:01:50.159,,-335,17,1405,5670,-36470,101640
00:01:50.178,,-297,-63,1348,8890,-46270,99330
00:01:50.197,,-279,-96,1286,11900,-53270,93940
00:01:50.216,,-291,-111,1224,9800,-58380,85540
00:01:50.235,,-274,-106,1155,840,-64400,75390
00:01:50.254,,-256,-171,1095,-11130,-70140,64120
00:01:50.272,,-233,-206,1039,-18270,-74550,52710
00:01:50.291,,-170,-238,975,-21700,-78400,39130
00:01:50.310,,-100,-234,918,-21840,-80010,23730
00:01:50.329,,-80,-163,878,-23310,-76930,8260
00:01:50.348,,-75,-109,830,-35350,-72730,-7140
00:01:50.367,,-72,-129,804,-50610,-68600,-21770
00:01:50.386,,-49,-160,778,-54250,-64750,-33250
00:01:50.405,,-8,-119,738,-48160,-60410,-42070
00:01:50.423,,54,-92,698,-45920,-55650,-51380
00:01:50.442,,97,-89,665,-45780,-48860,-61880
00:01:50.461,,129,-46,633,-41510,-40670,-71680
00:01:50.480,,120,38,610,-38360,-32340,-79590
00:01:50.499,,112,84,574,-42840,-24220,-84700
00:01:50.518,,177,117,524,-46480,-18060,-86800
00:01:50.537,,220,136,522,-39270,-10780,-87920
00:01:50.556,,198,191,551,-27090,-140,-87570
00:01:50.575,,177,269,551,-20300,10850,-87080
00:01:50.593,,256,303,496,-18760,19740,-85540
00:01:50.612,,295,317,515,-12530,30520,-80360
00:01:50.631,,226,378,603,-4620,43820,-71960
00:01:50.650,,184,381,684,-3780,54390,-64680
00:01:50.669,,227,296,752,-2310,61250,-58310
00:01:50.688,,273,289,810,9310,66850,-52150
00:01:50.707,,232,365,918,21840,72940,-47810
00:01:50.726,,144,407,1008,22890,78190,-45500
00:01:50.745,,126,389,1042,15960,78470,-41510
00:01:50.763,,124,370,1069,15260,75530,-35420
00:01:50.782,,83,410,1117,24010,75110,-27790
00:01:50.801,,37,448,1184,30520,74830,-19180
00:01:50.820,,-4,434,1205,26530,71750,-12250
00:01:50.839,,9,389,1187,24010,65870,-4550
00:01:50.858,,4,457,1190,29610,62160,4620
00:01:50.877,,-41,471,1243,25480,59290,14210
00:01:50.896,,-80,433,1267,10010,54110,21420
00:01:50.915,,-62,305,1265,-1190,45990,26460
00:01:50.933,,-53,300,1242,7630,39900,31080
00:01:50.952,,-80,339,1261,18060,34580,35560
00:01:50.971,,-112,331,1273,18060,28560,38990
00:01:50.990,,-125,353,1246,12460,20510,41720
00:01:51.009,,-163,281,1217,3780,12950,45640
00:01:51.028,,-175,215,1177,3920,6020,51170
00:01:51.047,,-177,138,1147,6440,560,53900
00:01:51.066,,-175,40,1094,3780,-3990,52290
00:01:51.084,,-165,-59,1044,1190,-7210,47880
00:01:51.103,,-155,-96,992,1750,-8610,40460
00:01:51.122,,-146,-114,963,0,-8400,30940
00:01:51.141,,-134,-97,946,-1890,-6300,20580
00:01:51.160,,-115,-32,935,-1680,-2520,10570
00:01:51.179,,-114,57,953,-1260,1890,1960
00:01:51.198,,-129,149,975,-1820,5250,-4130
00:01:51.217,,-130,203,990,-2940,6160,-7420
00:01:51.236,,-140,244,1000,-3640,5530,-8260
00:01:51.254,,-128,264,1008,-4200,3570,-6860
00:01:51.273,,-108,269,1001,-3150,1680,-5110
00:01:51.292,,-87,262,991,-2380,490,-3640
00:01:51.311,,-69,250,982,-2170,140,-2730
00:01:51.330,,-59,243,979,-1890,420,-2240
00:01:51.349,,-62,232,979,-2030,1120,-2310
00:01:51.368,,-63,229,982,-2170,1820,-2520
00:01:51.387,,-65,226,986,-2030,2170,-2520
00:01:51.405,,-71,227,990,-1750,2380,-2380
00:01:51.424,,-73,225,990,-1750,2310,-2590
00:01:51.443,,-72,231,992,-1680,2030,-2520
00:01:51.462,,-73,229,999,-1750,1820,-2730
00:01:51.481,,-70,226,999,-1400,1610,-3080
00:01:51.500,,-79,233,998,-630,1680,-3080
00:01:51.519,,-80,233,994,-1050,1260,-2660
00:01:51.538,,-73,231,991,-1750,700,-2100
00:01:51.557,,-70,226,991,-1750,560,-2030
00:01:51.575,,-77,223,993,-1400,700,-2380
00:01:51.594,,-76,229,986,-210,420,-2310
00:01:51.613,,-73,238,989,0,210,-1680
00:01:51.632,,-72,236,992,-1330,700,-1470
00:01:51.651,,-75,234,991,-2100,1330,-1750
00:01:51.670,,-76,232,996,-1820,1260,-1540
00:01:51.689,,-74,232,995,-1260,840,-1400
00:01:51.708,,-74,238,995,-1400,490,-1260
00:01:51.727,,-76,238,993,-2450,490,-1120
00:01:51.745,,-76,233,992,-3290,700,-700
00:01:51.764,,-80,220,993,-3640,910,-490
00:01:51.783,,-80,212,992,-3080,910,-560
00:01:51.802,,-70,208,988,-1680,770,-700
00:01:51.821,,-67,220,984,-1610,700,-1330
00:01:51.840,,-74,213,985,-2870,490,-1820
00:01:51.859,,-75,216,984,-2030,700,-2170
00:01:51.878,,-69,224,983,-1400,840,-2170
00:01:51.897,,-69,223,985,-1960,1050,-2380
00:01:51.915,,-70,226,988,-1750,1470,-2520
00:01:51.934,,-69,222,991,-1680,1750,-2590
00:01:51.953,,-75,226,993,-1470,1750,-2730
00:01:51.972,,-78,230,994,-1330,1260,-2380
00:01:51.991,,-77,228,992,-1260,770,-1960
00:01:52.010,,-70,230,991,-840,490,-1680
00:01:52.029,,-70,229,990,-910,700,-1540
00:01:52.048,,-70,228,986,-1610,980,-1470
00:01:52.066,,-67,223,988,-2240,1120,-1120
00:01:52.085,,-63,217,987,-1890,1190,-1190
00:01:52.104,,-66,225,989,-1330,1400,-1260
00:01:52.123,,-69,224,990,-1680,1540,-1260
00:01:52.142,,-68,223,991,-1680,1540,-910
00:01:52.161,,-69,220,993,-1820,1400,-630
00:01:52.180,,-68,219,993,-1820,1330,-560
00:01:52.187,<gest3_circle_cw,,,,,,
00:01:52.199,,-69,224,995,-1470,1330,-350
00:01:52.217,,-69,224,998,-1680,1190,-210
00:01:52.236,,-68,218,997,-1890,910,-210
00:01:52.255,,-66,219,998,-1610,770,-70
00:01:52.274,,-68,214,998,-1680,560,-70
00:01:52.293,,-65,213,992,-1190,210,-140
00:01:52.312,,-67,217,992,-490,210,-70
00:01:52.331,,-64,216,989,-1050,210,-140
00:01:52.350,,-63,214,987,-1330,770,-770
00:01:52.369,,-65,212,985,-1120,1190,-910
00:01:52.387,,-73,217,987,-910,1540,-840
00:01:52.406,,-68,214,987,-1400,1470,-560
00:01:52.425,,-59,206,985,-1680,1540,-700
00:01:52.444,,-54,208,985,-1540,1820,-1050
00:01:52.463,,-58,213,987,-980,2380,-1750
00:01:52.482,,-69,219,990,-350,2730,-1960
00:01:52.501,,-70,224,988,-420,2520,-1540
00:01:52.520,,-66,222,985,-630,2450,-1120
00:01:52.539,,-59,217,989,-1190,2660,-1260
00:01:52.557,,-61,214,992,-1330,3150,-1540
00:01:52.576,,-63,216,994,-1120,3360,-1610
00:01:52.595,,-63,216,991,-1190,3150,-1680
00:01:52.614,,-63,222,993,-1190,2940,-1750
00:01:52.633,,-69,223,992,-1120,3290,-1820
00:01:52.652,,-71,227,994,-1190,3360,-1260
00:01:52.671,,-69,218,996,-1610,3010,-700
00:01:52.690,,-63,209,997,-1540,2590,-770
00:01:52.709,,-60,211,997,-910,2590,-1260
00:01:52.727,,-66,221,997,-980,2730,-1680
00:01:52.746,,-69,220,997,-1680,2590,-1750
00:01:52.765,,-68,220,999,-1610,2450,-1400
00:01:52.784,,-69,220,999,-1400,2450,-1190
00:01:52.803,,-71,219,999,-1190,2310,-1050
00:01:52.822,,-68,218,996,-1190,1820,-840
00:01:52.841,,-66,216,997,-1470,1750,-700
00:01:52.860,,-64,215,995,-1680,1960,-980
