Sensors' Acquisition [Hz]: Acc@52.0 Gyro@52.0 Mag@52.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ, GyroX [mdps], GyroY, GyroZ, MagX [mgauss], MagY, MagZ
10:54:54.403,,-218,25,1013,-5250,3710,-3640,307,261,-333
10:54:54.422,,-229,47,1018,-1820,-420,-980,303,246,-324
10:54:54.441,,-231,91,1040,1680,-4480,1400,306,255,-322
10:54:54.460,,-224,134,1056,3640,-6020,2450,310,256,-325
10:54:54.478,,-215,154,1059,3430,-4690,1400,327,255,-322
10:54:54.497,,-207,142,1054,1610,-1610,-1120,334,252,-319
10:54:54.516,,-203,101,1038,0,1330,-3570,334,255,-340
10:54:54.535,,-199,61,1019,-350,2870,-4550,319,252,-327
10:54:54.553,,-194,33,1007,280,2800,-3220,324,255,-331
10:54:54.572,,-185,35,998,1960,1890,-630,318,261,-330
10:54:54.591,,-182,65,983,3080,1540,1330,318,265,-334
10:54:54.610,,-186,95,976,1400,1820,1750,339,265,-327
10:54:54.629,,-203,107,981,-1610,2100,1260,331,261,-316
10:54:54.647,,-221,106,992,-3010,1120,490,319,253,-315
10:54:54.666,,-229,113,998,-1540,-630,0,325,250,-303
10:54:54.685,,-222,125,1004,-910,-2030,-420,322,255,-298
10:54:54.704,,-213,117,1018,-2450,-2520,-1120,327,258,-286
10:54:54.722,,-210,105,1036,-3850,-2310,-1890,331,256,-295
10:54:54.741,,-216,93,1049,-4550,-2380,-2030,331,247,-283
10:54:54.760,,-218,88,1053,-4200,-3010,-1190,334,237,-289
10:54:54.779,,-216,89,1064,-2800,-3710,70,328,240,-303
10:54:54.797,,-209,93,1074,-980,-3920,1120,331,243,-306
10:54:54.816,,-192,100,1076,350,-3220,1260,331,243,-315
10:54:54.835,,-172,98,1067,280,-1260,560,343,244,-322
10:54:54.854,,-168,98,1054,-1330,1750,-350,343,252,-328
10:54:54.872,,-178,86,1036,-4620,3850,-1050,343,247,-321
10:54:54.891,,-200,70,1035,-5810,3290,-980,345,243,-324
10:54:54.910,,-216,77,1041,-2800,560,-70,339,250,-325
10:54:54.929,,-210,103,1048,910,-2730,560,339,250,-325
10:54:54.948,,-200,121,1057,2590,-4130,770,339,262,-333
10:54:54.966,,-184,128,1058,1750,-3290,0,340,268,-331
10:54:54.985,,-189,114,1059,-490,-980,-910,334,268,-330
10:54:55.004,,-199,97,1053,-1820,840,-1190,331,261,-328
10:54:55.023,,-211,93,1035,-1120,1330,-560,327,267,-319
10:54:55.041,,-213,99,1030,-420,630,280,327,267,-321
10:54:55.060,,-210,99,1028,-490,-630,630,325,265,-322
10:54:55.079,,-210,99,1028,-140,-1610,560,324,267,-321
10:54:55.098,,-201,104,1033,-140,-1610,560,321,268,-324
10:54:55.116,,-197,109,1038,-140,-1960,280,330,259,-318
10:54:55.135,,-192,108,1044,-210,-2100,-210,336,255,-318
10:54:55.154,,-189,110,1047,-280,-2030,-840,334,255,-315
10:54:55.173,,-184,103,1050,-1260,-1820,-1610,334,264,-321
10:54:55.191,,-186,91,1057,-1960,-1750,-2100,345,262,-330
10:54:55.210,,-184,83,1061,-840,-1960,-2100,337,262,-325
10:54:55.229,,-186,92,1053,980,-1680,-1750,330,259,-324
10:54:55.248,,-187,96,1045,1190,-910,-1330,342,258,-319
10:54:55.267,,-193,95,1036,560,280,-910,348,261,-333
10:54:55.285,,-197,95,1024,280,1190,-840,345,256,-331
10:54:55.304,,-204,95,1014,70,1400,-840,339,264,-337
10:54:55.323,,-210,92,1011,-70,560,-560,336,277,-334
10:54:55.342,,-208,97,1018,280,-980,-280,343,270,-334
10:54:55.360,,-200,102,1025,490,-2590,-420,339,267,-322
10:54:55.379,,-191,102,1040,700,-3290,-910,343,271,-334
10:54:55.398,,-192,101,1047,700,-2800,-1610,339,267,-334
10:54:55.417,,-196,97,1049,350,-1680,-2310,343,276,-334
10:54:55.435,,-202,88,1044,0,-770,-2450,346,277,-337
10:54:55.454,,-207,79,1034,280,-280,-2170,334,279,-334
10:54:55.473,,-209,78,1027,1190,-140,-1540,333,276,-325
10:54:55.492,,-206,77,1022,1540,-280,-910,325,276,-322
10:54:55.511,,-204,81,1013,1750,-140,-210,322,268,-324
10:54:55.529,,-205,85,1009,1190,0,140,319,273,-325
10:54:55.548,,-205,82,1009,70,-280,210,312,268,-328
10:54:55.567,,-197,81,1014,-280,-1260,70,307,262,-321
10:54:55.586,,-195,91,1023,210,-2030,-140,310,259,-325
10:54:55.604,,-191,96,1031,0,-2450,-350,306,253,-330
10:54:55.623,,-194,97,1045,210,-2310,-420,301,250,-322
10:54:55.642,,-195,104,1046,1260,-1680,-630,315,252,-322
10:54:55.661,,-196,110,1036,1680,-630,-1190,304,259,-322
10:54:55.679,,-199,101,1022,770,770,-1820,322,244,-325
10:54:55.698,,-207,84,1014,-420,1610,-2240,330,244,-328
10:54:55.717,,-216,71,1005,-980,1330,-1890,316,241,-327
10:54:55.736,,-216,71,1007,70,-490,-560,333,243,-325
10:54:55.754,,-208,90,1009,1610,-2310,700,336,241,-331
10:54:55.773,,-200,109,1013,1190,-3150,1120,340,243,-331
10:54:55.792,,-196,111,1018,-980,-2940,1050,339,253,-327
10:54:55.811,,-195,102,1034,-2660,-2730,490,340,252,-331
10:54:55.830,,-195,95,1046,-3010,-3010,-210,340,252,-331
10:54:55.846,>gest9_down,,,,,,,,,
10:54:55.848,,-195,93,1061,-1890,-3780,-210,342,252,-334
10:54:55.867,,-191,101,1069,350,-4410,630,333,259,-342
10:54:55.886,,-180,119,1070,2380,-3920,1260,336,249,-342
10:54:55.905,,-170,129,1058,2660,-1890,980,336,256,-336
10:54:55.923,,-171,121,1040,910,770,0,336,252,-346
10:54:55.942,,-184,101,1026,-770,2380,-980,327,255,-340
10:54:55.961,,-194,82,1015,-1260,1960,-1120,321,255,-343
10:54:55.980,,-197,77,1016,-140,-280,-70,321,252,-339
10:54:55.998,,-194,93,1021,1820,-2730,1680,321,253,-345
10:54:56.017,,-183,119,1031,3150,-3920,2730,319,261,-343
10:54:56.036,,-171,133,1030,2100,-3360,2450,318,255,-349
10:54:56.055,,-171,126,1032,-560,-1540,1190,312,261,-342
10:54:56.073,,-181,110,1033,-2590,-350,0,315,258,-343
10:54:56.092,,-186,95,1027,-2660,-840,-140,313,246,-345
10:54:56.111,,-188,93,1024,-980,-2380,700,309,243,-343
10:54:56.130,,-176,99,1019,1470,-4130,1750,313,252,-348
10:54:56.149,,-160,116,1014,2730,-4620,2170,315,244,-340
10:54:56.167,,-156,122,1011,910,-3500,1960,318,246,-333
10:54:56.186,,-159,114,1006,-2310,-2170,1050,310,241,-334
10:54:56.205,,-170,114,1004,-4970,-1680,-210,318,240,-334
10:54:56.224,,-177,100,1009,-6790,-2940,-1330,318,237,-328
10:54:56.242,,-184,91,1023,-6160,-5180,-1470,325,240,-325
10:54:56.261,,-182,92,1040,-3220,-7910,-490,325,237,-343
10:54:56.280,,-172,108,1057,-350,-9380,910,327,241,-337
10:54:56.299,,-164,122,1066,350,-8750,1610,318,246,-343
10:54:56.317,,-162,124,1068,-1260,-6510,1330,315,229,-339
10:54:56.336,,-177,107,1078,-3360,-4060,490,321,243,-336
10:54:56.355,,-205,85,1093,-3290,-3780,560,327,238,-337
10:54:56.374,,-223,103,1111,-2660,-5950,2310,330,246,-343
10:54:56.392,,-231,76,1151,-3710,-10220,5670,334,243,-336
10:54:56.411,,-233,74,1258,3710,-14840,9660,334,246,-342
10:54:56.430,,-235,125,1372,21350,-18480,13230,336,241,-354
10:54:56.449,,-257,215,1452,38010,-19320,17010,340,246,-366
10:54:56.468,,-233,289,1533,45500,-17500,21490,330,246,-370
10:54:56.486,,-185,341,1625,40110,-11270,26250,319,259,-382
10:54:56.505,,-172,353,1725,30170,-1330,30800,321,264,-385
10:54:56.524,,-120,242,1748,33110,10500,32620,297,258,-394
10:54:56.543,,-89,226,1716,60900,26040,27230,289,264,-397
10:54:56.561,,-54,306,1678,96040,44240,17220,279,270,-402
10:54:56.580,,-43,408,1629,113050,64330,6720,256,277,-399
10:54:56.599,,-20,408,1533,105070,83510,-2310,243,295,-390
10:54:56.618,,-32,327,1404,87010,101990,-8960,237,300,-381
10:54:56.636,,-76,159,1275,82670,115360,-12740,226,312,-366
10:54:56.655,,-112,74,1140,99260,122150,-16870,220,333,-340
10:54:56.674,,-126,55,930,121450,124530,-22260,204,342,-334
10:54:56.693,,-145,80,739,127890,125090,-26810,201,346,-325
10:54:56.712,,-183,82,617,114450,122780,-25760,199,363,-306
10:54:56.730,,-227,41,468,93450,115780,-18620,196,367,-306
10:54:56.749,,-249,-1,333,79730,104720,-10430,192,381,-289
10:54:56.768,,-296,58,276,76090,93520,-1960,192,381,-289
10:54:56.787,,-320,146,210,73920,80220,5600,181,387,-277
10:54:56.805,,-342,238,118,66010,67900,11760,171,400,-280
10:54:56.824,,-353,308,65,50400,55090,14350,160,406,-268
10:54:56.843,,-358,359,48,34020,43260,17850,162,414,-258
10:54:56.862,,-358,359,48,20860,32690,21280,157,421,-256
10:54:56.880,,-361,408,39,20860,32690,21280,154,417,-253
10:54:56.899,,-366,465,43,11760,22680,22750,138,420,-247
10:54:56.918,,-371,531,59,7000,14350,21910,141,414,-249
10:54:56.937,,-367,606,64,2940,7980,19180,138,421,-249
10:54:56.955,,-388,657,47,-6020,3780,13860,124,411,-247
10:54:56.974,,-419,656,42,-20440,-420,7490,135,417,-249
10:54:56.993,,-444,611,80,-34790,-6860,2170,142,417,-241
10:54:57.012,,-447,549,114,-44660,-15540,-1890,144,409,-244
10:54:57.031,,-425,525,141,-53620,-25340,-7000,139,406,-255
10:54:57.049,,-391,502,200,-66080,-35560,-11340,141,408,-241
10:54:57.068,,-360,457,234,-80430,-44380,-14910,162,405,-240
10:54:57.087,,-369,412,268,-94570,-50330,-18480,180,403,-244
10:54:57.106,,-402,350,343,-106890,-55930,-21840,195,400,-255
10:54:57.124,,-404,257,475,-108780,-65590,-26390,210,388,-256
10:54:57.143,,-375,219,614,-97020,-77070,-31990,220,369,-276
10:54:57.162,,-367,221,750,-79310,-86310,-37870,232,357,-277
10:54:57.181,,-341,254,862,-66080,-94220,-45010,240,348,-303
10:54:57.199,,-296,255,959,-65940,-99330,-52080,247,345,-306
10:54:57.218,,-255,176,1100,-70490,-101220,-53970,268,330,-313
10:54:57.237,,-249,111,1247,-70630,-99260,-51660,283,307,-313
10:54:57.256,,-207,74,1344,-68950,-96740,-49420,288,301,-321
10:54:57.275,,-238,97,1414,-62440,-91000,-42560,297,274,-333
10:54:57.293,,-228,115,1453,-58450,-84490,-36330,306,277,-349
10:54:57.312,,-243,156,1471,-58170,-75250,-31220,319,270,-354
10:54:57.331,,-243,129,1455,-61950,-67340,-27090,331,264,-360
10:54:57.350,,-269,96,1469,-59080,-60060,-22680,330,247,-369
10:54:57.368,,-271,71,1470,-45710,-53480,-18970,334,253,-370
10:54:57.387,,-287,116,1461,-25970,-47180,-15260,334,238,-382
10:54:57.406,,-262,175,1438,-13090,-41090,-13160,328,244,-394
10:54:57.425,,-247,206,1414,-11130,-32410,-10430,325,241,-382
10:54:57.443,,-261,209,1391,-15470,-22330,-7280,322,244,-393
10:54:57.462,,-255,158,1354,-18340,-14280,-5180,328,241,-379
10:54:57.481,,-256,133,1318,-12250,-7070,-4130,313,241,-387
10:54:57.500,,-247,127,1262,-1960,-1260,-4200,309,240,-379
10:54:57.519,,-251,141,1210,6090,3920,-4550,313,246,-369
10:54:57.537,,-245,140,1175,8470,7140,-3640,313,246,-379
10:54:57.556,,-244,131,1139,8120,9450,-910,316,250,-369
10:54:57.575,,-225,115,1090,8260,10850,1610,307,244,-364
10:54:57.594,,-208,116,1042,8750,12810,2940,303,241,-363
10:54:57.612,,-199,107,1004,6300,15120,3500,304,247,-366
10:54:57.631,,-195,80,976,3220,15960,4060,303,244,-366
10:54:57.650,,-204,78,968,2870,15680,5530,303,244,-360
10:54:57.669,,-219,97,971,3430,13790,7770,300,255,-360
10:54:57.687,,-230,116,971,3780,10570,10080,295,249,-352
10:54:57.706,,-237,141,977,5460,7280,11270,301,244,-349
10:54:57.725,,-242,173,982,6720,5040,10920,297,250,-346
10:54:57.744,,-246,192,988,5740,4130,9520,298,252,-342
10:54:57.763,,-246,188,994,3570,3780,7910,294,252,-352
10:54:57.781,,-243,184,1000,2030,3710,5950,294,253,-351
10:54:57.800,,-241,180,1003,1050,3500,4410,303,247,-351
10:54:57.819,,-236,177,993,630,2590,3360,297,258,-346
10:54:57.838,,-227,169,997,490,1750,2590,294,255,-342
10:54:57.856,,-222,163,994,980,980,2100,297,252,-339
10:54:57.875,,-221,159,991,350,980,1680,307,252,-345
10:54:57.894,,-225,153,992,-2100,980,840,309,259,-336
10:54:57.913,,-225,127,994,-4130,490,210,309,255,-334
10:54:57.931,,-225,121,997,-3220,-350,140,307,252,-339
10:54:57.950,,-224,132,1001,-1260,-1190,770,313,250,-334
10:54:57.969,,-224,147,1001,-490,-1680,1540,304,250,-340
10:54:57.988,,-223,156,1014,-840,-1330,1960,307,252,-334
10:54:58.006,,-231,160,1014,-1750,-490,1680,309,256,-334
10:54:58.025,,-230,158,1017,-1750,70,980,306,256,-349
10:54:58.044,,-231,164,1020,-2030,770,70,306,261,-336
10:54:58.063,,-234,157,1015,-3360,980,-490,313,258,-336
10:54:58.082,,-232,144,1016,-3990,420,-1050,312,253,-343
10:54:58.100,,-238,145,1026,-3360,-280,-1120,312,258,-342
10:54:58.119,,-238,148,1034,-2870,-1470,-910,309,261,-340
10:54:58.138,,-239,150,1038,-1680,-2380,-630,313,258,-346
10:54:58.157,,-237,157,1040,-140,-2800,-630,315,265,-340
10:54:58.175,,-239,160,1038,-210,-2590,-840,312,262,-336
10:54:58.194,,-240,151,1043,-980,-2450,-980,312,258,-340
10:54:58.213,,-242,143,1040,-280,-2310,-910,318,253,-346
10:54:58.232,,-237,145,1036,1050,-2030,-910,324,264,-333
10:54:58.250,,-233,142,1025,1190,-1400,-980,315,261,-343
10:54:58.269,,-232,135,1019,490,-770,-840,319,264,-334
10:54:58.288,,-232,128,1020,-70,-630,-490,316,258,-334
10:54:58.307,,-231,130,1020,280,-1120,0,307,267,-336
10:54:58.325,,-234,136,1018,1190,-1470,840,316,250,-334
10:54:58.344,,-228,149,1024,1750,-1820,1610,319,262,-334
10:54:58.363,,-224,157,1021,1400,-1260,1960,322,264,-334
10:54:58.382,,-218,162,1019,560,-280,2030,318,256,-346
10:54:58.401,,-216,158,1016,-490,980,1820,327,259,-334
10:54:58.419,,-215,150,1012,-1120,1470,1470,330,250,-334
10:54:58.438,,-216,151,1003,-630,1330,1120,325,250,-334
10:54:58.457,,-216,155,999,-560,560,910,315,250,-348
10:54:58.476,,-218,152,1000,-1120,-420,910,312,255,-339
10:54:58.494,,-215,150,1008,-980,-1400,910,307,264,-333
10:54:58.513,,-215,154,1018,-560,-1820,770,309,262,-334
10:54:58.532,,-212,158,1023,-560,-1610,630,313,262,-325
10:54:58.551,,-211,157,1034,-1190,-980,350,322,259,-318
10:54:58.569,,-214,154,1031,-1680,-560,210,322,259,-318
10:54:58.588,,-216,151,1030,-980,-560,210,319,258,-325
10:54:58.607,,-218,154,1033,-70,-420,350,325,256,-328
10:54:58.626,,-215,157,1026,210,-350,420,325,250,-327
10:54:58.645,,-215,157,1026,210,-350,140,322,255,-324
10:54:58.663,,-215,160,1019,140,70,140,319,256,-328
10:54:58.682,,-216,157,1020,-70,350,-350,318,264,-325
10:54:58.701,,-217,149,1016,350,210,-700,328,255,-327
10:54:58.720,,-220,151,1006,840,-140,-1260,322,267,-340
10:54:58.738,,-223,152,1000,490,-630,-1330,325,267,-336
10:54:58.757,,-219,145,1004,-560,-1120,-1330,331,267,-339
10:54:58.776,,-219,146,1008,-840,-1400,-1190,324,264,-340
10:54:58.795,,-217,150,1013,-1260,-1330,-1190,318,264,-339
10:54:58.813,,-221,149,1019,-2030,-1120,-1050,321,267,-328
10:54:58.832,,-221,148,1016,-2590,-910,-770,319,265,-331
10:54:58.851,,-222,153,1015,-2240,-630,-490,330,268,-334
10:54:58.870,,-220,159,1015,-2870,-210,-770,325,267,-336
10:54:58.889,,-214,147,1008,-4270,210,-1190,328,271,-330
10:54:58.907,,-217,137,1007,-4480,770,-1610,327,267,-331
10:54:58.926,,-225,135,1007,-3990,910,-1610,316,264,-330
10:54:58.945,,-231,137,1014,-3570,0,-1470,322,267,-337
10:54:58.964,,-235,139,1023,-2870,-1400,-1050,319,265,-334
10:54:58.982,,-230,148,1029,-1890,-2590,-910,327,262,-331
10:54:59.001,,-225,152,1033,-1260,-2940,-840,330,262,-333
10:54:59.020,,-220,154,1039,-1260,-2590,-980,319,261,-327
