Sensors' Acquisition [Hz]: Acc@52.0 Gyro@52.0 Mag@52.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ, GyroX [mdps], GyroY, GyroZ, MagX [mgauss], MagY, MagZ
00:01:29.588,,-104,-325,1029,-2030,490,-700,198,-531,-757
00:01:29.606,,-107,-332,1020,-1680,560,-840,187,-528,-751
00:01:29.625,,-103,-332,1017,-700,-210,-560,198,-537,-757
00:01:29.643,,-99,-331,1013,-210,-980,70,195,-529,-753
00:01:29.662,,-96,-321,1012,-350,-1190,770,201,-531,-754
00:01:29.680,,-99,-316,1014,-910,-770,1120,186,-529,-759
00:01:29.699,,-104,-306,1014,-1680,-490,980,199,-522,-760
00:01:29.717,,-111,-308,1013,-2310,-560,420,198,-531,-757
00:01:29.736,,-108,-314,1010,-2380,-1190,-280,198,-534,-762
00:01:29.754,,-103,-319,1010,-1330,-1680,-490,192,-534,-754
00:01:29.773,,-96,-323,1013,-980,-1960,-210,199,-531,-750
00:01:29.791,,-97,-325,1017,-980,-1610,420,199,-525,-742
00:01:29.810,,-98,-320,1018,-1050,-1190,630,196,-529,-762
00:01:29.828,,-99,-316,1007,-1470,-700,280,192,-526,-757
00:01:29.847,,-101,-317,1004,-2100,-140,-210,192,-526,-757
00:01:29.865,,-101,-328,1007,-3220,-630,-700,199,-529,-751
00:01:29.884,,-98,-339,1013,-3080,-2310,-700,198,-537,-756
00:01:29.902,,-97,-336,1017,-1610,-4130,140,199,-529,-750
00:01:29.921,,-96,-325,1020,-630,-5040,1330,199,-520,-760
00:01:29.939,,-97,-315,1026,-350,-4900,2240,195,-532,-753
00:01:29.958,,-101,-306,1035,-910,-3990,2450,193,-529,-748
00:01:29.976,,-98,-309,1041,-2100,-3290,2030,205,-531,-754
00:01:29.995,,-93,-313,1046,-2030,-2800,1470,198,-534,-751
00:01:30.013,,-85,-312,1045,-910,-2380,1190,196,-534,-754
00:01:30.032,,-85,-309,1040,-420,-1750,770,190,-534,-751
00:01:30.050,,-78,-315,1044,-840,-1820,210,202,-531,-751
00:01:30.069,,-78,-315,1044,-560,-2100,-280,195,-525,-757
00:01:30.087,,-77,-324,1045,-560,-2100,-280,201,-528,-759
00:01:30.106,,-74,-320,1040,70,-1540,-420,201,-531,-766
00:01:30.124,,-83,-318,1032,-980,0,-490,199,-525,-763
00:01:30.143,,-90,-323,1021,-2520,1190,-770,195,-526,-760
00:01:30.161,,-105,-323,1008,-2520,1960,-770,195,-528,-748
00:01:30.180,,-103,-324,1003,-2660,700,-840,195,-523,-753
00:01:30.198,,-95,-330,1006,-2240,-1330,-700,190,-529,-759
00:01:30.217,,-83,-329,1024,-1120,-3150,-140,192,-529,-760
00:01:30.235,,-81,-321,1037,-1050,-4060,280,183,-529,-747
00:01:30.254,,-82,-321,1053,-1820,-4130,560,183,-528,-747
00:01:30.272,,-87,-316,1051,-1330,-3220,630,183,-528,-747
00:01:30.291,,-89,-304,1042,-770,-1540,350,205,-528,-742
00:01:30.309,,-87,-304,1032,-1680,420,-420,196,-528,-754
00:01:30.328,,-80,-313,1027,-3010,1610,-1120,202,-534,-754
00:01:30.346,,-82,-323,1017,-3360,1820,-1960,201,-541,-754
00:01:30.365,,-85,-330,1012,-3430,1050,-2590,205,-532,-750
00:01:30.383,,-92,-336,1011,-3010,-70,-2590,202,-535,-754
00:01:30.402,,-97,-330,1005,-2170,-630,-1960,208,-529,-754
00:01:30.420,,-107,-317,999,-2240,-560,-1120,201,-532,-762
00:01:30.439,,-105,-323,1008,-2940,-420,-770,195,-529,-759
00:01:30.457,,-99,-322,1005,-2730,-350,-630,190,-528,-763
00:01:30.476,,-99,-321,998,-2520,210,-490,196,-529,-753
00:01:30.494,,-97,-328,998,-3220,490,-280,205,-525,-754
00:01:30.513,,-98,-331,999,-2870,-210,0,199,-528,-759
00:01:30.531,,-91,-323,1008,-1960,-1820,140,195,-529,-756
00:01:30.550,,-86,-317,1015,-2100,-2940,-210,199,-532,-745
00:01:30.568,,-85,-313,1016,-2800,-3010,-770,193,-526,-742
00:01:30.587,,-99,-314,1010,-3640,-1820,-1400,189,-528,-754
00:01:30.605,,-110,-325,1006,-4410,-980,-1610,201,-535,-756
00:01:30.624,,-117,-337,997,-3990,-980,-1260,201,-528,-750
00:01:30.642,,-112,-339,996,-3010,-1680,-350,192,-519,-751
00:01:30.661,,-103,-339,1003,-2940,-2660,560,199,-531,-751
00:01:30.679,,-93,-334,1016,-3010,-3920,1470,205,-519,-760
00:01:30.698,,-90,-324,1033,-2520,-5110,2100,196,-520,-763
00:01:30.716,,-84,-313,1046,-2450,-6370,2240,196,-520,-763
00:01:30.735,,-79,-309,1050,-1750,-6230,2170,193,-528,-760
00:01:30.753,,-80,-297,1051,-910,-4410,1680,205,-526,-750
00:01:30.772,,-82,-305,1046,-2030,-2450,490,195,-523,-760
00:01:30.790,,-82,-320,1041,-2870,-1330,-560,193,-528,-759
00:01:30.809,,-79,-328,1031,-2170,-280,-840,199,-537,-756
00:01:30.827,,-77,-328,1021,-2380,420,-980,201,-535,-756
00:01:30.846,,-79,-336,1017,-3290,70,-1190,201,-523,-753
00:01:30.864,,-84,-340,1024,-3150,-1400,-1190,199,-535,-759
00:01:30.883,,-86,-333,1030,-2100,-3360,-770,201,-529,-757
00:01:30.901,,-87,-326,1037,-1750,-4760,-140,207,-526,-754
00:01:30.920,,-84,-322,1053,-1610,-5040,210,207,-534,-753
00:01:30.938,,-84,-314,1059,-1050,-4340,350,213,-525,-753
00:01:30.957,,-85,-304,1055,-280,-2800,210,196,-531,-753
00:01:30.975,,-88,-303,1042,-420,-770,-280,199,-522,-750
00:01:30.994,,-83,-314,1032,-1820,910,-1260,202,-520,-751
00:01:31.012,,-83,-336,1022,-2940,1540,-2030,205,-516,-748
00:01:31.031,,-80,-352,1018,-2940,770,-2100,204,-525,-745
00:01:31.049,,-81,-349,1015,-2100,-840,-910,201,-517,-751
00:01:31.068,,-81,-333,1019,-1260,-2380,840,204,-528,-753
00:01:31.086,,-81,-309,1029,-700,-3360,1890,195,-517,-748
00:01:31.105,,-79,-288,1034,-770,-3220,1750,199,-519,-748
00:01:31.123,,-80,-280,1030,-1260,-1820,560,204,-523,-745
00:01:31.136,>gest4_cross_right,,,,,,,,,
00:01:31.142,,-77,-290,1028,-2100,-210,-1190,211,-525,-747
00:01:31.160,,-76,-314,1023,-3010,840,-2940,211,-525,-747
00:01:31.179,,-72,-340,1020,-3360,630,-3850,202,-523,-750
00:01:31.197,,-74,-355,1007,-2870,210,-3570,199,-522,-753
00:01:31.216,,-81,-354,1003,-2800,-70,-2380,202,-517,-745
00:01:31.234,,-95,-350,992,-3500,-560,-980,208,-514,-751
00:01:31.253,,-106,-337,995,-3640,-1470,210,198,-519,-745
00:01:31.271,,-110,-325,995,-3220,-2450,1260,196,-520,-748
00:01:31.290,,-105,-313,1003,-2590,-3150,1750,208,-525,-748
00:01:31.308,,-96,-308,1012,-2520,-3220,1680,199,-523,-750
00:01:31.327,,-87,-311,1023,-3430,-3360,1190,213,-522,-744
00:01:31.345,,-81,-319,1027,-3990,-3640,910,204,-525,-751
00:01:31.364,,-78,-319,1022,-3990,-3920,910,208,-528,-751
00:01:31.382,,-78,-321,1018,-4060,-4130,1050,204,-525,-751
00:01:31.401,,-78,-321,1018,-4060,-4130,1050,202,-519,-753
00:01:31.419,,-74,-325,1011,-4340,-4760,1190,193,-519,-751
00:01:31.438,,-78,-323,1007,-3990,-5040,1470,207,-520,-748
00:01:31.456,,-79,-317,1014,-3640,-5040,1750,196,-516,-747
00:01:31.475,,-74,-307,1025,-4130,-5390,1680,184,-522,-741
00:01:31.493,,-69,-286,1052,-5810,-5670,840,192,-523,-745
00:01:31.512,,-57,-243,1095,-13650,-6160,-770,193,-528,-745
00:01:31.530,,-45,-224,1148,-31500,-4970,-2100,211,-526,-736
00:01:31.549,,-50,-297,1228,-46620,-3080,-1330,219,-537,-735
00:01:31.567,,-73,-347,1344,-36820,-1190,1260,222,-535,-735
00:01:31.586,,-86,-328,1494,-8400,3430,-980,210,-526,-742
00:01:31.604,,-99,-289,1640,15610,10640,-3780,210,-526,-742
00:01:31.623,,-89,-253,1760,24500,21840,-4690,207,-520,-747
00:01:31.641,,-71,-299,1802,21140,38360,-4410,217,-514,-744
00:01:31.660,,-51,-394,1798,18410,58870,-4410,201,-502,-745
00:01:31.678,,-47,-476,1736,26600,83930,-5670,202,-486,-751
00:01:31.697,,-68,-472,1648,39340,108640,-5670,195,-472,-759
00:01:31.715,,-96,-494,1533,46690,129920,-2170,186,-459,-763
