Sensors' Acquisition [Hz]: Acc@52.0 Gyro@52.0 Mag@52.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ, GyroX [mdps], GyroY, GyroZ, MagX [mgauss], MagY, MagZ
00:02:42.292,,168,-343,974,4970,11900,-420,-298,-417,-468
00:02:42.310,,168,-347,975,5040,10990,-280,-309,-423,-468
00:02:42.329,,169,-349,980,5460,10360,0,-301,-420,-462
00:02:42.347,,172,-340,985,5740,10080,350,-313,-417,-459
00:02:42.366,,175,-335,989,5110,10360,560,-303,-417,-462
00:02:42.384,,175,-335,989,5110,10360,560,-315,-411,-456
00:02:42.403,,172,-326,993,3990,10920,630,-315,-412,-454
00:02:42.421,,167,-319,1002,3290,11410,630,-309,-409,-463
00:02:42.440,,156,-300,1012,3290,11970,350,-310,-417,-454
00:02:42.458,,149,-288,1037,3780,12530,0,-315,-414,-459
00:02:42.477,,146,-273,1043,4200,13440,-1470,-310,-412,-447
00:02:42.495,,145,-262,1042,3500,14910,-3290,-309,-406,-445
00:02:42.514,,139,-261,1052,2240,16520,-4480,-315,-408,-445
00:02:42.532,,123,-264,1054,2380,17640,-5460,-316,-409,-439
00:02:42.551,,106,-262,1069,5250,17780,-6790,-313,-405,-432
00:02:42.570,,93,-252,1098,9170,17570,-8190,-313,-405,-432
00:02:42.588,,83,-246,1115,11270,17430,-9170,-310,-390,-442
00:02:42.607,,83,-257,1130,12670,17360,-9590,-306,-399,-432
00:02:42.625,,82,-265,1139,15050,18200,-9800,-309,-391,-424
00:02:42.644,,80,-266,1148,18760,19250,-9730,-313,-390,-436
00:02:42.662,,63,-262,1155,22120,21140,-9590,-321,-382,-427
00:02:42.681,,38,-265,1158,26950,22540,-9520,-322,-382,-414
00:02:42.699,,3,-252,1175,34160,23030,-9590,-315,-385,-409
00:02:42.718,,-38,-217,1200,40600,22540,-9240,-322,-381,-400
00:02:42.736,,-60,-168,1232,43400,22190,-7910,-316,-382,-399
00:02:42.755,,-82,-117,1249,41300,23100,-7980,-319,-379,-394
00:02:42.773,,-101,-88,1243,36540,24150,-10500,-319,-381,-391
00:02:42.792,,-131,-51,1228,33180,26180,-15400,-325,-375,-382
00:02:42.810,,-160,-1,1230,31290,27790,-22050,-319,-370,-370
00:02:42.829,,-193,58,1227,28420,28840,-31080,-321,-369,-372
00:02:42.847,,-193,69,1209,21840,27650,-43120,-315,-355,-369
00:02:42.866,,-158,54,1186,12460,24010,-59430,-316,-348,-366
00:02:42.885,,-76,-28,1145,1120,16730,-79030,-295,-342,-364
00:02:42.903,,88,-152,1063,-9030,6370,-97650,-292,-337,-360
00:02:42.922,,182,-275,825,-17430,4200,-103740,-271,-325,-361
00:02:42.940,,323,-519,797,-14490,9520,-94010,-259,-324,-355
00:02:42.959,,391,-525,838,-6230,14840,-76930,-261,-321,-355
00:02:42.977,,345,-502,846,-280,20370,-50120,-255,-315,-352
00:02:42.996,,260,-442,844,5180,21700,-27300,-262,-307,-352
00:02:43.014,,194,-400,822,9940,20020,-11970,-261,-306,-346
00:02:43.033,,137,-332,793,12390,17640,-3780,-261,-306,-346
00:02:43.051,,107,-289,761,10010,15260,2240,-258,-300,-348
00:02:43.070,,84,-258,798,8260,14140,9170,-255,-306,-346
00:02:43.088,,46,-205,853,6510,13090,14700,-264,-309,-345
00:02:43.107,,4,-156,891,4620,12040,17920,-264,-312,-340
00:02:43.125,,-30,-109,919,1960,10220,17990,-261,-312,-330
00:02:43.144,,-65,-63,938,-770,8470,16450,-270,-310,-340
00:02:43.162,,-75,-61,962,-3640,6790,13860,-273,-316,-336
00:02:43.181,,-82,-52,988,-6020,4620,10220,-274,-309,-340
00:02:43.200,,-89,-61,1016,-7280,2800,7210,-265,-310,-331
00:02:43.218,,-95,-81,1037,-5740,770,4970,-274,-309,-337
00:02:43.237,,-86,-89,1050,-420,-1120,2940,-274,-318,-343
00:02:43.255,,-71,-72,1065,2590,-1470,1260,-271,-304,-333
00:02:43.274,,-55,-65,1070,350,-1120,770,-271,-318,-328
00:02:43.292,,-47,-84,1060,-3990,0,1120,-270,-313,-336
00:02:43.311,,-33,-98,1047,-5110,1610,1330,-277,-312,-333
00:02:43.329,,-34,-98,1034,-3360,3710,1750,-274,-312,-336
00:02:43.348,,-52,-95,1026,-1050,4690,2660,-274,-319,-339
00:02:43.366,,-67,-95,1032,1190,4550,3500,-276,-313,-337
00:02:43.385,,-67,-91,1026,3080,3850,3080,-274,-310,-327
00:02:43.403,,-79,-81,1022,3780,3220,2030,-288,-318,-336
00:02:43.422,,-96,-83,1029,2800,2310,1190,-280,-309,-333
00:02:43.440,,-96,-95,1034,1400,770,-210,-277,-307,-334
00:02:43.459,,-86,-97,1028,1330,70,-1960,-277,-316,-337
00:02:43.477,,-86,-99,1035,560,-280,-3290,-273,-309,-337
00:02:43.496,,-84,-109,1041,-1190,-1260,-3990,-270,-316,-336
00:02:43.515,,-78,-124,1040,-2240,-1890,-4410,-270,-316,-336
00:02:43.533,,-80,-123,1041,-1960,-2030,-4480,-276,-309,-331
00:02:43.552,,-81,-130,1042,-2310,-2100,-4200,-273,-315,-327
00:02:43.570,,-87,-140,1037,-2310,-2100,-3780,-276,-310,-331
00:02:43.589,,-91,-142,1039,-770,-1960,-3290,-279,-307,-333
