Sensors' Acquisition [Hz]: Acc@52.0 Gyro@52.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ, GyroX [mdps], GyroY, GyroZ
00:10:52.828,,-30,-45,1018,-490,2310,-630
00:10:52.847,,-30,-44,1022,-770,2660,-770
00:10:52.866,,-33,-45,1022,-1190,2590,-840
00:10:52.885,,-30,-44,1023,-1190,2380,-840
00:10:52.904,,-29,-41,1024,-910,2380,-840
00:10:52.923,,-34,-40,1026,-910,2450,-770
00:10:52.942,,-34,-41,1025,-1260,2380,-490
00:10:52.961,,-31,-42,1025,-1260,2240,-350
00:10:52.980,,-31,-44,1025,-1050,2240,-420
00:10:52.998,,-33,-41,1027,-630,2450,-490
00:10:53.017,,-34,-41,1027,-630,2520,-490
00:10:53.036,,-35,-40,1027,-770,2380,-490
00:10:53.055,,-33,-42,1027,-1050,2100,-350
00:10:53.074,,-33,-43,1026,-840,2030,-280
00:10:53.093,,-31,-40,1025,-490,2030,-210
00:10:53.112,,-33,-41,1025,-700,2100,-140
00:10:53.131,,-34,-44,1023,-980,2030,-70
00:10:53.149,,-33,-42,1022,-910,1890,-70
00:10:53.168,,-28,-44,1019,-980,1820,-140
00:10:53.187,,-32,-46,1016,-840,2030,-210
00:10:53.206,,-33,-44,1017,-770,2380,0
00:10:53.225,,-30,-45,1020,-770,2800,-210
00:10:53.244,,-30,-43,1022,-560,3010,-630
00:10:53.263,,-31,-41,1022,-280,3010,-910
00:10:53.282,,-33,-40,1025,-350,3150,-910
00:10:53.301,,-37,-38,1029,-420,3150,-770
00:10:53.319,,-40,-38,1033,-770,2660,-630
00:10:53.338,,-36,-39,1033,-1050,2030,-490
00:10:53.357,,-33,-40,1030,-1050,1540,-420
00:10:53.376,,-34,-41,1029,-910,1400,-280
00:10:53.395,,-39,-42,1024,-1050,1330,-140
00:10:53.414,,-37,-44,1022,-1190,1120,-70
00:10:53.433,,-34,-45,1020,-840,1190,-280
00:10:53.452,,-35,-42,1019,-560,1540,-490
00:10:53.471,,-36,-40,1019,-770,1890,-700
00:10:53.489,,-33,-40,1018,-1050,2100,-840
00:10:53.508,,-28,-35,1019,-840,2170,-980
00:10:53.527,,-26,-32,1020,-630,2310,-840
00:10:53.546,,-31,-35,1020,-700,2380,-280
00:10:53.565,,-29,-37,1020,-700,2380,420
00:10:53.584,,-29,-40,1021,-560,2450,840
00:10:53.603,,-32,-45,1023,-350,2590,840
00:10:53.622,,-35,-47,1026,-350,2660,560
00:10:53.641,,-36,-47,1028,-490,2660,-70
00:10:53.659,,-35,-48,1028,-630,2380,-700
00:10:53.678,,-33,-45,1025,-560,2030,-1260
00:10:53.697,,-32,-40,1023,-560,1820,-1540
00:10:53.716,,-29,-39,1020,-910,1820,-1540
00:10:53.735,,-30,-38,1019,-980,1890,-1470
00:10:53.754,,-31,-36,1021,-770,1960,-1260
00:10:53.773,,-31,-35,1020,-840,1960,-1120
00:10:53.792,,-35,-35,1019,-910,2030,-1050
00:10:53.810,,-34,-36,1018,-840,1960,-910
00:10:53.829,,-32,-34,1020,-770,2100,-910
00:10:53.848,,-37,-35,1023,-910,2310,-980
00:10:53.867,,-41,-33,1022,-1050,2170,-910
00:10:53.886,,-38,-32,1019,-1540,1750,-770
00:10:53.905,,-29,-33,1016,-1820,1540,-630
00:10:53.924,,-28,-30,1018,-1330,1890,-560
00:10:53.943,,-34,-30,1019,-1190,2310,-350
