Sensors' Acquisition [Hz]: Acc@52.0 Gyro@52.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ, GyroX [mdps], GyroY, GyroZ
00:02:34.723,,-58,197,1002,-840,3220,-560
00:02:34.742,,-58,202,1004,-630,3150,-700
00:02:34.760,,-63,206,1008,-980,3150,-700
00:02:34.779,,-63,199,1007,-1260,2800,-280
00:02:34.798,,-58,196,1006,-1120,2240,210
00:02:34.817,,-46,192,1002,-1260,1890,70
00:02:34.836,,-46,190,1003,-1260,2450,-560
00:02:34.855,,-56,195,1003,-1190,3080,-910
00:02:34.874,,-66,197,1008,-1890,3080,-770
00:02:34.893,,-65,191,1008,-2590,2450,-350
00:02:34.911,,-53,182,1006,-2660,1820,-280
00:02:34.930,,-51,182,1005,-2030,1750,-630
00:02:34.949,,-57,186,1001,-1820,1960,-1260
00:02:34.968,,-61,186,998,-2100,2030,-1470
00:02:34.987,,-63,188,1000,-2310,2100,-1190
00:02:35.006,,-59,189,1001,-2450,2100,-1260
00:02:35.025,,-63,188,1001,-2170,2240,-1680
00:02:35.044,,-63,189,999,-1470,2100,-1890
00:02:35.062,,-62,187,1001,-1330,1890,-1680
00:02:35.081,,-58,184,999,-1680,1750,-1750
00:02:35.100,,-60,176,999,-1960,1750,-2170
00:02:35.119,,-62,180,997,-1330,1750,-2800
00:02:35.138,,-65,190,996,-770,1820,-3290
00:02:35.157,,-64,196,996,-1050,2100,-3220
00:02:35.176,,-59,200,994,-1680,2520,-2940
00:02:35.195,,-58,194,993,-2030,2800,-2450
00:02:35.214,,-57,188,997,-1890,3080,-2170
00:02:35.232,,-57,191,996,-1400,3080,-2380
00:02:35.251,,-58,202,995,-1540,2870,-2520
00:02:35.270,,-61,200,999,-2450,2800,-2380
00:02:35.289,,-56,195,995,-2100,3080,-1960
00:02:35.308,,-62,202,995,-840,3570,-1470
00:02:35.327,,-58,202,999,-980,3640,-1260
00:02:35.346,,-59,193,1002,-1610,3640,-1120
00:02:35.365,,-59,188,1002,-1330,3500,-700
00:02:35.384,,-60,194,1009,-1050,3220,-700
00:02:35.402,,-62,191,1008,-1470,2940,-910
00:02:35.421,,-63,191,1008,-1330,2730,-490
00:02:35.440,,-62,191,1008,-1120,2590,-70
00:02:35.459,,-65,188,1009,-1470,2450,-140
00:02:35.478,,-63,188,1007,-1750,2100,-280
00:02:35.497,,-64,187,1005,-1610,1890,-140
00:02:35.516,,-63,184,1003,-1540,1820,70
00:02:35.535,,-62,183,1002,-1890,1750,0
00:02:35.553,,-61,185,1000,-2240,1820,-280
00:02:35.572,,-64,184,1000,-2450,2100,-560
00:02:35.591,,-67,185,1001,-2170,2380,-490
00:02:35.610,,-68,188,999,-2240,2310,-350
00:02:35.629,,-62,182,999,-2590,2100,-210
00:02:35.648,,-56,179,998,-2380,2030,-280
00:02:35.667,,-60,183,999,-2170,2380,-630
00:02:35.686,,-62,179,1002,-2310,2590,-840
00:02:35.705,,-67,179,1000,-2030,2590,-630
00:02:35.723,,-66,185,999,-1890,2170,-420
00:02:35.742,,-63,185,1001,-2310,1890,-560
00:02:35.761,,-62,183,1000,-2240,2170,-840
00:02:35.780,,-64,188,998,-1470,2450,-630
00:02:35.799,,-68,188,1002,-1260,2520,-210
00:02:35.818,,-69,180,1001,-1820,2240,-70
00:02:35.837,,-62,175,999,-1750,1820,-210
00:02:35.856,,-56,177,1001,-1190,1890,-350
00:02:35.874,,-64,183,1001,-910,2170,-560
00:02:35.893,,-68,182,1000,-1610,2030,-630
00:02:35.912,,-64,178,1000,-1680,1820,-420
00:02:35.931,,-61,181,998,-1190,1960,-350
00:02:35.950,,-63,182,1000,-1260,2310,-840
00:02:35.969,,-64,181,1001,-1400,2660,-910
00:02:35.988,,-64,181,1004,-1120,2870,-210
00:02:36.007,,-60,176,1005,-1540,2730,0
00:02:36.025,,-60,168,1004,-1890,2520,-350
00:02:36.044,,-63,171,1001,-1400,2380,-770
00:02:36.063,,-66,182,1002,-770,2240,-770
00:02:36.082,,-71,187,1001,-1260,2240,-630
00:02:36.101,,-72,183,1001,-1680,2030,-280
00:02:36.120,,-68,180,1002,-1330,1960,140
00:02:36.139,,-62,178,1000,-840,1890,350
00:02:36.158,,-61,178,1001,-980,1820,210
00:02:36.177,,-66,180,1004,-1330,1820,-70
00:02:36.195,,-70,175,1003,-1540,1750,-140
00:02:36.214,,-67,177,1000,-1050,1610,70
00:02:36.233,,-63,178,1001,-910,1540,70
00:02:36.252,,-63,173,1004,-1050,1750,-210
00:02:36.271,,-61,175,1000,-1050,1610,-560
00:02:36.290,,-64,177,1003,-1260,1470,-770
00:02:36.309,,-63,178,1002,-1470,1330,-840
00:02:36.328,,-67,181,1001,-1330,1540,-840
00:02:36.346,,-70,182,1001,-1400,1610,-840
00:02:36.365,,-63,179,1000,-1470,1400,-770
00:02:36.384,,-61,174,998,-1400,1470,-630
00:02:36.403,,-55,170,998,-1260,1610,-840
00:02:36.422,,-56,176,1000,-980,1960,-1400
00:02:36.441,,-62,184,1001,-1190,2310,-1610
00:02:36.460,,-68,184,1006,-1890,2380,-1400
00:02:36.479,,-68,184,1004,-1890,2030,-980
00:02:36.498,,-61,179,1002,-1610,1680,-630
00:02:36.516,,-56,178,1002,-1190,1610,-560
00:02:36.535,,-54,181,1000,-1190,1820,-630
00:02:36.554,,-57,179,1001,-1330,2380,-910
00:02:36.573,,-63,178,1001,-1400,2660,-980
00:02:36.592,,-66,180,1002,-1330,2380,-770
00:02:36.611,,-68,185,1007,-1330,1890,-280
00:02:36.630,,-65,180,1005,-1960,1540,-70
00:02:36.649,,-56,172,1002,-2030,1330,0
00:02:36.668,,-54,168,1002,-1120,1470,0
00:02:36.686,,-57,174,999,-700,1680,-210
00:02:36.705,,-67,173,1004,-1400,1680,-560
00:02:36.724,,-67,169,1001,-1890,1470,-700
00:02:36.743,,-59,171,996,-1400,1400,-560
00:02:36.762,,-60,172,998,-910,1750,-700
00:02:36.781,,-59,171,998,-840,2310,-770
00:02:36.800,,-57,169,997,-1050,2450,-840
00:02:36.819,,-58,174,1000,-1260,2450,-1120
00:02:36.837,,-65,179,1002,-1330,2450,-1330
00:02:36.856,,-68,180,999,-1190,2450,-980
00:02:36.875,,-66,178,998,-1120,2310,-420
00:02:36.894,,-58,173,998,-980,2100,-350
00:02:36.913,,-56,174,999,-560,2380,-630
00:02:36.932,,-61,174,1000,-70,2730,-840
00:02:36.951,,-67,181,1000,-70,2730,-490
00:02:36.970,,-65,175,1001,-1190,2380,-210
00:02:36.988,,-57,165,1000,-1470,2100,-210
00:02:37.007,,-54,170,999,-490,2520,-630
00:02:37.026,,-62,177,1006,-140,3010,-1050
00:02:37.042,>gest4_cross_right,,,,,,
00:02:37.045,,-70,178,1007,-490,3150,-910
00:02:37.064,,-65,174,1004,-770,2660,-630
00:02:37.083,,-63,175,1008,-980,2240,-560
00:02:37.102,,-64,173,1009,-840,2030,-770
00:02:37.121,,-63,174,1004,-420,1820,-910
00:02:37.140,,-61,178,1005,-350,1610,-840
00:02:37.158,,-61,179,1004,-840,1610,-840
00:02:37.177,,-66,178,1005,-1260,1890,-910
00:02:37.196,,-68,179,1004,-1260,1820,-840
00:02:37.215,,-62,178,1003,-1190,1540,-770
00:02:37.234,,-59,175,1002,-910,1400,-700
00:02:37.253,,-58,177,1000,-630,1540,-770
00:02:37.272,,-64,179,1000,-980,1610,-700
00:02:37.291,,-62,177,1002,-1750,1610,-770
00:02:37.309,,-62,174,1000,-1260,1540,-630
00:02:37.328,,-61,173,999,-1050,1400,-630
00:02:37.347,,-55,171,997,-1050,1470,-560
00:02:37.366,,-57,175,999,-1050,1680,-700
00:02:37.385,,-61,173,1001,-1330,1960,-1120
00:02:37.404,,-66,175,1004,-1120,2100,-1260
00:02:37.423,,-68,176,1008,-910,1960,-910
00:02:37.442,,-62,176,1005,-1190,1400,-770
00:02:37.461,,-54,174,1006,-1540,1190,-980
00:02:37.479,,-55,174,1003,-1260,1470,-1120
00:02:37.498,,-64,179,1004,-980,1680,-980
00:02:37.517,,-66,173,1005,-1470,1400,-910
00:02:37.536,,-59,172,999,-1540,910,-1050
00:02:37.555,,-60,171,996,-1190,1120,-1330
00:02:37.574,,-61,177,994,-630,1750,-1400
00:02:37.593,,-57,181,988,-1120,2310,-1120
00:02:37.612,,-51,173,988,-2310,2590,-1190
00:02:37.630,,-57,172,991,-1820,3080,-1400
00:02:37.649,,-61,179,990,-560,3500,-1470
00:02:37.668,,-67,185,989,-140,3710,-1120
00:02:37.687,,-66,178,984,-980,3850,-910
00:02:37.706,,-62,170,982,-1820,4270,-910
00:02:37.725,,-56,164,982,-1400,4970,-1330
00:02:37.744,,-59,169,986,-420,5950,-1750
00:02:37.763,,-57,174,998,-280,6860,-2170
00:02:37.782,,-54,182,1028,-1120,8050,-2170
00:02:37.800,,-50,188,1081,-2240,9660,-1610
00:02:37.819,,-7,189,1208,-3430,11620,0
00:02:37.838,,46,161,1463,-4550,14000,3640
00:02:37.857,,2,112,1779,-5250,15610,8540
00:02:37.876,,-75,170,1970,-9870,7490,12250
00:02:37.895,,-109,265,1998,-28980,-15330,10430
00:02:37.914,,-80,276,1958,-56350,-46340,5460
00:02:37.933,,-66,223,1874,-75740,-74760,3220
00:02:37.951,,-23,214,1719,-80920,-98770,5320
00:02:37.970,,-50,211,1511,-79730,-112140,6230
00:02:37.989,,-43,197,1266,-77490,-121030,6230
00:02:38.008,,-69,248,990,-76650,-124600,4200
00:02:38.027,,-77,249,704,-81130,-126000,630
00:02:38.046,,-67,201,434,-81620,-123130,-2660
00:02:38.065,,-19,146,200,-67970,-114800,-2660
00:02:38.084,,11,107,19,-44030,-96530,4200
00:02:38.103,,75,126,-138,-23170,-75460,9800
00:02:38.121,,90,140,-265,-13790,-52290,11130
00:02:38.140,,66,158,-325,-8470,-27370,12600
00:02:38.159,,98,153,-288,1540,-4690,15960
00:02:38.178,,153,162,-194,19530,17290,22400
00:02:38.197,,172,198,-46,42140,39340,30660
00:02:38.216,,157,278,173,58100,58450,38290
00:02:38.235,,193,374,390,62020,73360,40180
00:02:38.254,,202,362,590,53480,86870,40880
00:02:38.272,,142,245,772,49140,102620,48440
00:02:38.291,,69,219,925,62930,112000,56770
00:02:38.310,,0,237,1099,78540,115290,62580
00:02:38.329,,-118,145,1263,80500,116620,64540
00:02:38.348,,-183,23,1318,78540,113120,60760
00:02:38.367,,-158,-59,1352,83510,106540,55650
00:02:38.386,,-143,-28,1413,85960,100800,51800
00:02:38.405,,-155,-37,1504,76440,96950,47250
00:02:38.424,,-66,27,1638,57610,90370,41790
00:02:38.442,,-43,49,1806,33460,85050,36400
00:02:38.461,,-118,57,1985,11620,75740,34440
00:02:38.480,,-207,119,1998,-3710,56770,35070
00:02:38.499,,-227,190,1998,-14210,27790,35910
00:02:38.518,,-214,245,1998,-26740,-7070,38220
00:02:38.537,,-169,256,1998,-40880,-42980,41720
00:02:38.556,,-125,241,1922,-52780,-71680,44660
00:02:38.575,,-135,150,1710,-60270,-90720,46060
00:02:38.594,,-121,144,1459,-58590,-103530,44450
00:02:38.612,,-72,163,1248,-58170,-112210,41930
00:02:38.631,,-104,131,1082,-63210,-114590,38640
00:02:38.650,,-140,60,902,-65030,-113470,34160
00:02:38.669,,-156,23,721,-62510,-111510,30030
00:02:38.688,,-140,-57,554,-60690,-107800,26180
00:02:38.707,,-128,-189,416,-53620,-98980,22960
00:02:38.726,,-111,-295,300,-38220,-87570,18620
00:02:38.745,,-99,-364,226,-20370,-72520,12810
00:02:38.764,,-112,-401,169,-9380,-57190,1680
00:02:38.782,,-107,-432,120,-7140,-42770,-12810
00:02:38.801,,-29,-473,101,-6160,-28420,-28490
00:02:38.820,,21,-501,137,1750,-10500,-41300
00:02:38.839,,11,-386,202,17290,10220,-52850
00:02:38.858,,-28,-237,272,25270,27860,-64050
00:02:38.877,,-19,-145,366,20580,40250,-72660
00:02:38.896,,-2,-122,504,15050,50190,-77980
00:02:38.915,,20,-96,626,18270,59850,-83160
00:02:38.934,,21,-44,715,24710,69930,-89810
00:02:38.952,,25,21,797,28280,78960,-96180
00:02:38.971,,67,111,897,30170,85610,-99400
00:02:38.990,,51,171,1029,25690,90720,-102410
00:02:39.009,,-9,212,1128,17640,94360,-104790
00:02:39.028,,9,342,1161,17990,95200,-100730
00:02:39.047,,5,399,1263,22330,94080,-101570
00:02:39.066,,18,468,1349,24710,88830,-100590
00:02:39.085,,-4,569,1433,22960,83720,-94500
00:02:39.103,,-25,591,1463,15120,77280,-84000
00:02:39.122,,-45,594,1442,9660,67410,-73010
00:02:39.141,,-65,586,1445,7630,54530,-60900
00:02:39.160,,-73,554,1422,7910,41650,-49350
00:02:39.179,,-84,533,1362,6650,30590,-35280
00:02:39.198,,-92,434,1301,0,20160,-22960
