Sensors' Acquisition [Hz]: Acc@52.0 Gyro@52.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ, GyroX [mdps], GyroY, GyroZ
00:11:08.827,,-129,-200,987,-1260,1470,-770
00:11:08.846,,-138,-205,991,-1540,1890,-1190
00:11:08.864,,-142,-204,989,-980,1750,-1330
00:11:08.883,,-131,-196,985,-350,1540,-1260
00:11:08.902,,-127,-190,986,-420,1820,-1260
00:11:08.921,,-132,-187,989,-1120,2450,-1330
00:11:08.940,,-135,-193,994,-1610,2870,-1400
00:11:08.959,,-136,-192,995,-420,3010,-1190
00:11:08.978,,-136,-184,1000,910,2730,-700
00:11:08.997,,-128,-176,1008,490,2590,-420
00:11:09.016,,-133,-184,1012,-1050,2380,-350
00:11:09.034,,-140,-190,1009,-1190,1680,210
00:11:09.053,,-126,-190,1003,0,980,1050
00:11:09.072,,-114,-188,1000,1120,1260,1820
00:11:09.091,,-127,-193,1002,1470,2170,2170
00:11:09.110,,-133,-188,1000,1120,2940,2310
00:11:09.129,,-136,-197,998,-490,3150,2520
00:11:09.148,,-132,-211,997,-840,3010,2450
00:11:09.167,,-133,-210,1002,1400,2940,1680
00:11:09.186,,-140,-203,1005,2940,3220,770
00:11:09.204,,-149,-198,1005,2100,3220,0
00:11:09.223,,-150,-201,1001,70,2660,-560
00:11:09.242,,-142,-204,999,-910,2100,-1120
00:11:09.261,,-144,-198,998,-280,1890,-1750
00:11:09.280,,-148,-194,991,-210,1680,-2030
00:11:09.299,,-142,-193,985,-420,1610,-1890
00:11:09.318,,-139,-187,983,-420,2170,-1890
00:11:09.337,,-145,-184,986,-630,2800,-1960
00:11:09.356,,-146,-186,984,-980,3220,-2100
00:11:09.374,,-142,-182,985,-770,3500,-2240
00:11:09.393,,-139,-179,989,-210,4130,-2100
00:11:09.412,,-143,-174,996,210,4830,-1680
00:11:09.431,,-150,-171,1002,-140,4970,-1260
00:11:09.450,,-153,-174,1007,-840,4760,-840
00:11:09.469,,-151,-178,1008,-560,4270,-490
00:11:09.488,,-151,-174,1008,560,3850,0
00:11:09.507,,-149,-170,1007,700,3430,420
00:11:09.526,,-144,-170,1008,-350,3290,770
00:11:09.544,,-147,-183,1009,-1260,3150,980
00:11:09.563,,-152,-189,1006,-70,2870,1260
00:11:09.582,,-152,-184,1002,1470,2450,1470
00:11:09.601,,-145,-180,1000,1330,2310,1400
00:11:09.620,,-143,-184,1003,70,2730,700
00:11:09.639,,-152,-191,1007,-560,3080,-140
00:11:09.658,,-159,-190,1006,-140,2660,-630
00:11:09.677,,-156,-184,999,210,1680,-840
00:11:09.696,,-144,-179,993,-140,1050,-840
00:11:09.714,,-142,-177,989,-910,1050,-1120
00:11:09.733,,-147,-179,985,-1540,1470,-1190
00:11:09.752,,-146,-181,983,-1400,2030,-1050
00:11:09.771,,-146,-176,986,-700,2660,-840
00:11:09.790,,-146,-171,992,-770,3150,-700
00:11:09.809,,-145,-175,994,-1470,3290,-700
00:11:09.828,,-151,-178,997,-1470,3220,-560
00:11:09.847,,-149,-177,998,-1190,3080,-140
00:11:09.866,,-141,-178,998,-910,3010,210
00:11:09.884,,-141,-178,999,-490,3150,420
00:11:09.903,,-149,-182,1003,-420,3430,560
00:11:09.922,,-154,-183,1007,-770,3430,490
00:11:09.941,,-150,-186,1011,-1120,3080,70
00:11:09.960,,-148,-187,1013,-980,2520,-420
00:11:09.979,,-148,-179,1011,-770,2100,-770
00:11:09.998,,-156,-183,1006,-1820,1470,-560
00:11:10.017,,-153,-191,1000,-2380,770,-280
00:11:10.036,,-145,-187,996,-1470,490,-420
00:11:10.054,,-144,-182,995,-770,840,-700
00:11:10.073,,-147,-181,994,-1050,1540,-770
00:11:10.092,,-149,-184,994,-1400,1820,-770
00:11:10.111,,-149,-184,993,-1190,1890,-770
00:11:10.130,,-146,-181,992,-700,1890,-770
00:11:10.149,,-144,-179,992,-350,1960,-700
00:11:10.168,,-142,-172,995,-420,2310,-560
00:11:10.187,,-147,-177,996,-1120,2590,-420
00:11:10.206,,-147,-181,996,-980,2590,-140
00:11:10.224,,-147,-177,999,-70,2520,70
00:11:10.243,,-146,-174,1003,-350,2520,280
00:11:10.262,,-152,-183,1002,-1470,2310,560
00:11:10.281,,-148,-190,1000,-1610,1960,490
00:11:10.300,,-142,-186,1001,-350,1820,140
00:11:10.319,,-148,-180,1000,350,2030,-350
00:11:10.338,,-152,-179,999,-490,2100,-560
00:11:10.357,,-150,-183,996,-1540,1820,-420
00:11:10.376,,-143,-186,994,-1470,1680,-490
00:11:10.394,,-145,-181,991,-560,1890,-700
00:11:10.413,,-146,-176,988,-420,2240,-700
00:11:10.432,,-146,-177,987,-1610,2800,-420
00:11:10.451,,-144,-180,993,-700,3360,-560
00:11:10.470,,-152,-177,996,-140,3640,-630
00:11:10.489,,-149,-178,995,-420,3500,-490
00:11:10.508,,-142,-178,999,-700,3570,-280
00:11:10.527,,-149,-177,1003,-770,3710,-140
00:11:10.546,,-155,-183,1004,-1190,3360,70
00:11:10.564,,-157,-188,999,-1400,2590,210
00:11:10.583,,-147,-187,996,-980,2310,210
00:11:10.602,,-141,-182,996,-350,2800,-350
00:11:10.621,,-145,-178,1000,-280,3570,-910
00:11:10.640,,-154,-184,1001,-980,3850,-1050
00:11:10.659,,-154,-186,1001,-700,3570,-910
