Sensors' Acquisition [Hz]: Acc@52.0 Gyro@52.0 Mag@52.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ, GyroX [mdps], GyroY, GyroZ, MagX [mgauss], MagY, MagZ
18:53:35.467,,-173,-66,1055,-1610,-2310,-840,-42,88,-441
18:53:35.486,,-174,-63,1065,-1470,-2380,-280,-31,82,-439
18:53:35.505,,-174,-53,1068,-980,-2310,70,-40,82,-439
18:53:35.524,,-168,-48,1071,-1260,-1960,420,-39,90,-430
18:53:35.542,,-166,-45,1067,-1820,-1330,420,-34,85,-441
18:53:35.561,,-168,-44,1065,-1960,-980,70,-45,81,-433
18:53:35.580,,-167,-47,1064,-1540,-1190,-350,-46,87,-435
18:53:35.599,,-166,-42,1058,-910,-1610,-420,-43,87,-435
18:53:35.617,,-166,-37,1056,-910,-1820,-280,-39,81,-436
18:53:35.636,,-169,-43,1063,-1190,-2100,-700,-48,82,-439
18:53:35.655,,-167,-49,1072,-420,-2520,-1680,-36,78,-445
18:53:35.674,,-164,-55,1086,560,-2450,-2380,-37,82,-433
18:53:35.693,,-158,-67,1098,560,-1540,-2590,-40,78,-435
18:53:35.711,,-156,-78,1100,980,-70,-2520,-49,84,-435
18:53:35.730,,-157,-81,1095,1890,1680,-2030,-37,93,-442
18:53:35.749,,-162,-80,1077,2380,3290,-1190,-34,82,-421
18:53:35.768,,-172,-70,1056,2660,4620,-70,-45,81,-441
18:53:35.787,,-183,-60,1034,2730,5110,840,-34,91,-438
18:53:35.805,,-194,-47,1012,2730,4760,1400,-37,88,-429
18:53:35.824,,-198,-40,999,2380,3570,1680,-43,90,-433
18:53:35.843,,-195,-40,996,1750,2030,1540,-46,84,-430
18:53:35.862,,-186,-37,999,1610,560,1260,-43,78,-439
18:53:35.881,,-177,-31,1002,1190,-350,1050,-43,82,-436
18:53:35.899,,-171,-36,1008,-70,-700,700,-43,91,-439
18:53:35.918,,-165,-48,1015,-910,-910,140,-40,82,-447
18:53:35.937,,-160,-54,1021,-910,-1260,-210,-40,93,-441
18:53:35.956,,-156,-57,1028,-840,-1470,-280,-37,82,-427
18:53:35.974,,-153,-59,1029,-1050,-1400,-280,-39,88,-435
18:53:35.993,,-154,-55,1034,-1050,-1050,-350,-45,87,-444
18:53:36.012,,-160,-51,1035,-980,-700,-420,-40,90,-448
18:53:36.031,,-165,-46,1030,-560,-420,-490,-43,84,-430
18:53:36.050,,-169,-40,1030,140,-280,-630,-43,84,-430
18:53:36.068,,-173,-33,1021,560,140,-980,-49,82,-441
18:53:36.087,,-177,-35,1017,350,630,-1680,-43,79,-429
18:53:36.106,,-179,-51,1018,-210,770,-2240,-37,87,-438
18:53:36.125,,-180,-61,1012,-210,350,-2450,-48,84,-442
18:53:36.144,,-178,-63,1014,-350,-140,-2170,-46,91,-430
18:53:36.162,,-177,-65,1016,-980,-490,-1750,-43,85,-438
18:53:36.181,,-181,-63,1021,-1400,-770,-1330,-40,84,-439
18:53:36.200,,-183,-63,1027,-1680,-1190,-1050,-45,84,-429
18:53:36.219,,-185,-62,1030,-1470,-1610,-560,-40,82,-439
18:53:36.237,,-182,-57,1037,-1120,-1750,70,-37,87,-447
18:53:36.256,,-177,-57,1041,-910,-1610,840,-45,87,-433
18:53:36.275,,-169,-53,1047,-700,-910,1610,-42,76,-433
18:53:36.294,,-166,-45,1044,-840,-70,2310,-28,90,-441
18:53:36.313,,-161,-41,1041,-1260,560,2730,-37,87,-435
18:53:36.331,,-160,-32,1030,-1260,630,2800,-33,87,-430
18:53:36.350,,-158,-24,1029,-910,70,2520,-43,85,-448
18:53:36.369,,-156,-18,1029,-630,-700,1890,-39,87,-433
18:53:36.388,,-151,-13,1026,70,-1190,980,-31,88,-442
18:53:36.407,,-149,-15,1020,420,-980,-420,-37,84,-441
18:53:36.425,,-148,-22,1011,280,-210,-1890,-37,84,-439
18:53:36.444,,-153,-37,1002,-210,700,-3080,-42,82,-445
18:53:36.463,,-157,-55,1001,-770,1050,-3990,-42,90,-444
18:53:36.482,,-161,-68,999,-1120,980,-4480,-40,81,-444
18:53:36.501,,-163,-79,998,-1610,770,-4270,-39,85,-444
18:53:36.519,,-170,-83,997,-2380,700,-3150,-36,91,-429
18:53:36.538,,-177,-78,1004,-2800,420,-1890,-42,79,-430
18:53:36.557,,-185,-70,1008,-2800,-210,-840,-43,87,-447
18:53:36.576,,-185,-61,1013,-1890,-980,-140,-39,85,-433
18:53:36.595,,-183,-49,1017,-700,-1330,490,-43,79,-438
18:53:36.613,,-176,-42,1014,-210,-1120,910,-46,87,-445
18:53:36.632,,-170,-38,1018,-210,-420,910,-45,84,-450
18:53:36.651,,-166,-44,1016,-630,280,350,-37,90,-439
18:53:36.670,,-162,-53,1016,-770,560,-280,-45,90,-430
18:53:36.688,,-161,-57,1019,-490,420,-560,-48,82,-439
18:53:36.707,,-163,-54,1013,-70,210,-350,-37,96,-438
18:53:36.726,,-166,-46,1012,700,350,-280,-39,88,-441
18:53:36.745,,-170,-44,1008,1190,770,-770,-43,82,-441
18:53:36.764,,-170,-42,995,1680,1470,-1610,-45,84,-442
18:53:36.782,,-174,-45,984,1330,2380,-2240,-36,93,-441
18:53:36.801,,-181,-59,972,70,2800,-2520,-40,88,-436
18:53:36.820,,-188,-72,966,-1050,2100,-2590,-45,93,-442
18:53:36.839,,-192,-82,967,-1540,350,-2170,-43,88,-441
18:53:36.858,,-193,-85,976,-1400,-1890,-1330,-42,88,-439
18:53:36.876,,-186,-80,990,-980,-3710,70,-45,91,-436
18:53:36.895,,-174,-70,1005,-840,-4340,1330,-43,82,-435
18:53:36.914,,-166,-60,1017,-840,-3850,1890,-40,87,-442
18:53:36.933,,-162,-47,1021,-630,-2520,1960,-39,82,-436
18:53:36.952,,-161,-42,1020,-980,-1050,1680,-40,85,-430
18:53:36.970,,-161,-45,1018,-1400,-70,1120,-40,84,-439
18:53:36.989,,-161,-45,1018,-1400,-70,1120,-40,85,-438
18:53:37.008,,-162,-48,1016,-1400,140,420,-36,79,-439
18:53:37.027,,-160,-49,1015,-1470,-420,-210,-42,81,-444
18:53:37.045,,-160,-54,1021,-1890,-1120,-700,-36,88,-442
18:53:37.064,,-164,-58,1027,-1890,-1890,-1260,-36,88,-442
18:53:37.083,,-169,-54,1034,-1050,-2590,-1610,-37,91,-427
18:53:37.102,,-174,-48,1034,0,-2730,-1610,-43,82,-427
18:53:37.121,,-177,-46,1033,700,-2030,-1750,-40,88,-436
18:53:37.139,,-180,-49,1024,1190,-700,-2030,-48,87,-438
18:53:37.158,,-183,-58,1013,1260,770,-2170,-33,82,-433
18:53:37.177,,-185,-73,1002,910,1820,-1890,-42,82,-436
18:53:37.196,,-189,-83,995,420,1750,-910,-43,90,-433
18:53:37.215,,-189,-86,993,0,700,420,-45,82,-436
18:53:37.233,,-183,-80,1003,-350,-910,1750,-37,96,-439
18:53:37.252,,-174,-68,1014,-770,-2450,2800,-40,88,-441
18:53:37.271,,-166,-53,1028,-1050,-3360,3290,-39,90,-438
18:53:37.290,,-158,-37,1042,-1190,-3360,3150,-37,87,-438
18:53:37.308,,-153,-26,1047,-1120,-2730,2800,-39,85,-442
18:53:37.327,,-148,-23,1049,-1050,-1750,2240,-42,84,-429
18:53:37.346,,-148,-23,1044,-770,-630,1330,-39,88,-444
18:53:37.365,,-146,-29,1041,-350,140,420,-42,88,-427
18:53:37.384,,-145,-34,1035,0,420,-280,-42,85,-435
18:53:37.402,,-145,-38,1032,140,280,-630,-40,87,-435
18:53:37.421,,-146,-40,1036,0,-70,-840,-37,84,-433
18:53:37.440,,-151,-37,1033,140,-630,-1260,-28,82,-436
18:53:37.459,,-157,-30,1032,630,-910,-1680,-42,81,-442
18:53:37.478,,-164,-29,1029,630,-630,-2310,-40,79,-430
18:53:37.496,,-170,-39,1024,490,-70,-3080,-43,82,-436
18:53:37.515,,-173,-50,1020,490,490,-3570,-39,78,-424
18:53:37.534,,-174,-69,1014,70,700,-3500,-51,79,-427
18:53:37.553,,-178,-79,1011,-560,700,-2730,-43,84,-430
18:53:37.572,,-181,-84,1015,-1400,350,-1540,-39,87,-433
18:53:37.590,,-181,-80,1019,-1750,-420,-140,-34,81,-424
18:53:37.609,,-178,-60,1027,-1400,-1120,1260,-43,81,-436
18:53:37.628,,-174,-40,1028,-1120,-1400,2030,-39,82,-435
18:53:37.647,,-169,-23,1029,-1050,-910,2170,-37,82,-436
18:53:37.665,,-166,-19,1028,-1750,-140,1400,-40,78,-444
18:53:37.684,,-166,-31,1026,-2520,210,70,-51,84,-435
