Sensors' Acquisition [Hz]: Acc@52.0 Gyro@52.0 Mag@52.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ, GyroX [mdps], GyroY, GyroZ, MagX [mgauss], MagY, MagZ
00:01:37.283,,-221,-348,1028,-2450,-6090,-2590,264,-525,-478
00:01:37.302,,-212,-337,1020,-2870,-5810,-3150,282,-534,-474
00:01:37.320,,-222,-330,1021,-1190,-5600,-1750,280,-522,-483
00:01:37.338,,-205,-300,1017,-1260,-5110,-3570,282,-525,-489
00:01:37.357,,-209,-307,1014,-2380,-5040,-3010,280,-531,-493
00:01:37.375,,-215,-311,1016,-1330,-4340,-2590,286,-529,-484
00:01:37.394,,-196,-307,999,210,-4480,-2730,279,-523,-481
00:01:37.412,,-224,-287,990,4270,-4620,-3150,274,-525,-486
00:01:37.431,,-245,-300,986,5950,-5670,-5180,274,-526,-486
00:01:37.449,,-221,-303,999,7350,-7350,-8470,274,-526,-486
00:01:37.468,,-206,-298,1009,8960,-9310,-9730,276,-528,-493
00:01:37.486,,-187,-299,1014,9170,-10570,-9730,279,-523,-492
00:01:37.505,,-186,-305,1033,8680,-10430,-9240,270,-534,-486
00:01:37.523,,-175,-304,1048,7630,-9940,-8820,274,-528,-493
00:01:37.542,,-193,-307,1047,7560,-8680,-7910,273,-537,-486
00:01:37.560,,-175,-302,1052,7770,-7420,-7420,273,-529,-498
00:01:37.579,,-163,-297,1052,8190,-6300,-6510,270,-538,-501
00:01:37.597,,-167,-284,1057,8400,-5530,-5460,274,-535,-499
00:01:37.616,,-172,-285,1058,6860,-4480,-5250,268,-540,-501
00:01:37.634,,-179,-292,1057,3990,-4550,-5250,262,-543,-499
00:01:37.653,,-167,-282,1058,560,-5390,-4830,253,-541,-489
00:01:37.671,,-164,-307,1036,-2380,-5880,-4130,265,-546,-495
00:01:37.690,,-151,-303,1022,-1540,-6300,-3640,268,-546,-495
00:01:37.708,,-167,-294,1022,420,-5530,-2590,267,-550,-499
00:01:37.727,,-165,-271,1019,-420,-5810,-1260,256,-550,-498
00:01:37.745,,-172,-274,1024,-1750,-6090,70,256,-547,-502
00:01:37.764,,-167,-290,1034,-4410,-7000,1050,255,-540,-493
00:01:37.782,,-157,-289,1050,-5880,-7910,1750,261,-543,-496
00:01:37.801,,-152,-281,1053,-6230,-8400,2100,253,-547,-496
00:01:37.819,,-163,-270,1050,-5950,-7280,1680,264,-547,-499
00:01:37.838,,-153,-272,1057,-6020,-5950,350,265,-546,-493
00:01:37.856,,-147,-273,1055,-5320,-4760,-840,261,-547,-495
00:01:37.875,,-139,-285,1043,-4340,-3150,-1400,262,-552,-495
00:01:37.893,,-147,-300,1046,-3710,-1820,-2240,262,-552,-495
00:01:37.912,,-155,-312,1054,-2730,-1120,-2730,265,-541,-490
00:01:37.930,,-149,-316,1057,-2450,-1260,-2520,262,-543,-486
00:01:37.949,,-153,-312,1056,-1960,-980,-1400,261,-550,-492
00:01:37.967,,-152,-300,1046,-2730,-630,-350,258,-549,-493
00:01:37.986,,-154,-293,1043,-2940,630,140,267,-547,-496
00:01:38.004,,-157,-281,1044,-2730,1190,770,261,-547,-493
00:01:38.023,,-154,-282,1034,-2100,1960,770,265,-538,-493
00:01:38.041,,-169,-283,1036,-1750,2030,420,271,-540,-495
00:01:38.060,,-147,-287,1027,-2590,1400,-700,264,-543,-487
00:01:38.078,,-154,-294,1027,-2590,910,-980,262,-537,-490
00:01:38.097,,-153,-299,1032,-2870,140,-1050,270,-535,-490
00:01:38.115,,-163,-299,1044,-2100,-280,-700,270,-532,-490
00:01:38.134,,-163,-293,1034,-1190,-70,-280,268,-528,-489
00:01:38.152,,-166,-281,1027,-770,420,-140,258,-540,-483
00:01:38.171,,-177,-290,1031,-1750,700,-280,255,-535,-481
00:01:38.189,,-164,-300,1035,-1610,490,-1330,265,-534,-478
00:01:38.208,,-146,-285,1040,-280,-420,-1260,270,-547,-483
00:01:38.226,,-154,-282,1028,700,-490,-700,268,-546,-489
00:01:38.245,,-160,-276,1032,-70,-1190,-840,268,-550,-499
00:01:38.263,,-173,-281,1039,-420,-840,-1260,274,-549,-496
00:01:38.282,,-173,-282,1045,-560,-1050,-1050,267,-549,-495
00:01:38.300,,-156,-288,1042,-2030,-1960,-980,265,-544,-499
00:01:38.319,,-151,-281,1042,-2730,-2520,-280,265,-544,-499
00:01:38.337,,-166,-289,1035,-3640,-2240,-280,261,-549,-502
00:01:38.356,,-157,-283,1039,-3640,-2240,-490,259,-550,-496
00:01:38.374,,-164,-282,1034,-2660,-2100,-70,253,-547,-495
00:01:38.393,,-146,-274,1027,-2660,-2380,280,264,-544,-501
00:01:38.411,,-149,-288,1031,-3430,-2730,350,261,-543,-498
00:01:38.430,,-164,-285,1047,-3360,-2170,-70,259,-543,-492
00:01:38.448,,-180,-306,1057,-4690,-2800,-770,255,-538,-495
00:01:38.467,,-145,-299,1060,-4620,-2800,-1050,256,-552,-495
00:01:38.485,,-154,-296,1053,-3150,-1120,420,261,-544,-496
00:01:38.504,,-158,-291,1054,-4200,70,840,255,-541,-489
00:01:38.522,,-154,-303,1052,-5320,1050,210,255,-541,-483
00:01:38.541,,-163,-288,1044,-3850,2240,-280,253,-543,-480
00:01:38.559,,-163,-288,1044,-3850,2240,-280,249,-546,-477
00:01:38.578,,-157,-296,1030,-2730,2660,0,253,-547,-480
00:01:38.596,,-171,-278,1028,-1190,2170,210,256,-541,-480
00:01:38.615,,-168,-299,1018,-1260,1330,-210,264,-546,-493
00:01:38.633,,-173,-285,1021,-1400,560,-210,265,-543,-487
00:01:38.652,,-177,-289,1027,-2380,0,-70,261,-537,-492
00:01:38.670,,-186,-292,1037,-2870,-980,-70,273,-540,-493
00:01:38.689,,-170,-303,1035,-3430,-1890,-630,264,-541,-499
00:01:38.707,,-157,-290,1034,-2940,-1820,-490,270,-544,-504
00:01:38.726,,-160,-301,1028,-4130,-2030,70,267,-532,-493
00:01:38.744,,-175,-303,1034,-3080,-770,210,258,-532,-495
00:01:38.763,,-179,-295,1035,-1890,-280,140,258,-532,-495
00:01:38.781,,-173,-293,1028,-2870,-770,280,252,-540,-498
00:01:38.800,,-176,-293,1026,-4760,-2030,770,259,-528,-498
00:01:38.818,,-166,-290,1031,-4760,-2940,910,249,-528,-484
00:01:38.837,,-168,-287,1025,-3710,-3710,840,261,-535,-481
00:01:38.855,,-165,-276,1029,-2870,-4270,630,259,-538,-475
00:01:38.874,,-160,-276,1036,-2100,-4900,490,268,-549,-489
00:01:38.892,,-147,-277,1034,-1680,-5110,70,276,-547,-496
00:01:38.911,,-153,-295,1041,-980,-4410,-630,271,-540,-495
00:01:38.929,,-159,-298,1060,-490,-3360,-1890,267,-547,-501
00:01:38.948,,-154,-309,1067,-910,-2170,-2660,270,-550,-508
00:01:38.966,,-142,-316,1072,-2380,-1190,-2240,262,-549,-504
00:01:38.985,,-145,-322,1078,-2380,840,-1190,265,-547,-507
00:01:39.003,,-158,-309,1072,-1120,2870,-420,268,-553,-499
00:01:39.022,,-159,-288,1046,-420,4410,0,261,-544,-502
00:01:39.040,,-170,-274,1024,0,5810,490,265,-544,-505
00:01:39.059,,-174,-271,1010,-840,5530,630,270,-553,-511
00:01:39.077,,-183,-270,1011,-1960,4410,-490,261,-544,-514
00:01:39.096,,-185,-277,998,-3360,2100,-1400,255,-547,-520
00:01:39.114,,-179,-284,1011,-2450,420,-1540,253,-538,-519
00:01:39.133,,-185,-297,1018,-2520,-2030,-1610,250,-537,-516
00:01:39.151,,-173,-287,1022,-2800,-3360,-1330,243,-543,-519
00:01:39.170,,-159,-278,1021,-4270,-4410,-560,237,-540,-510
00:01:39.188,,-168,-275,1016,-5670,-4060,770,241,-547,-511
00:01:39.207,,-195,-282,1029,-5600,-3640,1120,241,-547,-511
00:01:39.225,,-177,-289,1036,-5110,-3570,-210,250,-544,-513
00:01:39.244,,-167,-287,1047,-4410,-4760,-1330,253,-555,-507
00:01:39.262,,-153,-302,1045,-5600,-6090,-1470,247,-561,-514
00:01:39.281,,-142,-317,1061,-5950,-6020,-1540,246,-553,-516
00:01:39.299,,-158,-317,1058,-4900,-3360,-1680,247,-541,-522
00:01:39.318,,-164,-319,1049,-4830,-980,-2030,247,-546,-517
00:01:39.336,,-174,-321,1045,-3920,560,-1400,237,-549,-516
00:01:39.355,,-172,-306,1021,-2800,1470,70,240,-547,-522
00:01:39.373,,-181,-302,1020,-3360,1260,1330,231,-550,-513
00:01:39.392,,-172,-297,1032,-4760,-280,1050,235,-555,-508
00:01:39.410,,-165,-302,1039,-5460,-2450,420,232,-556,-505
00:01:39.429,,-167,-304,1040,-3990,-3360,-280,238,-550,-517
00:01:39.447,,-156,-296,1040,-3640,-3290,-840,243,-559,-525
00:01:39.466,,-154,-304,1039,-4620,-2870,-770,234,-555,-522
00:01:39.484,,-181,-313,1044,-4900,-1400,-350,229,-555,-517
00:01:39.503,,-176,-320,1040,-4970,-1050,-140,246,-549,-516
00:01:39.521,,-147,-309,1030,-4970,-1330,350,250,-553,-522
00:01:39.540,,-153,-310,1017,-5110,-1680,1470,253,-546,-522
00:01:39.558,,-177,-300,1023,-5600,-1120,1050,252,-549,-528
00:01:39.577,,-196,-317,1031,-5040,-490,-630,243,-550,-516
00:01:39.595,,-175,-313,1038,-3220,-490,-1610,249,-546,-514
00:01:39.614,,-167,-330,1032,-2100,-420,-1330,247,-549,-517
00:01:39.632,,-151,-324,1033,-2380,-420,-1330,247,-549,-517
00:01:39.651,,-170,-330,1025,-1680,560,-1190,249,-552,-526
00:01:39.669,,-173,-311,1023,-980,910,-1050,240,-546,-526
00:01:39.688,,-171,-307,1016,-1120,1120,-420,241,-546,-517
00:01:39.706,,-176,-313,1000,-2240,770,0,244,-546,-511
00:01:39.725,,-165,-315,1000,-2240,-420,-490,241,-550,-519
00:01:39.743,,-184,-318,1004,-1260,-1400,-490,240,-546,-516
00:01:39.762,,-178,-314,1017,-2590,-3360,-210,247,-549,-514
00:01:39.780,,-186,-315,1029,-3780,-4970,980,246,-546,-523
00:01:39.799,,-185,-302,1030,-5740,-6160,2310,232,-547,-517
00:01:39.817,,-174,-313,1042,-7910,-7140,2800,243,-552,-505
00:01:39.836,,-151,-310,1060,-5880,-6930,2100,238,-547,-508
00:01:39.854,,-151,-294,1053,-2100,-4620,1050,244,-555,-511
00:01:39.873,,-151,-294,1053,-1330,-2310,-630,250,-550,-517
00:01:39.891,,-129,-288,1048,-1330,-2310,-630,241,-547,-519
00:01:39.910,,-118,-308,1032,-1190,1260,-1610,234,-544,-522
00:01:39.928,,-140,-328,1016,490,4830,-2030,243,-544,-522
