Sensors' Acquisition [Hz]: Acc@52.0 Gyro@52.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ, GyroX [mdps], GyroY, GyroZ
00:11:55.868,,-195,0,999,-210,2100,2730
00:11:55.887,,-202,-14,1003,-1820,2450,2380
00:11:55.906,,-201,-25,1005,-1750,2380,1890
00:11:55.925,,-189,-24,1010,-280,2240,-770
00:11:55.944,,-205,-15,1019,-770,1890,-2100
00:11:55.963,,-209,-20,1021,-2800,980,-2940
00:11:55.982,,-209,-31,1016,-3430,-70,-3780
00:11:56.000,,-209,-21,1013,-1680,-560,-4690
00:11:56.019,,-218,-3,1011,-1260,-770,-5740
00:11:56.038,,-226,-5,1007,-3430,-770,-6720
00:11:56.057,,-224,-12,1001,-3920,-770,-7630
00:11:56.076,,-226,2,994,-1120,-700,-8400
00:11:56.095,,-230,28,990,560,-210,-8540
00:11:56.114,,-225,37,991,-980,700,-7980
00:11:56.133,,-225,33,995,-2240,1750,-7000
00:11:56.152,,-226,34,997,-490,2310,-5810
00:11:56.170,,-229,42,995,2380,2450,-4200
00:11:56.189,,-226,55,994,3570,2590,-2170
00:11:56.208,,-224,55,997,1610,2730,-210
00:11:56.227,,-226,36,999,-840,2590,1260
00:11:56.246,,-228,24,995,-420,1960,2590
00:11:56.265,,-220,23,986,560,1260,3990
00:11:56.284,,-208,16,976,70,1120,5040
00:11:56.303,,-198,6,975,-770,2100,5320
00:11:56.322,,-199,-4,981,-1050,3570,4970
00:11:56.340,,-204,-12,985,-560,4690,4410
00:11:56.359,,-208,-16,988,280,4970,4200
00:11:56.378,,-201,-12,994,700,5040,3850
00:11:56.397,,-201,-14,1002,-350,5460,3010
00:11:56.416,,-208,-25,1010,-1610,5670,1890
00:11:56.435,,-213,-24,1015,-1190,5320,700
00:11:56.454,,-213,-17,1018,-700,4690,-560
00:11:56.473,,-213,-10,1020,-980,4060,-1680
00:11:56.492,,-219,-4,1025,-1610,3640,-2450
00:11:56.510,,-219,0,1026,-1960,3080,-3220
00:11:56.529,,-218,1,1019,-1540,2100,-3570
00:11:56.548,,-211,7,1011,-350,1400,-3360
00:11:56.567,,-210,16,1008,560,1470,-2800
00:11:56.586,,-224,18,1009,210,1890,-2310
00:11:56.605,,-231,14,1007,-490,1610,-1890
00:11:56.624,,-227,10,999,-490,560,-1540
00:11:56.643,,-217,13,992,140,-140,-1330
00:11:56.662,,-216,17,989,140,140,-1190
00:11:56.680,,-223,12,989,-840,910,-1050
00:11:56.699,,-224,4,986,-1470,1330,-840
00:11:56.718,,-221,3,983,-490,1470,-840
00:11:56.737,,-218,13,986,630,1960,-910
00:11:56.756,,-221,19,995,0,2940,-1260
00:11:56.775,,-224,13,1002,-1400,3570,-1540
00:11:56.794,,-225,10,1003,-980,3220,-1470
00:11:56.813,,-216,20,1003,630,2590,-1050
00:11:56.832,,-215,29,1005,1050,2590,-630
00:11:56.850,,-221,27,1008,70,2730,-70
00:11:56.869,,-222,20,1009,-1050,2380,490
00:11:56.888,,-217,13,1009,-770,1890,840
00:11:56.907,,-216,19,1009,630,1470,980
00:11:56.926,,-217,19,1007,420,1260,1330
00:11:56.945,,-214,11,1004,-700,980,1540
00:11:56.964,,-214,2,1002,-770,910,1400
00:11:56.983,,-217,8,1004,210,910,910
00:11:57.001,,-220,8,1001,-70,840,560
00:11:57.020,,-217,5,995,-490,560,350
00:11:57.039,,-209,6,992,-490,490,140
00:11:57.058,,-208,11,993,-490,840,-490
00:11:57.077,,-212,10,993,-770,1330,-980
00:11:57.096,,-213,11,992,-700,1610,-1050
00:11:57.115,,-209,14,990,-350,1610,-910
00:11:57.134,,-208,19,993,-280,1750,-840
00:11:57.153,,-211,20,996,-700,2170,-770
00:11:57.171,,-215,18,999,-1120,2310,-560
00:11:57.190,,-212,15,1001,-1120,2170,-280
00:11:57.209,,-208,16,1002,-700,1960,-140
00:11:57.228,,-209,17,1002,-490,2030,-70
00:11:57.247,,-218,15,1004,-770,2030,0
00:11:57.266,,-217,12,1003,-1190,1820,70
00:11:57.285,,-205,11,1002,-910,1610,-210
00:11:57.304,,-204,16,1003,-280,1750,-630
00:11:57.323,,-212,17,1008,-350,2240,-770
00:11:57.341,,-218,15,1010,-490,2310,-700
00:11:57.360,,-219,17,1009,-490,1470,-630
00:11:57.379,,-213,19,1003,-840,420,-630
00:11:57.398,,-208,19,995,-1190,-70,-700
00:11:57.417,,-209,19,993,-1330,280,-560
00:11:57.436,,-212,16,990,-1680,840,-350
00:11:57.455,,-210,13,988,-1610,1120,-210
00:11:57.474,,-206,16,988,-1050,1470,-210
00:11:57.493,,-207,19,992,-1050,2030,-280
00:11:57.511,,-213,16,998,-1540,2590,-140
00:11:57.530,,-214,12,1001,-1820,2730,-140
00:11:57.549,,-207,14,1003,-1190,2520,-280
00:11:57.568,,-208,23,1004,-700,2310,-350
00:11:57.587,,-211,22,1004,-1540,2240,-210
00:11:57.606,,-213,15,1004,-2380,1960,70
00:11:57.625,,-209,12,1001,-1820,1680,350
00:11:57.644,,-203,17,999,-700,1680,350
00:11:57.663,,-204,18,1000,-700,2170,140
00:11:57.681,,-209,16,1003,-1260,2660,140
00:11:57.700,,-212,12,1005,-1470,2590,280
00:11:57.719,,-211,11,1001,-1400,1960,350
00:11:57.738,,-206,10,996,-1190,1540,350
00:11:57.757,,-203,10,993,-1190,1750,140
00:11:57.776,,-205,6,992,-1330,2450,0
00:11:57.795,,-208,6,995,-1120,3010,-70
00:11:57.814,,-208,7,999,-1050,3150,-420
00:11:57.832,,-211,11,1001,-1120,3010,-840
00:11:57.851,,-215,11,1002,-1540,2800,-1120
00:11:57.870,,-211,12,1002,-1890,2590,-1190
00:11:57.889,,-207,10,1001,-1820,2520,-1050
00:11:57.908,,-205,16,1002,-1190,2660,-980
00:11:57.927,,-214,16,1004,-1330,2800,-980
00:11:57.946,,-212,14,1006,-1680,2800,-770
00:11:57.965,,-209,14,1010,-1400,2800,-560
00:11:57.984,,-215,17,1014,-1050,2660,-490
00:11:58.002,,-218,11,1010,-1400,2030,-280
00:11:58.021,,-216,8,1005,-1330,1260,0
00:11:58.040,,-209,12,1000,-980,1120,0
00:11:58.059,,-211,10,999,-1330,1540,-210
00:11:58.078,,-210,6,998,-1400,1960,-490
00:11:58.097,,-212,8,1001,-630,2380,-700
00:11:58.116,,-215,16,1005,140,2660,-1050
00:11:58.135,,-219,20,1008,-280,2310,-1050
00:11:58.154,,-218,15,1004,-1610,1470,-630
00:11:58.172,,-213,11,999,-2100,630,-210
00:11:58.191,,-209,13,996,-1540,560,0
00:11:58.210,,-212,13,994,-1330,980,140
00:11:58.229,,-213,8,992,-1610,1540,210
00:11:58.248,,-213,6,992,-1540,1820,420
00:11:58.267,,-213,6,995,-1400,2100,210
00:11:58.286,,-214,5,995,-1260,2520,-280
00:11:58.305,,-211,10,998,-910,2870,-560
00:11:58.324,,-209,12,999,-1120,3010,-560
00:11:58.342,,-211,9,1000,-1400,2940,-490
00:11:58.361,,-213,10,1000,-980,2870,-420
00:11:58.380,,-211,12,995,-630,2660,-490
00:11:58.399,,-206,11,995,-770,2730,-420
00:11:58.418,,-199,13,999,-700,3570,-560
00:11:58.437,,-213,15,1010,-630,4410,-840
00:11:58.456,,-222,13,1018,-910,4340,-630
00:11:58.475,,-220,8,1021,-910,3080,-280
00:11:58.494,,-218,13,1013,-490,1330,140
00:11:58.512,,-208,16,1000,-1820,-140,560
00:11:58.531,,-194,3,994,-3290,1190,-140
00:11:58.550,,-205,3,1001,-910,2800,-1120
00:11:58.569,,-212,15,1006,280,3360,-1750
00:11:58.588,,-208,16,1008,-630,2940,-1750
00:11:58.607,,-207,10,1009,-1120,2590,-1540
00:11:58.626,,-215,12,1011,-140,2520,-1190
00:11:58.645,,-222,18,1012,350,2240,-770
00:11:58.663,,-219,14,1010,-630,1470,-560
00:11:58.682,,-216,7,1003,-1190,560,-700
00:11:58.701,,-215,8,998,-840,140,-840
00:11:58.720,,-213,11,993,-1120,210,-980
00:11:58.739,,-206,8,991,-1680,630,-1050
00:11:58.758,,-203,10,993,-1540,1120,-1120
00:11:58.777,,-204,12,997,-1400,1470,-980
00:11:58.796,,-211,7,996,-1680,1610,-490
00:11:58.815,,-210,3,994,-1260,1540,-70
00:11:58.833,,-202,10,994,-560,1610,-140
00:11:58.852,,-206,8,996,-840,2240,-560
00:11:58.871,,-215,5,1000,-1120,2940,-910
00:11:58.873,>gest3_circle_cw,,,,,,
00:11:58.890,,-219,5,1005,-770,3080,-1190
00:11:58.909,,-218,10,1009,-490,2590,-1470
00:11:58.928,,-214,18,1012,-560,2100,-1680
00:11:58.947,,-217,20,1014,-1610,1610,-1750
00:11:58.966,,-220,14,1008,-2450,1120,-1260
00:11:58.985,,-215,12,1000,-1890,560,-350
00:11:59.003,,-206,16,998,-840,420,210
00:11:59.022,,-206,20,999,-560,1120,280
00:11:59.041,,-209,11,1001,-1260,1820,280
00:11:59.060,,-214,3,1001,-980,2100,630
00:11:59.079,,-210,8,1001,0,1960,770
00:11:59.098,,-207,13,1003,140,1890,560
00:11:59.117,,-209,11,1003,-840,1820,210
00:11:59.136,,-209,4,999,-1610,1540,0
00:11:59.155,,-203,1,994,-1260,1330,70
00:11:59.173,,-199,10,995,-280,1820,-210
00:11:59.192,,-205,15,1002,-350,2590,-560
00:11:59.211,,-207,9,1005,-1120,2940,-630
00:11:59.230,,-206,7,1008,-840,2660,-420
00:11:59.249,,-205,13,1009,-210,2100,-280
00:11:59.268,,-207,17,1011,-490,1820,-350
00:11:59.287,,-211,9,1009,-1400,1540,-490
00:11:59.306,,-207,4,1004,-1190,1120,-280
00:11:59.324,,-198,7,1003,-140,1120,-280
00:11:59.343,,-198,15,1008,490,1750,-630
00:11:59.362,,-209,11,1013,-210,2310,-910
00:11:59.381,,-212,4,1015,-350,1890,-700
00:11:59.400,,-210,5,1013,490,910,-700
00:11:59.419,,-208,21,1010,1050,210,-980
00:11:59.438,,-211,19,1004,-1050,-280,-1190
00:11:59.457,,-202,1,995,-2730,-560,-1050
00:11:59.476,,-192,2,993,-630,-140,-1050
00:11:59.494,,-199,23,997,1540,980,-1190
00:11:59.513,,-203,22,1005,-140,1750,-1050
00:11:59.532,,-203,2,1006,-1680,1610,-840
00:11:59.551,,-206,1,1002,70,770,-700
00:11:59.570,,-210,12,992,1190,0,-630
00:11:59.589,,-206,14,984,-490,-140,-770
00:11:59.608,,-196,9,982,-2380,770,-1470
00:11:59.627,,-201,6,977,-2170,1540,-2380
00:11:59.646,,-201,11,970,-490,2030,-2590
00:11:59.664,,-201,22,966,630,3010,-2380
00:11:59.683,,-211,26,963,350,4340,-1960
00:11:59.702,,-218,25,959,-420,5320,-1470
00:11:59.721,,-228,34,953,-910,5950,-980
00:11:59.740,,-254,61,950,-2100,6370,-980
